                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.8617       	3.05            	0.7953         	2.377        	0.3488         	0.3637       	1.363        	5.799        	0.4067        	--           	10.17        	10.27        	0.09559      	0             	3.942        	3.258        	3.217        	1.406        	0.999         	1.999          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	3.05            	0.9229         	2.377        	0.4048         	0.4221       	1.589        	6.738        	0.4639        	0.4139       	10.17        	10.27        	0.1109       	0             	3.942        	3.258        	3.217        	1.631        	1.167         	2.167          	8617         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	3.05            	0.9229         	2.377        	0.4048         	0.4221       	1.589        	6.738        	0.4639        	0.4139       	10.17        	10.27        	0.1109       	0             	3.942        	3.258        	3.217        	1.631        	1.167         	2.167          	8617         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	1383         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	3.116           	1              	2.377        	0.4386         	0.4573       	1.762        	7.34         	0.4631        	0.4131       	10.17        	10.27        	0.1202       	0             	3.942        	3.258        	3.217        	1.767        	1.304         	2.304          	7953         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	3.186           	1              	2.382        	0.5549         	0.9751       	1.725        	7.278        	0.4701        	0.4201       	11.15        	12.48        	0            	0             	3.967        	2.382        	2.382        	1.22         	0.7503        	1.75           	6286         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.867           	1              	2.409        	0              	-1.54        	1.964        	7.799        	0.4417        	0.3917       	6.633        	1.984        	0.5908       	0             	3.959        	6.733        	6.533        	3.946        	3.505         	4.505          	1618         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	3.12            	1              	2.389        	0.4417         	0.4605       	1.776        	7.391        	0.4645        	0.4145       	10.23        	10.34        	0.1207       	0             	3.969        	3.275        	3.234        	1.78         	1.315         	2.315          	7897         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.4695       	2.324           	0.2148         	0.9331       	0.04914        	0.04373      	-0.1352      	0.1553       	0.2127        	--           	1.317        	0.9657       	0.03811      	0             	1.025        	0.8363       	0.7284       	0.03385      	-0.1789       	0.8211         	2607         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	3.724           	0.9386         	3.395        	0.3895         	-0.04414     	2.955        	11.39        	0.5952        	0.5452       	17.53        	15.07        	0.2059       	0             	6.132        	6.504        	6.436        	3.595        	2.999         	3.999          	1987         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	3.794           	1              	3.395        	0.415          	-0.04703     	3.189        	12.18        	0.5934        	0.5434       	17.53        	15.07        	0.2194       	0             	6.132        	6.504        	6.436        	3.83         	3.236         	4.236          	1865         	0.1          	1            	1            	0.75         	0            
