                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.7978       	5.25            	0.7575         	2.047        	0.3625         	0.6401       	1.174        	5.679        	0.7426        	--           	6.806        	6.673        	0.1307       	0             	3.958        	2.912        	2.859        	1.276        	0.5337        	1.534          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	5.25            	0.9495         	2.047        	0.4544         	0.8023       	1.484        	7.13         	0.9181        	0.8681       	6.806        	6.673        	0.1638       	0             	3.958        	2.912        	2.859        	1.6          	0.6817        	1.682          	7978         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	5.25            	0.9495         	2.047        	0.4544         	0.8023       	1.484        	7.13         	0.9181        	0.8681       	6.806        	6.673        	0.1638       	0             	3.958        	2.912        	2.859        	1.6          	0.6817        	1.682          	7978         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	2022         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	5.31            	1              	2.047        	0.4785         	0.845        	1.61         	7.557        	0.9195        	0.8695       	6.806        	6.673        	0.1725       	0             	3.958        	2.912        	2.859        	1.685        	0.7654        	1.765          	7575         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	5.759           	1              	1.917        	0.6527         	1.401        	1.586        	7.377        	0.8865        	0.8365       	7.264        	8.366        	0            	0             	3.854        	1.917        	1.917        	1.072        	0.1858        	1.186          	5554         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	4.089           	1              	2.42         	0              	-0.6898      	1.699        	8.139        	1.017         	0.9669       	5.597        	2.034        	0.6538       	0             	4.287        	5.697        	5.497        	3.405        	2.389         	3.389          	1999         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	5.318           	1              	2.051        	0.48           	0.8476       	1.617        	7.581        	0.9211        	0.8711       	6.825        	6.692        	0.173        	0             	3.97         	2.918        	2.865        	1.69         	0.7691        	1.769          	7551         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.4236       	4.679           	0.3087         	1.155        	0.1472         	0.2647       	0.0934       	1.089        	0.2912        	--           	2.817        	2.801        	0.02878      	0             	2.156        	1.138        	1.096        	0.1199       	-0.1713       	0.8287         	3508         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	6.631           	0.9621         	2.858        	0.449          	0.6045       	2.504        	11.16        	1.285         	1.235        	12.05        	9.484        	0.2194       	0             	5.865        	5.491        	5.421        	3.184        	1.9           	2.9            	2004         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	6.657           	1              	2.858        	0.4667         	0.6283       	2.655        	11.65        	1.284         	1.234        	12.05        	9.484        	0.2281       	0             	5.865        	5.491        	5.421        	3.31         	2.026         	3.026          	1928         	0.1          	1            	1            	0.75         	0            
