                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.9113       	3.006           	0.8428         	2.252        	0.3568         	0.3273       	1.388        	5.923        	0.4339        	--           	9.036        	8.79         	0.1206       	0             	3.776        	3.226        	3.176        	1.495        	1.061         	2.061          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	3.006           	0.9248         	2.252        	0.3916         	0.3592       	1.528        	6.505        	0.4712        	0.4212       	9.036        	8.79         	0.1323       	0             	3.776        	3.226        	3.176        	1.64         	1.169         	2.169          	9113         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	3.006           	0.9248         	2.252        	0.3916         	0.3592       	1.528        	6.505        	0.4712        	0.4212       	9.036        	8.79         	0.1323       	0             	3.776        	3.226        	3.176        	1.64         	1.169         	2.169          	9113         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	887          	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	3.086           	1              	2.252        	0.4234         	0.3884       	1.691        	7.073        	0.4705        	0.4205       	9.036        	8.79         	0.1431       	0             	3.776        	3.226        	3.176        	1.773        	1.303         	2.303          	8428         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	3.204           	1              	2.241        	0.5638         	0.9667       	1.648        	6.976        	0.4732        	0.4232       	10.01        	11.08        	0            	0             	3.784        	2.241        	2.241        	1.154        	0.6811        	1.681          	6329         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.753           	1              	2.337        	0              	-1.399       	1.89         	7.598        	0.4676        	0.4176       	6.264        	1.925        	0.5929       	0             	3.867        	6.364        	6.164        	3.756        	3.289         	4.289          	2034         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	3.097           	1              	2.268        	0.4276         	0.3922       	1.711        	7.143        	0.4723        	0.4223       	9.12         	8.875        	0.1437       	0             	3.812        	3.25         	3.202        	1.791        	1.319         	2.319          	8344         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.6284       	2.109           	0.3414         	0.7779       	0.09371        	0.08365      	-0.127       	0.3201       	0.2657        	--           	1.146        	0.8004       	0.06129      	0             	0.94         	0.7155       	0.6119       	0.05505      	-0.2106       	0.7894         	2387         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	3.848           	0.9335         	3.329        	0.364          	-0.2413      	2.945        	11.36        	0.6252        	0.5752       	15.79        	12.61        	0.2381       	0             	6.102        	6.847        	6.768        	3.811        	3.186         	4.186          	2045         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	3.96            	1              	3.329        	0.39           	-0.2585      	3.202        	12.22        	0.6223        	0.5723       	15.79        	12.61        	0.2551       	0             	6.102        	6.847        	6.768        	4.083        	3.461         	4.461          	1909         	0.1          	1            	1            	0.75         	0            
