                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.9042       	4.151           	0.8485         	2.092        	0.3528         	0.4643       	1.285        	5.931        	0.6376        	--           	7.004        	6.708        	0.1614       	0             	3.733        	3.043        	2.98         	1.459        	0.821         	1.821          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	4.151           	0.9384         	2.092        	0.3901         	0.5135       	1.427        	6.564        	0.6998        	0.6498       	7.004        	6.708        	0.1785       	0             	3.733        	3.043        	2.98         	1.613        	0.9133        	1.913          	9042         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	4.151           	0.9384         	2.092        	0.3901         	0.5135       	1.427        	6.564        	0.6998        	0.6498       	7.004        	6.708        	0.1785       	0             	3.733        	3.043        	2.98         	1.613        	0.9133        	1.913          	9042         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	958          	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	4.224           	1              	2.092        	0.4158         	0.5472       	1.565        	7.04         	0.7014        	0.6514       	7.004        	6.708        	0.1902       	0             	3.733        	3.043        	2.98         	1.719        	1.018         	2.018          	8485         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	4.611           	1              	2.009        	0.6043         	1.144        	1.527        	6.896        	0.6892        	0.6392       	7.812        	8.904        	0            	0             	3.689        	2.009        	2.009        	1.072        	0.3827        	1.383          	5838         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	3.397           	1              	2.319        	0              	-0.7891      	1.698        	7.542        	0.7388        	0.6888       	5.335        	1.904        	0.6249       	0             	3.924        	5.435        	5.235        	3.225        	2.487         	3.487          	2582         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	4.241           	1              	2.105        	0.4193         	0.5517       	1.581        	7.099        	0.7047        	0.6547       	7.058        	6.762        	0.1914       	0             	3.763        	3.062        	3            	1.734        	1.029         	2.029          	8414         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.6255       	3.062           	0.4077         	0.8555       	0.1398         	0.1655       	-0.06076     	0.6786       	0.3173        	--           	1.559        	1.236        	0.05733      	0             	1.26         	0.8286       	0.7503       	0.09099      	-0.2263       	0.7737         	2558         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	5.605           	0.9538         	3.088        	0.3763         	0.157        	2.691        	11.27        	1.013         	0.9627       	12.46        	9.423        	0.266        	0             	5.959        	6.184        	6.098        	3.547        	2.534         	3.534          	2077         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	5.656           	1              	3.088        	0.3945         	0.1646       	2.875        	11.87        	1.009         	0.9587       	12.46        	9.423        	0.2789       	0             	5.959        	6.184        	6.098        	3.719        	2.71          	3.71           	1981         	0.1          	1            	1            	0.75         	0            
