                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.8944       	2.673           	0.8153         	2.349        	0.3478         	0.3197       	1.353        	5.739        	0.3802        	--           	10.55        	10.43        	0.09964      	0             	3.827        	3.221        	3.178        	1.413        	1.033         	2.033          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	2.673           	0.9116         	2.349        	0.3888         	0.3575       	1.518        	6.422        	0.4192        	0.3692       	10.55        	10.43        	0.1114       	0             	3.827        	3.221        	3.178        	1.58         	1.161         	2.161          	8944         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	2.673           	0.9116         	2.349        	0.3888         	0.3575       	1.518        	6.422        	0.4192        	0.3692       	10.55        	10.43        	0.1114       	0             	3.827        	3.221        	3.178        	1.58         	1.161         	2.161          	8944         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	1056         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	2.754           	1              	2.349        	0.4266         	0.3922       	1.708        	7.087        	0.4177        	0.3677       	10.55        	10.43        	0.1222       	0             	3.827        	3.221        	3.178        	1.733        	1.316         	2.316          	8153         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	2.798           	1              	2.379        	0.5451         	0.9062       	1.681        	7.075        	0.4282        	0.3782       	11.77        	12.82        	0            	0             	3.886        	2.379        	2.379        	1.203        	0.7747        	1.775          	6380         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.619           	1              	2.297        	0              	-1.513       	1.883        	7.397        	0.385         	0.335        	6.352        	1.876        	0.5834       	0             	3.745        	6.452        	6.252        	3.78         	3.395         	4.395          	1708         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	2.761           	1              	2.362        	0.4303         	0.3955       	1.725        	7.147        	0.4192        	0.3692       	10.63        	10.51        	0.123        	0             	3.859        	3.241        	3.199        	1.748        	1.329         	2.329          	8083         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.5851       	1.95            	0.2743         	0.8185       	0.07241        	0.06269      	-0.1326      	0.2286       	0.2392        	--           	1.362        	0.8965       	0.04642      	0             	0.9597       	0.7619       	0.6596       	0.04384      	-0.1953       	0.8047         	2545         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	3.38            	0.9228         	3.512        	0.3648         	-0.1805      	2.91         	11.19        	0.5345        	0.4845       	18.93        	16.61        	0.2079       	0             	6.178        	6.723        	6.653        	3.625        	3.09          	4.09           	1983         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	3.476           	1              	3.512        	0.3953         	-0.1956      	3.201        	12.17        	0.5314        	0.4814       	18.93        	16.61        	0.2253       	0             	6.178        	6.723        	6.653        	3.928        	3.396         	4.396          	1830         	0.1          	1            	1            	0.75         	0            
