                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.8917       	2.532           	0.8156         	2.372        	0.3595         	0.4227       	1.381        	5.794        	0.3589        	--           	11.32        	11.28        	0.08418      	0             	3.86         	3.027        	2.99         	1.317        	0.9582        	1.958          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	2.532           	0.9147         	2.372        	0.4031         	0.474        	1.555        	6.503        	0.3964        	0.3464       	11.32        	11.28        	0.0944       	0             	3.86         	3.027        	2.99         	1.477        	1.081         	2.081          	8917         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	2.532           	0.9147         	2.372        	0.4031         	0.474        	1.555        	6.503        	0.3964        	0.3464       	11.32        	11.28        	0.0944       	0             	3.86         	3.027        	2.99         	1.477        	1.081         	2.081          	8917         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	1083         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	2.597           	1              	2.372        	0.4407         	0.5182       	1.738        	7.148        	0.3952        	0.3452       	11.32        	11.28        	0.1032       	0             	3.86         	3.027        	2.99         	1.615        	1.22          	2.22           	8156         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	2.618           	1              	2.426        	0.5427         	0.9147       	1.738        	7.225        	0.4073        	0.3573       	12.65        	13.49        	0            	0             	3.956        	2.426        	2.426        	1.231        	0.8237        	1.824          	6624         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.543           	1              	2.206        	0              	-1.256       	1.836        	7.151        	0.3462        	0.2962       	5.761        	1.799        	0.577        	0             	3.607        	5.861        	5.661        	3.438        	3.092         	4.092          	1459         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	2.605           	1              	2.387        	0.445          	0.5233       	1.757        	7.216        	0.3964        	0.3464       	11.42        	11.38        	0.1039       	0             	3.896        	3.048        	3.012        	1.631        	1.234         	2.234          	8077         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.5718       	1.943           	0.2709         	0.8632       	0.06513        	0.05135      	-0.133       	0.2125       	0.2284        	--           	1.202        	0.9351       	0.04587      	0             	0.9519       	0.7831       	0.6786       	0.04403      	-0.1844       	0.8156         	2529         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	3.079           	0.9226         	3.501        	0.3936         	0.2683       	2.985        	11.31        	0.4877        	0.4377       	20.07        	18.28        	0.1791       	0             	6.214        	5.921        	5.861        	3.204        	2.716         	3.716          	1950         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	3.161           	1              	3.501        	0.4267         	0.2908       	3.279        	12.3         	0.4844        	0.4344       	20.07        	18.28        	0.1941       	0             	6.214        	5.921        	5.861        	3.473        	2.989         	3.989          	1799         	0.1          	1            	1            	0.75         	0            
