"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq20c15t75","3.49E-07","0.09144","All","1","0","0","0","1","1","1","-0.068145","0.853945","0.174991","0.019837","0.109387","0.0907833","0.160953","0.352868","0.0457","0.0457","0.352868","0.284723","0.209723","0.640277","0.284723","","0.209723","0.640277","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.5","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.75"
"origq20c15t75","3.49E-07","0.09144","Settles","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","Trial","1","0","0","0","1","1","1","-0.068145","0.853945","0.174991","0.019837","0.109387","0.0907833","0.160953","0.352868","0.0457","0.0457","0.352868","0.284723","0.209723","0.640277","0.284723","","0.209723","0.640277","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.5","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.75"
"origq20c15t75","3.49E-07","0.09144","Shifting","1","0","0","0","1","1","1","-0.068145","0.853945","0.174991","0.019837","0.109387","0.0907833","0.160953","0.352868","0.0457","0.0457","0.352868","0.284723","0.209723","0.640277","0.284723","","0.209723","0.640277","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.5","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.75"
"origq20c15t75","3.49E-07","0.09144","PQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","PQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","PQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","PQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","PQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","DQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","DQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","DQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","DQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","DQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","NQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","NQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","NQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","NQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t75","3.49E-07","0.09144","NQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
