"OptionSet","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"liabbasecosts","AllCount",25000,0,25000,0.499627,16716,10044,8056,6744,0.688844,0.563535,0.105278,0.0745644,2878,,,,,469,68,4609,4564,0.508409,0.485387,0.0284705,0.0520328,1937,,,,,97,30,4565,2339,1034810,940829,1034810,940829,24359.8,18779.6,21110.2,0,0,4815,61730.7,566,98,0,12485,0,-0.00012,16716,10044,8284,6672,2878,469,68,1937,97,30,2226,2339
"liabbasecosts","Liability Strength1",0.2,0,0.19996,0.166667,0.0758152,0.0758152,0.0636127,0.00640128,0.421986,0.237589,0.14958,0.0981551,0.0020004,,,,,0.0292058,0,0.039808,0.00540108,0.333333,0.366667,0.111212,0.133727,0.0020004,,,,,0.00720144,0,0.035407,0.0169492,998153,997816,998153,997816,4030.81,2103.25,2861.07,0,0,0.0040008,27083.3,0.0364073,0,0,0.0278056,0,-0.00360072,0.0758152,0.0758152,0.924185,0,0.0020004,0.0292058,0,0.0020004,0.00720144,0,0.034807,0.0006001
"liabbasecosts","Liability Strength2",0.1594,0,0.15944,0.333333,0.356749,0.355745,0.298545,0.0965881,0.531586,0.390121,0.134788,0.085328,0.0373808,,,,,0.0622178,0.00125439,0.232313,0.0742599,0.490942,0.438406,0.0409057,0.0682004,0.0381335,,,,,0.0105369,0.00125439,0.204967,0.123623,996000,983616,996000,983616,20383.8,12216.7,25000,0,0,0.0755143,43853.8,0.0727546,0.00250878,0,0.242348,0,-0.0170597,0.356749,0.355745,0.643251,0.00100351,0.0373808,0.0622178,0.00125439,0.0381335,0.0105369,0.00125439,0.179629,0.0253387
"liabbasecosts","Liability Strength3",0.2808,0,0.28084,0.5,0.846176,0.769976,0.623131,0.521436,0.656003,0.508281,0.120249,0.0794571,0.174192,,,,,0.0102549,0.00512747,0.437687,0.427432,0.50668,0.48827,0.0252586,0.0505073,0.231306,,,,,0.00270617,0.00156673,0.344823,0.501859,1025590,931097,1025590,931097,43313.6,37988.8,37050.8,0,0,0.405498,54335,0.0129611,0.0066942,0,0.497223,0,-0.00199402,0.846176,0.769976,0.153824,0.0762,0.174192,0.0102549,0.00512747,0.231306,0.00270617,0.00156673,0.17177,0.173052
"liabbasecosts","Liability Strength4",0.1624,0,0.1624,0.666667,0.995567,0.543842,0.420443,0.501478,0.775837,0.68377,0.0805605,0.063927,0.263793,,,,,0.000738916,0.0044335,0.0913793,0.257143,0.55618,0.507491,0.0478857,0.0482657,0.0369458,,,,,0,0.00246305,0.235468,0.867155,1070850,896771,1070850,896771,32384.2,30058.5,22255.3,0,0,0.300739,76528.8,0.000738916,0.00689655,0,0.763054,0,0.0332512,0.995567,0.543842,0.0044335,0.451724,0.263793,0.000738916,0.0044335,0.0369458,0,0.00246305,0.0312808,0.204187
"liabbasecosts","Liability Strength5",0.1974,0,0.19736,0.833333,0.999595,0.128293,0.0944467,0.127685,0.821405,0.780318,0.0392577,0.0603565,0.086137,,,,,0,0.00182408,0.00810701,0.0397244,,,,,0.000202675,,,,,0,0.000810701,0.039319,0.984536,1086780,898628,1086780,898628,14594.6,4362.25,12832,0,0,0.0863397,83000.8,0,0.00263478,0,0.971017,0,-0.00770166,0.999595,0.128293,0.000405351,0.871301,0.086137,0,0.00182408,0.000202675,0,0.000810701,0.00060803,0.038711
"liabbasecosts","PLiabilitySignal1",0.1927,0,0.19272,0.198596,0.0155666,0.0155666,0.0101702,0.000622665,0.395833,0.354167,0.143777,0.0884696,0.000207555,,,,,0.0041511,0,0.00933998,0.00124533,,,,,0.000622665,,,,,0.00435866,0,0.006227,0.0333333,999628,999535,999628,999535,837.484,429.639,6407.74,0,0,0.00083022,31250,0.00850976,0,0,0.0637194,0,-0.378995,0.0155666,0.0155666,0.984433,0,0.000207555,0.0041511,0,0.000622665,0.00435866,0,0.0060191,0.0002076
"liabbasecosts","PLiabilitySignal2",0.1922,0,0.19216,0.347349,0.264988,0.259784,0.235637,0.0855537,0.361481,0.434074,0.172869,0.0852218,0.0634888,,,,,0.0901332,0.00020816,0.0915903,0.0262281,0.45045,0.400901,0.139933,0.113306,0.0166528,,,,,0.0145712,0,0.074729,0.116992,998462,989310,998462,989310,12228.4,7198.52,27653,0,0,0.0801415,39761.9,0.104704,0.00020816,0,0.280808,0,-0.10408,0.264988,0.259784,0.735012,0.005204,0.0634888,0.0901332,0.00020816,0.0166528,0.0145712,0,0.0659867,0.0087427
"liabbasecosts","PLiabilitySignal3",0.2279,0,0.22788,0.498537,0.999473,0.872389,0.704406,0.548534,0.64162,0.507727,0.12854,0.0789917,0.199228,,,,,0.0022819,0.00667018,0.641741,0.434966,0.50281,0.487726,0.0210746,0.0503743,0.321748,,,,,0.00105319,0.00210637,0.339301,0.378686,1030080,921365,1030080,921365,48553.6,40660.6,31820.1,0,0,0.520976,54818.1,0.00333509,0.00877655,0,0.493769,0,-0.000877655,0.999473,0.872389,0.000526593,0.127084,0.199228,0.0022819,0.00667018,0.321748,0.00105319,0.00210637,0.210813,0.128489
"liabbasecosts","PLiabilitySignal4",0.1965,0,0.19652,0.653708,0.999389,0.553837,0.431712,0.455933,0.797619,0.632896,0.0750018,0.0680267,0.185019,,,,,0.000610625,0.00325667,0.0858946,0.304498,0.686508,0.5,0.121635,0.0439107,0.00407083,,,,,0,0.00264604,0.358233,0.643182,1063010,900514,1063010,900514,36478.7,31261.4,22997.7,0,0,0.18909,80848.6,0.000610625,0.00590271,0,0.728475,0,0.0889477,0.999389,0.553837,0.000610625,0.445553,0.185019,0.000610625,0.00325667,0.00407083,0,0.00264604,0.127824,0.230409
"liabbasecosts","PLiabilitySignal5",0.1907,0,0.19072,0.799776,0.999161,0.216023,0.155411,0.202391,0.829025,0.735828,0.0294672,0.0635876,0.110738,,,,,0,0.00272651,0.00964765,0.096057,0.833333,0.444444,0.127845,0.0330945,0.000209732,,,,,0,0.00104866,0.1013,0.89441,1083580,897459,1083580,897459,18956.6,9984.79,14633.3,0,0,0.110948,83160.1,0,0.00377517,0,0.930579,0,0.396602,0.999161,0.216023,0.000838926,0.783138,0.110738,0,0.00272651,0.000209732,0,0.00104866,0.0106963,0.090604
"liabbasecosts","DLiabilitySignal1",0.1898,0,0.18976,0.196529,0.129427,0.129427,0.108769,0.0120152,0.511494,0.204023,0.156832,0.099095,0.00231872,,,,,0.0392074,0.000632378,0.0773609,0.00442664,0.452381,0.214286,0.0497001,0.145025,0.000632378,,,,,0.00927487,0.000632378,0.076728,0.0961538,997239,995388,997239,995388,7373.52,3921.62,7004.64,0,0,0.0029511,20833.3,0.0484823,0.00126476,0,0.068086,0,0.357083,0.129427,0.129427,0.870573,0,0.00231872,0.0392074,0.000632378,0.000632378,0.00927487,0.000632378,0.0693508,0.0073777
"liabbasecosts","DLiabilitySignal2",0.1928,0,0.19284,0.346228,0.428127,0.428127,0.359262,0.0491599,0.549964,0.246966,0.105996,0.0900335,0.00663763,,,,,0.0497822,0.000622278,0.310102,0.076955,0.457576,0.333333,0.0682063,0.142687,0.0101639,,,,,0.00933416,0.00103713,0.35055,0.371006,999942,972496,999942,972496,27561.7,17331.1,26101.9,0,0,0.0168015,32818.9,0.0591164,0.00165941,0,0.271935,0,0.101431,0.428127,0.428127,0.571873,0,0.00663763,0.0497822,0.000622278,0.0101639,0.00933416,0.00103713,0.220494,0.130056
"liabbasecosts","DLiabilitySignal3",0.2346,0,0.23456,0.500426,0.800307,0.798602,0.637108,0.644782,0.665209,0.479921,0.115793,0.0835223,0.145805,,,,,0.00665075,0.00528649,0.414393,0.601126,0.510965,0.493567,0.0261834,0.0462326,0.298772,,,,,0.00136426,0.00153479,0.339188,0.626948,1021750,933884,1021750,933884,44364.8,34974.7,37397,0,0,0.444577,49089,0.00801501,0.00682128,0,0.496589,0,0.0117667,0.800307,0.798602,0.199693,0.00170532,0.145805,0.00665075,0.00528649,0.298772,0.00136426,0.00153479,0.126535,0.212653
"liabbasecosts","DLiabilitySignal4",0.1928,0,0.19284,0.652389,0.954781,0.552582,0.426675,0.550093,0.761601,0.782106,0.0857013,0.0543194,0.410081,,,,,0.000829703,0.00539307,0.0655466,0.13213,0.555556,0.611111,0.0761262,0.195905,0.0273802,,,,,0,0.00186683,0.107032,0.823643,1068410,904043,1068410,904043,27547.2,26870.1,21627.9,0,0,0.437461,78710.3,0.000829703,0.0072599,0,0.729102,0,-0.0952085,0.954781,0.552582,0.0452188,0.402199,0.410081,0.000829703,0.00539307,0.0273802,0,0.00186683,0.0188758,0.088156
"liabbasecosts","DLiabilitySignal5",0.19,0,0.19,0.802,0.998316,0.004,0.00315789,0.00357895,0.807692,0.525641,0.0566263,0.23066,0.000631579,,,,,0,0.00105263,0.000210526,0.00210526,0.5,0.666667,0.0156801,0.164156,0.000210526,,,,,0,0.000842105,0.001263,0.833333,1089750,900109,1089750,900109,10143.2,6884.21,9499.82,0,0,0.00084211,77083.3,0,0.00189474,0,0.931368,0,-0.378105,0.998316,0.004,0.00168421,0.994316,0.000631579,0,0.00105263,0.000210526,0,0.000842105,0.00021053,0.0010526
"liabbasecosts","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","MutOptLiability3",0.0011,0,0.00108,0.530864,1,1,0.851852,0.148148,0.833333,0.333333,0.0249312,0.116227,0,,,,,0,0,0.037037,0.222222,,,,,0,,,,,0,0,1,0.666667,1031670,898333,1031670,898333,70000,48333.3,36851.9,0,0,0,,0,0,0,0.62963,0,3,1,1,0,0,0,0,0,0,0,0,0.333333,0.666667
"liabbasecosts","MutOptLiability2",0.0268,0,0.0268,0.518408,0.997015,0.997015,0.756716,0.371642,0.805687,0.413112,0.0531238,0.085152,0.00149254,,,,,0,0.00597015,0.347761,0.425373,0.592593,0.277778,0.0674981,0.110743,0,,,,,0,0.00597015,0.983582,0.558422,1021540,909051,1021540,909051,69410.4,48986.3,31069.7,0,0,0.00149254,83333.3,0,0.0119403,0,0.507463,0,2,0.997015,0.997015,0.00298507,0,0.00149254,0,0.00597015,0,0,0.00597015,0.434328,0.549254
"liabbasecosts","MutOptLiability1",0.2097,0,0.20968,0.500254,0.819153,0.706791,0.557993,0.377337,0.759656,0.534447,0.0662675,0.0751513,0.108356,,,,,0.033575,0.00419687,0.316482,0.31839,0.592827,0.417722,0.082586,0.0911124,0.00667684,,,,,0.00629531,0.00190767,0.545784,0.508563,1025470,929343,1025470,929343,45187,29635.6,28369.6,0,0,0.115032,78427.3,0.0398703,0.00610454,0,0.510683,0,1,0.819153,0.706791,0.180847,0.112362,0.108356,0.033575,0.00419687,0.00667684,0.00629531,0.00190767,0.268218,0.277566
"liabbasecosts","MutOptLiability0",0.5243,0,0.52432,0.497775,0.648001,0.346048,0.280821,0.265792,0.679427,0.556554,0.114323,0.0770043,0.114739,,,,,0.0194538,0.00205981,0.189655,0.181569,0.501215,0.491492,0.0220809,0.0473207,0.131675,,,,,0.00404333,0.00114434,0.072933,0.48954,1037110,943152,1037110,943152,19736.8,15029.2,18201.6,0,0,0.246414,58452,0.0234971,0.00320415,0,0.494202,0,0,0.648001,0.346048,0.351999,0.301953,0.114739,0.0194538,0.00205981,0.131675,0.00404333,0.00114434,0.0372292,0.0357034
"liabbasecosts","MutOptLiability-1",0.2104,0,0.21044,0.501774,0.565862,0.202813,0.167649,0.187797,0.576138,0.669679,0.15384,0.0620084,0.14617,,,,,0.00722296,0.00266109,0.0431477,0.0420072,0.528986,0.5,0.132636,0.1147,0.0330736,,,,,0.00190078,0.000190078,0.011595,0.47541,1040670,947663,1040670,947663,11662.2,14639.5,19083.5,0,0,0.179243,62371.9,0.00912374,0.00285117,0,0.500095,0,-1,0.565862,0.202813,0.434138,0.363049,0.14617,0.00722296,0.00266109,0.0330736,0.00190078,0.000190078,0.00608249,0.0055123
"liabbasecosts","MutOptLiability-2",0.0268,0,0.02684,0.494039,0.378539,0.0611028,0.0566319,0.0611028,0.376068,0.794872,0.177244,0.0667503,0.0536513,,,,,0,0.00149031,0.00447094,0.00447094,0.5,0.666667,0.0156801,0.164156,0.00298063,,,,,0.00149031,0,0.00149,1,1031080,963489,1031080,963489,5432.19,8931.94,26119,0,0,0.0566319,58991.2,0.00149031,0.00149031,0,0.496274,0,-2,0.378539,0.0611028,0.621461,0.317437,0.0536513,0,0.00149031,0.00298063,0.00149031,0,0,0.0014903
"liabbasecosts","MutOptLiability-3",0.0008,0,0.00084,0.5,0.0952381,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1008570,990476,1008570,990476,952.381,0,34285.7,0,0,0,,0,0,0,0.428571,0,-3,0.0952381,0,0.904762,0.0952381,0,0,0,0,0,0,0,0
"liabbasecosts","MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Liable MutOptLiability3",0.0007,0,0.00068,0.568627,1,1,0.941176,0.117647,0.833333,0.333333,0.0249312,0.116227,0,,,,,0,0,0,0.235294,,,,,0,,,,,0,0,1,0.764706,1041470,888529,1041470,888529,70000,26764.7,58529.4,0,0,0,,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0.235294,0.764706
"liabbasecosts","Truly Liable MutOptLiability2",0.0136,0,0.0136,0.594608,0.997059,0.997059,0.711765,0.538235,0.817881,0.435982,0.046397,0.083372,0.00294118,,,,,0,0.00294118,0.205882,0.620588,0.633333,0.333333,0.0636537,0.108938,0,,,,,0,0.00882353,0.982353,0.733533,1038770,891814,1038770,891814,69411.8,25495.1,61225.5,0,0,0.00294118,83333.3,0,0.0117647,0,1,0,2,0.997059,0.997059,0.00294118,0,0.00294118,0,0.00294118,0,0,0.00882353,0.261765,0.720588
"liabbasecosts","Truly Liable MutOptLiability1",0.1071,0,0.10708,0.627132,0.953306,0.759432,0.594696,0.510646,0.78751,0.593268,0.0579154,0.071517,0.187523,,,,,0.00522973,0.00672394,0.262234,0.368696,0.621622,0.441441,0.0846831,0.0860286,0.00373552,,,,,0.00224131,0.00224131,0.551737,0.608666,1044450,907599,1044450,907599,47952.9,12075.1,55552.2,0,0,0.191259,81184.9,0.00747105,0.00896526,0,1,0,1,0.953306,0.759432,0.0466941,0.193874,0.187523,0.00522973,0.00672394,0.00373552,0.00224131,0.00224131,0.215913,0.335824
"liabbasecosts","Truly Liable MutOptLiability0",0.2591,0,0.25912,0.676958,0.926984,0.371874,0.30071,0.307194,0.699826,0.592689,0.108757,0.0738096,0.149892,,,,,0.0132757,0.00200679,0.180766,0.186477,0.502799,0.494403,0.0219281,0.0456179,0.127354,,,,,0.0024699,0.00185242,0.075023,0.592593,1063170,913663,1063170,913663,23167.6,1718.25,36830.3,0,0,0.277246,61989.6,0.0157456,0.00385922,0,1,0,0,0.926984,0.371874,0.0730164,0.55511,0.149892,0.0132757,0.00200679,0.127354,0.0024699,0.00185242,0.030565,0.0444582
"liabbasecosts","Truly Liable MutOptLiability-1",0.1052,0,0.10524,0.638731,0.791334,0.205625,0.171418,0.194983,0.606936,0.692999,0.151384,0.0602855,0.153554,,,,,0.00494109,0.00342075,0.0406689,0.0418092,0.479167,0.416667,0.0909627,0.169382,0.0326872,,,,,0.00114025,0.000380084,0.009502,0.68,1061840,924260,1061840,924260,13899.7,359.496,38159.8,0,0,0.186241,65085,0.00608134,0.00380084,0,1,0,-1,0.791334,0.205625,0.208666,0.585709,0.153554,0.00494109,0.00342075,0.0326872,0.00114025,0.000380084,0.00304067,0.0064614
"liabbasecosts","Truly Liable MutOptLiability-2",0.0133,0,0.01332,0.562062,0.576577,0.0960961,0.0900901,0.0960961,0.405556,0.8,0.177945,0.0695657,0.0840841,,,,,0,0.003003,0.00600601,0.00600601,0.5,0.666667,0.0156801,0.164156,0.003003,,,,,0.003003,0,0.003003,1,1047370,944267,1047370,944267,8363.36,160.16,52630.1,0,0,0.0870871,60919.5,0.003003,0.003003,0,1,0,-2,0.576577,0.0960961,0.423423,0.48048,0.0840841,0,0.003003,0.003003,0.003003,0,0,0.003003
"liabbasecosts","Truly Liable MutOptLiability-3",0.0004,0,0.00036,0.537037,0.222222,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1020000,977778,1020000,977778,2222.22,0,80000,0,0,0,,0,0,0,1,0,-3,0.222222,0,0.777778,0.222222,0,0,0,0,0,0,0,0
"liabbasecosts","Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Not Liable MutOptLiability3",0.0004,0,0.0004,0.466667,1,1,0.7,0.2,,,,,0,,,,,0,0,0.1,0.2,,,,,0,,,,,0,0,1,0.5,1015000,915000,1015000,915000,70000,85000,0,0,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0.5,0.5
"liabbasecosts","Truly Not Liable MutOptLiability2",0.0132,0,0.0132,0.439899,0.99697,0.99697,0.80303,0.2,0.775,0.355556,0.0700531,0.0896317,0,,,,,0,0.00909091,0.493939,0.224242,0.541667,0.208333,0.0723036,0.112999,0,,,,,0,0.0030303,0.984848,0.378462,1003780,926811,1003780,926811,69409.1,73189.4,0,0,0,0,,0,0.0121212,0,0,0,2,0.99697,0.99697,0.0030303,0,0,0,0.00909091,0,0,0.0030303,0.612121,0.372727
"liabbasecosts","Truly Not Liable MutOptLiability1",0.1026,0,0.1026,0.367836,0.679142,0.651852,0.519688,0.238207,0.70937,0.428258,0.0813452,0.0817121,0.025731,,,,,0.0631579,0.00155945,0.373099,0.265887,0.56746,0.396825,0.0807385,0.095591,0.00974659,,,,,0.0105263,0.00155945,0.539571,0.401734,1005660,952037,1005660,952037,42300.2,47963,0,0,0,0.0354776,62912.1,0.0736842,0.00311891,0,0,0,1,0.679142,0.651852,0.320858,0.0272904,0.025731,0.0631579,0.00155945,0.00974659,0.0105263,0.00155945,0.322807,0.216764
"liabbasecosts","Truly Not Liable MutOptLiability0",0.2652,0,0.2652,0.3227,0.375415,0.320814,0.261388,0.225339,0.654521,0.512435,0.12112,0.0809048,0.0803922,,,,,0.0254902,0.00211161,0.198341,0.176772,0.499703,0.488711,0.0222269,0.0489477,0.135897,,,,,0.00558069,0.000452489,0.07089,0.382979,1011650,971965,1011650,971965,16384.6,28034.9,0,0,0,0.21629,54021.4,0.0310709,0.0025641,0,0,0,0,0.375415,0.320814,0.624585,0.0546003,0.0803922,0.0254902,0.00211161,0.135897,0.00558069,0.000452489,0.0437406,0.0271493
"liabbasecosts","Truly Not Liable MutOptLiability-1",0.1052,0,0.1052,0.364766,0.340304,0.2,0.163878,0.180608,0.542628,0.644305,0.156511,0.063883,0.138783,,,,,0.0095057,0.00190114,0.0456274,0.0422053,0.555556,0.544444,0.154861,0.0855358,0.0334601,,,,,0.0026616,0,0.013688,0.333333,1019500,971075,1019500,971075,9423.95,28924.9,0,0,0,0.172243,59437.1,0.0121673,0.00190114,0,0,0,-1,0.340304,0.2,0.659696,0.140304,0.138783,0.0095057,0.00190114,0.0334601,0.0026616,0,0.00912548,0.0045627
"liabbasecosts","Truly Not Liable MutOptLiability-2",0.0135,0,0.01352,0.427022,0.183432,0.0266272,0.0236686,0.0266272,0.277778,0.777778,0.174907,0.0573655,0.0236686,,,,,0,0,0.00295858,0.00295858,,,,,0.00295858,,,,,0,0,0,,1015030,982426,1015030,982426,2544.38,17574,0,0,0,0.0266272,52777.8,0,0,0,0,0,-2,0.183432,0.0266272,0.816568,0.156805,0.0236686,0,0,0.00295858,0,0,0,0
"liabbasecosts","Truly Not Liable MutOptLiability-3",0.0005,0,0.00048,0.472222,0,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0
"liabbasecosts","Truly Not Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","PLiabilitySignal 1",0.1927,0,0.19272,0.198596,0.0155666,0.0155666,0.0101702,0.000622665,0.395833,0.354167,0.143777,0.0884696,0.000207555,,,,,0.0041511,0,0.00933998,0.00124533,,,,,0.000622665,,,,,0.00435866,0,0.006227,0.0333333,999628,999535,999628,999535,837.484,429.639,6407.74,0,0,0.00083022,31250,0.00850976,0,0,0.0637194,0,-0.378995,0.0155666,0.0155666,0.984433,0,0.000207555,0.0041511,0,0.000622665,0.00435866,0,0.0060191,0.0002076
"liabbasecosts","PLiabilitySignal 2",0.1922,0,0.19216,0.347349,0.264988,0.259784,0.235637,0.0855537,0.361481,0.434074,0.172869,0.0852218,0.0634888,,,,,0.0901332,0.00020816,0.0915903,0.0262281,0.45045,0.400901,0.139933,0.113306,0.0166528,,,,,0.0145712,0,0.074729,0.116992,998462,989310,998462,989310,12228.4,7198.52,27653,0,0,0.0801415,39761.9,0.104704,0.00020816,0,0.280808,0,-0.10408,0.264988,0.259784,0.735012,0.005204,0.0634888,0.0901332,0.00020816,0.0166528,0.0145712,0,0.0659867,0.0087427
"liabbasecosts","PLiabilitySignal 3",0.2279,0,0.22788,0.498537,0.999473,0.872389,0.704406,0.548534,0.64162,0.507727,0.12854,0.0789917,0.199228,,,,,0.0022819,0.00667018,0.641741,0.434966,0.50281,0.487726,0.0210746,0.0503743,0.321748,,,,,0.00105319,0.00210637,0.339301,0.378686,1030080,921365,1030080,921365,48553.6,40660.6,31820.1,0,0,0.520976,54818.1,0.00333509,0.00877655,0,0.493769,0,-0.000877655,0.999473,0.872389,0.000526593,0.127084,0.199228,0.0022819,0.00667018,0.321748,0.00105319,0.00210637,0.210813,0.128489
"liabbasecosts","PLiabilitySignal 4",0.1965,0,0.19652,0.653708,0.999389,0.553837,0.431712,0.455933,0.797619,0.632896,0.0750018,0.0680267,0.185019,,,,,0.000610625,0.00325667,0.0858946,0.304498,0.686508,0.5,0.121635,0.0439107,0.00407083,,,,,0,0.00264604,0.358233,0.643182,1063010,900514,1063010,900514,36478.7,31261.4,22997.7,0,0,0.18909,80848.6,0.000610625,0.00590271,0,0.728475,0,0.0889477,0.999389,0.553837,0.000610625,0.445553,0.185019,0.000610625,0.00325667,0.00407083,0,0.00264604,0.127824,0.230409
"liabbasecosts","PLiabilitySignal 5",0.1907,0,0.19072,0.799776,0.999161,0.216023,0.155411,0.202391,0.829025,0.735828,0.0294672,0.0635876,0.110738,,,,,0,0.00272651,0.00964765,0.096057,0.833333,0.444444,0.127845,0.0330945,0.000209732,,,,,0,0.00104866,0.1013,0.89441,1083580,897459,1083580,897459,18956.6,9984.79,14633.3,0,0,0.110948,83160.1,0,0.00377517,0,0.930579,0,0.396602,0.999161,0.216023,0.000838926,0.783138,0.110738,0,0.00272651,0.000209732,0,0.00104866,0.0106963,0.090604
