"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq100c15t25","-2.602E-17","-8.482E-12","All",1,0,0,0,1,0.4008,0.4008,0.03006,0.8637,0.5,0.071405,0.22004,0.29504,0.172267,0.7499,0.7004,0.7004,0.7499,0.77996,0.70496,0.14504,0.77996,,0.70496,0.14504,0,0,0,1,0.7499,0.75,1,1,0.4998,0,0.5,0.4998,0.4998,0,1,0.5,1,0,0,1,0,0.15,1,0,0.25
"origq100c15t25","-2.602E-17","-8.482E-12","Settles",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","Trial",1,0,0,0,1,0.4008,0.4008,0.03006,0.8637,0.5,0.071405,0.22004,0.29504,0.172267,0.7499,0.7004,0.7004,0.7499,0.77996,0.70496,0.14504,0.77996,,0.70496,0.14504,0,0,0,1,0.7499,0.75,1,1,0.4998,0,0.5,0.4998,0.4998,0,1,0.5,1,0,0,1,0,0.15,1,0,0.25
"origq100c15t25","-2.602E-17","-8.482E-12","Shifting",0.4008,0,0,0,1,1,1,0.075,1,0.5,0.004157,0.0492099,0.12421,0.0421407,0.87579,1,1,0.87579,0.95079,0.87579,-0.0257901,0.95079,,0.87579,-0.0257901,0,0,0,1,0.87579,0.75,1,1,0.75158,0,0.5,0.75158,0.75158,0,1,0.5,1,0,0,1,0,0.15,1,0,0.25
"origq100c15t25","-2.602E-17","-8.482E-12","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t25","-2.602E-17","-8.482E-12","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
