"Scenario","Filter","All","P1 0.17  ","P1 0.33  ","P1 0.5  ","P1 0.67  ","P1 0.83  "
"WarmCosts75000","PSignal Liab 2 Dam 2",0.0415,0,1,0,0,0
"WarmCosts75000","PSignal Liab 2 Dam 3",0.0378,0,1,0,0,0
"WarmCosts75000","PSignal Liab 2 Dam 4",0.0363,0,1,0,0,0
"WarmCosts75000","PSignal Liab 2 Dam 5",0.0357,0,1,0,0,0
"WarmCosts75000","PSignal Liab 3 Dam 1",0.0472,0,1,0,0,0
"WarmCosts75000","PSignal Liab 3 Dam 2",0.0479,0,1,0,0,0
"WarmCosts75000","PSignal Liab 3 Dam 3",0.044,0,1,0,0,0
"WarmCosts75000","PSignal Liab 3 Dam 4",0.0456,0,0.686404,0,0,0.313596
"WarmCosts75000","PSignal Liab 3 Dam 5",0.0467,0,0,0,0,1
"WarmCosts75000","PSignal Liab 4 Dam 1",0.0321,0,1,0,0,0
"WarmCosts75000","PSignal Liab 4 Dam 2",0.0354,0,1,0,0,0
"WarmCosts75000","PSignal Liab 4 Dam 3",0.0391,0,0,0,0,1
"WarmCosts75000","PSignal Liab 4 Dam 4",0.0401,0,0,0,0,1
"WarmCosts75000","PSignal Liab 4 Dam 5",0.0416,0,0,0,0,1
"WarmCosts75000","PSignal Liab 5 Dam 1",0.0417,0,1,0,0,0
"WarmCosts75000","PSignal Liab 5 Dam 2",0.0409,0,0,0,0,1
"WarmCosts75000","PSignal Liab 5 Dam 3",0.0365,0,0,0,0,1
"WarmCosts75000","PSignal Liab 5 Dam 4",0.0345,0,0,0,0,1
"WarmCosts75000","PSignal Liab 5 Dam 5",0.0325,0,0,0,0,1
"WarmCosts80000","All",1,0,0,0,0,0
"WarmCosts80000","PSignal Liab 1 Dam 1",0,,,,,
"WarmCosts80000","PSignal Liab 1 Dam 2",0,,,,,
"WarmCosts80000","PSignal Liab 1 Dam 3",0,,,,,
"WarmCosts80000","PSignal Liab 1 Dam 4",0,,,,,
"WarmCosts80000","PSignal Liab 1 Dam 5",0,,,,,
"WarmCosts80000","PSignal Liab 2 Dam 1",0,,,,,
"WarmCosts80000","PSignal Liab 2 Dam 2",0,,,,,
"WarmCosts80000","PSignal Liab 2 Dam 3",0,,,,,
"WarmCosts80000","PSignal Liab 2 Dam 4",0,,,,,
"WarmCosts80000","PSignal Liab 2 Dam 5",0,,,,,
"WarmCosts80000","PSignal Liab 3 Dam 1",0,,,,,
"WarmCosts80000","PSignal Liab 3 Dam 2",0,,,,,
"WarmCosts80000","PSignal Liab 3 Dam 3",0,,,,,
"WarmCosts80000","PSignal Liab 3 Dam 4",0,,,,,
"WarmCosts80000","PSignal Liab 3 Dam 5",0,,,,,
"WarmCosts80000","PSignal Liab 4 Dam 1",0,,,,,
"WarmCosts80000","PSignal Liab 4 Dam 2",0,,,,,
"WarmCosts80000","PSignal Liab 4 Dam 3",0,,,,,
"WarmCosts80000","PSignal Liab 4 Dam 4",0,,,,,
"WarmCosts80000","PSignal Liab 4 Dam 5",0,,,,,
"WarmCosts80000","PSignal Liab 5 Dam 1",0,,,,,
"WarmCosts80000","PSignal Liab 5 Dam 2",0,,,,,
"WarmCosts80000","PSignal Liab 5 Dam 3",0,,,,,
"WarmCosts80000","PSignal Liab 5 Dam 4",0,,,,,
"WarmCosts80000","PSignal Liab 5 Dam 5",0,,,,,
"WarmCosts85000","All",1,0,0,0,0,0
"WarmCosts85000","PSignal Liab 1 Dam 1",0,,,,,
"WarmCosts85000","PSignal Liab 1 Dam 2",0,,,,,
"WarmCosts85000","PSignal Liab 1 Dam 3",0,,,,,
"WarmCosts85000","PSignal Liab 1 Dam 4",0,,,,,
"WarmCosts85000","PSignal Liab 1 Dam 5",0,,,,,
"WarmCosts85000","PSignal Liab 2 Dam 1",0,,,,,
"WarmCosts85000","PSignal Liab 2 Dam 2",0,,,,,
"WarmCosts85000","PSignal Liab 2 Dam 3",0,,,,,
"WarmCosts85000","PSignal Liab 2 Dam 4",0,,,,,
"WarmCosts85000","PSignal Liab 2 Dam 5",0,,,,,
"WarmCosts85000","PSignal Liab 3 Dam 1",0,,,,,
"WarmCosts85000","PSignal Liab 3 Dam 2",0,,,,,
"WarmCosts85000","PSignal Liab 3 Dam 3",0,,,,,
"WarmCosts85000","PSignal Liab 3 Dam 4",0,,,,,
"WarmCosts85000","PSignal Liab 3 Dam 5",0,,,,,
"WarmCosts85000","PSignal Liab 4 Dam 1",0,,,,,
"WarmCosts85000","PSignal Liab 4 Dam 2",0,,,,,
"WarmCosts85000","PSignal Liab 4 Dam 3",0,,,,,
"WarmCosts85000","PSignal Liab 4 Dam 4",0,,,,,
"WarmCosts85000","PSignal Liab 4 Dam 5",0,,,,,
"WarmCosts85000","PSignal Liab 5 Dam 1",0,,,,,
"WarmCosts85000","PSignal Liab 5 Dam 2",0,,,,,
"WarmCosts85000","PSignal Liab 5 Dam 3",0,,,,,
"WarmCosts85000","PSignal Liab 5 Dam 4",0,,,,,
"WarmCosts85000","PSignal Liab 5 Dam 5",0,,,,,
"WarmCosts90000","All",1,0,0,0.6722,0,0.3278
"WarmCosts90000","PSignal Liab 1 Dam 1",0.0337,0,0,1,0,0
"WarmCosts90000","PSignal Liab 1 Dam 2",0.0355,0,0,1,0,0
"WarmCosts90000","PSignal Liab 1 Dam 3",0.0396,0,0,1,0,0
"WarmCosts90000","PSignal Liab 1 Dam 4",0.0399,0,0,1,0,0
"WarmCosts90000","PSignal Liab 1 Dam 5",0.0415,0,0,1,0,0
"WarmCosts90000","PSignal Liab 2 Dam 1",0.0423,0,0,1,0,0
"WarmCosts90000","PSignal Liab 2 Dam 2",0.0438,0,0,1,0,0
"WarmCosts90000","PSignal Liab 2 Dam 3",0.0395,0,0,1,0,0
"WarmCosts90000","PSignal Liab 2 Dam 4",0.036,0,0,1,0,0
"WarmCosts90000","PSignal Liab 2 Dam 5",0.0349,0,0,1,0,0
"WarmCosts90000","PSignal Liab 3 Dam 1",0.0471,0,0,1,0,0
"WarmCosts90000","PSignal Liab 3 Dam 2",0.0444,0,0,1,0,0
"WarmCosts90000","PSignal Liab 3 Dam 3",0.0468,0,0,1,0,0
"WarmCosts90000","PSignal Liab 3 Dam 4",0.0465,0,0,0.412903,0,0.587097
"WarmCosts90000","PSignal Liab 3 Dam 5",0.0457,0,0,0,0,1
"WarmCosts90000","PSignal Liab 4 Dam 1",0.0379,0,0,1,0,0
"WarmCosts90000","PSignal Liab 4 Dam 2",0.0371,0,0,0.784367,0,0.215633
"WarmCosts90000","PSignal Liab 4 Dam 3",0.041,0,0,0,0,1
"WarmCosts90000","PSignal Liab 4 Dam 4",0.0406,0,0,0,0,1
"WarmCosts90000","PSignal Liab 4 Dam 5",0.04,0,0,0,0,1
"WarmCosts90000","PSignal Liab 5 Dam 1",0.0427,0,0,0.929742,0,0.0702576
"WarmCosts90000","PSignal Liab 5 Dam 2",0.0369,0,0,0.577236,0,0.422764
"WarmCosts90000","PSignal Liab 5 Dam 3",0.0384,0,0,0,0,1
"WarmCosts90000","PSignal Liab 5 Dam 4",0.0341,0,0,0,0,1
"WarmCosts90000","PSignal Liab 5 Dam 5",0.0341,0,0,0,0,1
"WarmCosts95000","All",1,0,0,0,0,0
"WarmCosts95000","PSignal Liab 1 Dam 1",0,,,,,
"WarmCosts95000","PSignal Liab 1 Dam 2",0,,,,,
"WarmCosts95000","PSignal Liab 1 Dam 3",0,,,,,
"WarmCosts95000","PSignal Liab 1 Dam 4",0,,,,,
"WarmCosts95000","PSignal Liab 1 Dam 5",0,,,,,
"WarmCosts95000","PSignal Liab 2 Dam 1",0,,,,,
"WarmCosts95000","PSignal Liab 2 Dam 2",0,,,,,
"WarmCosts95000","PSignal Liab 2 Dam 3",0,,,,,
"WarmCosts95000","PSignal Liab 2 Dam 4",0,,,,,
"WarmCosts95000","PSignal Liab 2 Dam 5",0,,,,,
"WarmCosts95000","PSignal Liab 3 Dam 1",0,,,,,
"WarmCosts95000","PSignal Liab 3 Dam 2",0,,,,,
"WarmCosts95000","PSignal Liab 3 Dam 3",0,,,,,
"WarmCosts95000","PSignal Liab 3 Dam 4",0,,,,,
"WarmCosts95000","PSignal Liab 3 Dam 5",0,,,,,
"WarmCosts95000","PSignal Liab 4 Dam 1",0,,,,,
"WarmCosts95000","PSignal Liab 4 Dam 2",0,,,,,
"WarmCosts95000","PSignal Liab 4 Dam 3",0,,,,,
"WarmCosts95000","PSignal Liab 4 Dam 4",0,,,,,
"WarmCosts95000","PSignal Liab 4 Dam 5",0,,,,,
"WarmCosts95000","PSignal Liab 5 Dam 1",0,,,,,
"WarmCosts95000","PSignal Liab 5 Dam 2",0,,,,,
"WarmCosts95000","PSignal Liab 5 Dam 3",0,,,,,
"WarmCosts95000","PSignal Liab 5 Dam 4",0,,,,,
"WarmCosts95000","PSignal Liab 5 Dam 5",0,,,,,
