"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq20c30t75","2.889E-07","0.2938","All","1","0","0","0.1578","0.8422","0.8422","1","-0.13641","0.570364","0.125","0.024048","0.114579","0.196509","0.159253","0.344413","0.1242","0.0453","0.351285","0.214875","0.064875","0.635125","0.231673","0.431818","0.105343","0.641997","0","0","0","0.2","0.350258","0.351027","0.2","0.2","0.502583","0.502567","0.5","0.50257","0.502583","0.502567","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.75"
"origq20c30t75","2.889E-07","0.2938","Settles","0.1578","0","0","1","0","0","1","-0.15","0.431818","0.431818","0.05374","0.231818","0.231818","0.231818","0.431818","0.5","0","0.47537","0.32537","0.17537","0.52463","0.431818","0.431818","0.431818","0.568182","0","0","0","0.2","0.342036","0.483333","0.2","0.2","0.420363","0.833333","0.5","0.750739","0.420363","0.833333","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.75"
"origq20c30t75","2.889E-07","0.2938","Trial","0.8422","0","0","0","1","1","1","-0.133864","0.596322","0.0675126","0.018485","0.0926126","0.189894","0.145656","0.328036","0.0537877","0.0537877","0.328036","0.194172","0.044172","0.655828","0.194172","","0.044172","0.655828","0","0","0","0.2","0.351799","0.326237","0.2","0.2","0.517989","0.440592","0.5","0.456071","0.517989","0.440592","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.75"
"origq20c30t75","2.889E-07","0.2938","Shifting","0.8422","0","0","0","1","1","1","-0.133864","0.596322","0.0675126","0.018485","0.0926126","0.189894","0.145656","0.328036","0.0537877","0.0537877","0.328036","0.194172","0.044172","0.655828","0.194172","","0.044172","0.655828","0","0","0","0.2","0.351799","0.326237","0.2","0.2","0.517989","0.440592","0.5","0.456071","0.517989","0.440592","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.75"
"origq20c30t75","2.889E-07","0.2938","PQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t75","2.889E-07","0.2938","PQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t75","2.889E-07","0.2938","PQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t75","2.889E-07","0.2938","PQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t75","2.889E-07","0.2938","PQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t75","2.889E-07","0.2938","DQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
