"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq0c0t75","0","NaN","All",1,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","Settles",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","Trial",1,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","Shifting",1,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","NQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","NQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PBias1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PBias2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PBias3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PBias4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","PBias5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DBias1",0.1994,0,0,0,1,1,1,0,1.11364,0.262082,0.006944,0.0833333,0.0833333,0.0833333,0.0833333,0,0,0.0833333,0.0833333,0.0833333,0.916667,0.0833333,,0.0833333,0.916667,0,0,0,0,0.25,0.0833333,0,0,0,0.166667,0.5,0.166667,0,0.166667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DBias2",0.1999,0,0,0,1,1,1,0,1.11364,0.159091,0.027778,0.166667,0.166667,0.166667,0.166667,0,0,0.166667,0.166667,0.166667,0.833333,0.166667,,0.166667,0.833333,0,0,0,0,0.25,0.166667,0,0,0,0.333333,0.5,0.333333,0,0.333333,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DBias3",0.2074,0,0,0,1,1,1,0,1.11364,0.159091,0.0625,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.75,0.25,,0.25,0.75,0,0,0,0,0.25,0.25,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DBias4",0.1959,0,0,0,1,1,1,0,1.11364,0.295455,0.111111,0.333333,0.333333,0.333333,0.333333,0,0,0.333333,0.333333,0.333333,0.666667,0.333333,,0.333333,0.666667,0,0,0,0,0.25,0.333333,0,0,0,0.666667,0.5,0.666667,0,0.666667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DBias5",0.1974,0,0,0,1,1,1,0,1.11364,0.295455,0.173611,0.416667,0.416667,0.416667,0.416667,0,0,0.416667,0.416667,0.416667,0.583333,0.416667,,0.416667,0.583333,0,0,0,0,0.25,0.416667,0,0,0,0.833333,0.5,0.833333,0,0.833333,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","NBias1",0.2,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.166667,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","NBias2",0.2,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.333333,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","NBias3",0.2,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","NBias4",0.2,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.666667,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","NBias5",0.2,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.833333,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","POffer1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","POffer10",1,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DOffer1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer3",0.4561,0,0,0,1,1,1,0,1.11364,0.159091,0.041338,0.195644,0.195644,0.195644,0.195644,0,0,0.195644,0.195644,0.195644,0.804356,0.195644,,0.195644,0.804356,0,0,0,0,0.25,0.195644,0,0,0,0.391288,0.5,0.391288,0,0.391288,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DOffer4",0.5439,0,0,0,1,1,1,0,1.11364,0.295455,0.104952,0.294356,0.294356,0.294356,0.294356,0,0,0.294356,0.294356,0.294356,0.705644,0.294356,,0.294356,0.705644,0,0,0,0,0.25,0.294356,0,0,0,0.588711,0.5,0.588711,0,0.588711,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","DOffer5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","DOffer10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum1",1,0,0,0,1,1,1,0,1.11364,0.233259,0.075937,0.249333,0.249333,0.249333,0.249333,0,0,0.249333,0.249333,0.249333,0.750667,0.249333,,0.249333,0.750667,0,0,0,0,0.25,0.249333,0,0,0,0.498667,0.5,0.498667,0,0.498667,0,0.5,1,0,0,0,1,0,1,0,0.75
"origq0c0t75","0","NaN","QualitySum2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum11",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum12",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum13",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum15",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum16",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum17",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c0t75","0","NaN","QualitySum18",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
