"Scenario","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PDoesntFile","P Files","DDoesntAnswer","D Answers","Settles1","DoesntSettle1","PAbandons1","PDoesntAbandon1","DDefaults1","DDoesntDefault1","POrDQuits1","P Loses","P Wins"
"WarmCosts30000","Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Not Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Not Liable MutOptLiability2",0.014,0,0.014,0.404762,1,1,0.714286,0.0714286,0.333333,0.333333,9.90758E-07,0,0.0714286,,,,,0,0,0.928571,0.230769,991786,941786,991786,941786,66428.6,58214.3,0,0,0,0.0714286,50000,0,0,0,0,0,2,0,1,0,1,0.0714286,0.928571,0,0.928571,0,0.928571,0,0.714286,0.214286
"WarmCosts30000","Truly Not Liable MutOptLiability1",0.109,0,0.109,0.376147,0.715596,0.715596,0.440367,0.192661,0.333333,0.333333,1.61721E-06,5.17273E-07,0.0458716,,,,,0.183486,0.00917431,0.477064,0.365385,1005000,956835,1005000,956835,38165.1,43165.1,0,0,0,0.0458716,50000,0.183486,0.00917431,0,0,0,1,0.284404,0.715596,0,0.715596,0.0458716,0.669725,0.183486,0.486239,0.00917431,0.477064,0.192661,0.302752,0.174312
"WarmCosts30000","Truly Not Liable MutOptLiability0",0.273,0,0.273,0.302808,0.388278,0.384615,0.289377,0.168498,0.333333,0.333333,1.22857E-06,3.69481E-07,0.102564,,,,,0.142857,0.014652,0.124542,0.558824,1009030,977015,1009030,977015,13956,22985.3,0,0,0,0.102564,50000,0.142857,0.014652,0,0,0,0,0.611722,0.388278,0.003663,0.384615,0.102564,0.282051,0.142857,0.139194,0.014652,0.124542,0.157509,0.0549451,0.0695971
"WarmCosts30000","Truly Not Liable MutOptLiability-1",0.093,0,0.093,0.369176,0.397849,0.344086,0.290323,0.27957,0.333333,0.333333,1.52406E-06,9.85282E-07,0.225806,,,,,0.0645161,0.0322581,0.021505,1,1021830,969677,1021830,969677,8494.62,30322.6,0,0,0,0.225806,50000,0.0645161,0.0322581,0,0,0,-1,0.602151,0.397849,0.0537634,0.344086,0.225806,0.11828,0.0645161,0.0537634,0.0322581,0.0215054,0.0967742,0,0.0215054
"WarmCosts30000","Truly Not Liable MutOptLiability-2",0.015,0,0.015,0.422222,0.4,0.266667,0.266667,0.266667,0.333333,0.333333,1.95886E-06,1.29318E-06,0.266667,,,,,0,0,0,,1029330,964000,1029330,964000,6666.67,36000,0,0,0,0.266667,50000,0,0,0,0,0,-2,0.6,0.4,0.133333,0.266667,0.266667,0,0,0,0,0,0,0,0
"WarmCosts30000","Truly Not Liable MutOptLiability-3",0.001,0,0.001,0.333333,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","Truly Not Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","Damages Strength1",0.203,0,0.203,0.480296,0.576355,0.576355,0.571429,0.339901,0.333333,0.333333,1.67018E-06,1.29318E-06,0.334975,,,,,0.108374,0,0.133005,0.481481,1011350,970468,1011350,970468,18177.3,11330,12290.6,0,0,0.334975,50000,0.108374,0,0,0.487685,0,0.0541872,0.423645,0.576355,0,0.576355,0.334975,0.241379,0.108374,0.133005,0,0.133005,0.108374,0.0689655,0.0640394
"WarmCosts30000","Damages Strength2",0.198,0,0.198,0.494949,0.646465,0.641414,0.565657,0.449495,0.333333,0.333333,1.59025E-06,1.17249E-06,0.378788,,,,,0.0858586,0,0.176768,0.771429,1019420,958864,1019420,958864,21717.2,14545.5,20858.6,0,0,0.378788,50000,0.0858586,0,0,0.489899,0,-0.030303,0.353535,0.646465,0.00505051,0.641414,0.378788,0.262626,0.0858586,0.176768,0,0.176768,0.0858586,0.040404,0.136364
"WarmCosts30000","Damages Strength3",0.202,0,0.202,0.5033,0.722772,0.673267,0.420792,0.490099,0.333333,0.333333,1.50752E-06,7.95805E-07,0.257426,,,,,0.0891089,0,0.326733,0.818182,1031630,938069,1031630,938069,30297,24529.7,25346.5,0,0,0.257426,50000,0.0891089,0,0,0.5,0,-0.0693069,0.277228,0.722772,0.049505,0.673267,0.257426,0.415842,0.0891089,0.326733,0,0.326733,0.0891089,0.0594059,0.267327
"WarmCosts30000","Damages Strength4",0.197,0,0.197,0.524535,0.796954,0.659898,0.304569,0.436548,0.333333,0.333333,9.65198E-07,4.97378E-07,0.13198,,,,,0.116751,0.0253807,0.385787,0.723684,1047990,918147,1047990,918147,33857.9,28172.6,27055.8,0,0,0.13198,50000,0.116751,0.0253807,0,0.538071,0,0.00507614,0.203046,0.796954,0.137056,0.659898,0.13198,0.527919,0.116751,0.411168,0.0253807,0.385787,0.142132,0.106599,0.279188
"WarmCosts30000","Damages Strength5",0.2,0,0.2,0.4975,0.74,0.575,0.135,0.295,0.333333,0.333333,0,7.7591E-07,0.025,,,,,0.085,0.16,0.305,0.57377,1060600,911000,1060600,911000,28400,32550,22125,0,0,0.025,50000,0.085,0.16,0,0.46,0,0.135,0.26,0.74,0.165,0.575,0.025,0.55,0.085,0.465,0.16,0.305,0.245,0.13,0.175
"WarmCosts30000","PDamagesSignal1",0.195,0,0.195,0.488889,0.553846,0.548718,0.548718,0.34359,0.333333,0.333333,1.77382E-06,1.27388E-06,0.34359,,,,,0.123077,0,0.082051,0.625,1013440,971436,1013440,971436,15128.2,8384.62,16179.5,0,0,0.34359,50000,0.123077,0,0,0.517949,0,0.025641,0.446154,0.553846,0.00512821,0.548718,0.34359,0.205128,0.123077,0.0820513,0,0.0820513,0.123077,0.0307692,0.0512821
"WarmCosts30000","PDamagesSignal2",0.209,0,0.209,0.499203,0.650718,0.636364,0.636364,0.444976,0.333333,0.333333,1.45386E-06,1.16804E-06,0.444976,,,,,0.0334928,0,0.157895,0.454545,1019930,959306,1019930,959306,20765.6,14330.1,21028.7,0,0,0.444976,50000,0.0334928,0,0,0.502392,0,0.0956938,0.349282,0.650718,0.0143541,0.636364,0.444976,0.191388,0.0334928,0.157895,0,0.157895,0.0334928,0.0861244,0.0717703
"WarmCosts30000","PDamagesSignal3",0.209,0,0.209,0.50319,0.760766,0.69378,0.368421,0.464115,0.333333,0.333333,1.95886E-06,6.46592E-07,0.172249,,,,,0.124402,0.00478469,0.392344,0.853659,1034500,931340,1034500,931340,34162.7,29808.6,21148.3,0,0,0.172249,50000,0.124402,0.00478469,0,0.464115,0,-0.133971,0.239234,0.760766,0.0669856,0.69378,0.172249,0.521531,0.124402,0.397129,0.00478469,0.392344,0.129187,0.0574163,0.334928
"WarmCosts30000","PDamagesSignal4",0.194,0,0.194,0.508591,0.793814,0.675258,0.345361,0.443299,0.333333,0.333333,4.19757E-07,5.54221E-07,0.14433,,,,,0.134021,0.0360825,0.360825,0.771429,1047730,919536,1047730,919536,32732,26623.7,28530.9,0,0,0.14433,50000,0.134021,0.0360825,0,0.546392,0,0.0103093,0.206186,0.793814,0.118557,0.675258,0.14433,0.530928,0.134021,0.396907,0.0360825,0.360825,0.170103,0.0824742,0.278351
"WarmCosts30000","PDamagesSignal5",0.193,0,0.193,0.5,0.720207,0.564767,0.0829016,0.305699,0.333333,0.333333,0,6.46592E-07,0.0103627,,,,,0.0725389,0.150259,0.331606,0.546875,1056270,914301,1056270,914301,29430.1,31968.9,20699.5,0,0,0.0103627,50000,0.0725389,0.150259,0,0.445596,0,0.103627,0.279793,0.720207,0.15544,0.564767,0.0103627,0.554404,0.0725389,0.481865,0.150259,0.331606,0.222798,0.150259,0.181347
"WarmCosts30000","DDamagesSignal1",0.195,0,0.195,0.497436,0.625641,0.625641,0.605128,0.389744,0.333333,0.333333,1.63243E-06,1.29318E-06,0.369231,,,,,0.123077,0,0.133333,0.538462,1013230,967590,1013230,967590,19179.5,11948.7,13282.1,0,0,0.369231,50000,0.123077,0,0,0.487179,0,0.0666667,0.374359,0.625641,0,0.625641,0.369231,0.25641,0.123077,0.133333,0,0.133333,0.123077,0.0615385,0.0717949
"WarmCosts30000","DDamagesSignal2",0.218,0,0.218,0.503058,0.646789,0.646789,0.518349,0.389908,0.333333,0.333333,1.58422E-06,1.27163E-06,0.275229,,,,,0.0963303,0,0.275229,0.75,1018650,954656,1018650,954656,26697.2,14908.3,25160.6,0,0,0.275229,50000,0.0963303,0,0,0.550459,0,-0.0183486,0.353211,0.646789,0,0.646789,0.275229,0.37156,0.0963303,0.275229,0,0.275229,0.0963303,0.0688073,0.206422
"WarmCosts30000","DDamagesSignal3",0.199,0,0.199,0.502513,0.708543,0.708543,0.407035,0.58794,0.333333,0.333333,1.49007E-06,7.7591E-07,0.301508,,,,,0.080402,0,0.326633,0.830769,1029350,940151,1029350,940151,30502.5,21934.7,26055.3,0,0,0.301508,50000,0.080402,0,0,0.477387,0,-0.0552764,0.291457,0.708543,0,0.708543,0.301508,0.407035,0.080402,0.326633,0,0.326633,0.080402,0.0552764,0.271357
"WarmCosts30000","DDamagesSignal4",0.184,0,0.184,0.498188,0.766304,0.543478,0.288043,0.380435,0.333333,0.333333,1.05399E-06,3.83165E-07,0.146739,,,,,0.0978261,0,0.298913,0.727273,1052800,919158,1052800,919158,28043.5,32581.5,23070.7,0,0,0.146739,50000,0.0978261,0,0,0.48913,0,-0.0543478,0.233696,0.766304,0.222826,0.543478,0.146739,0.396739,0.0978261,0.298913,0,0.298913,0.0978261,0.0815217,0.217391
"WarmCosts30000","DDamagesSignal5",0.204,0,0.204,0.498366,0.740196,0.593137,0.171569,0.264706,0.333333,0.333333,8.39513E-07,1.10844E-06,0.0343137,,,,,0.0882353,0.181373,0.289216,0.525424,1058410,913799,1058410,913799,27794.1,30661.8,19583.3,0,0,0.0343137,50000,0.0882353,0.181373,0,0.465686,0,0.151961,0.259804,0.740196,0.147059,0.593137,0.0343137,0.558824,0.0882353,0.470588,0.181373,0.289216,0.269608,0.137255,0.151961
"WarmCosts30000","MutOptDamages5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","MutOptDamages4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","MutOptDamages3",0.001,0,0.001,0.333333,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","MutOptDamages2",0.03,0,0.03,0.577778,0.833333,0.833333,0.2,0.6,0.333333,0.333333,1.95886E-06,1.29318E-06,0.0333333,,,,,0.1,0,0.7,0.761905,1028330,920000,1028330,920000,51666.7,26666.7,37166.7,0,0,0.0333333,50000,0.1,0,0,0.633333,0,-0.1,0.166667,0.833333,0,0.833333,0.0333333,0.8,0.1,0.7,0,0.7,0.1,0.166667,0.533333
"WarmCosts30000","MutOptDamages1",0.196,0,0.196,0.52466,0.770408,0.719388,0.392857,0.484694,0.333333,0.333333,1.12516E-06,1.15338E-06,0.188776,,,,,0.112245,0,0.418367,0.768293,1033240,930944,1033240,930944,35816.3,27500,23545.9,0,0,0.188776,50000,0.112245,0,0,0.510204,0,0.0357143,0.229592,0.770408,0.0510204,0.719388,0.188776,0.530612,0.112245,0.418367,0,0.418367,0.112245,0.0969388,0.321429
"WarmCosts30000","MutOptDamages0",0.54,0,0.54,0.486111,0.675926,0.611111,0.407407,0.37963,0.333333,0.333333,1.52805E-06,1.00807E-06,0.235185,,,,,0.109259,0.0537037,0.212963,0.634783,1032410,944074,1032410,944074,23518.5,20175.9,19481.5,0,0,0.235185,50000,0.109259,0.0537037,0,0.468519,0,-0.00555556,0.324074,0.675926,0.0648148,0.611111,0.235185,0.375926,0.109259,0.266667,0.0537037,0.212963,0.162963,0.0777778,0.135185
"WarmCosts30000","MutOptDamages-1",0.205,0,0.205,0.495935,0.643902,0.546341,0.404878,0.356098,0.333333,0.333333,1.57974E-06,1.06497E-06,0.24878,,,,,0.0585366,0.0341463,0.204878,0.690476,1037460,940390,1037460,940390,22146.3,19268.3,23926.8,0,0,0.24878,50000,0.0585366,0.0341463,0,0.536585,0,0.107317,0.356098,0.643902,0.097561,0.546341,0.24878,0.297561,0.0585366,0.239024,0.0341463,0.204878,0.0926829,0.0634146,0.141463
"WarmCosts30000","MutOptDamages-2",0.027,0,0.027,0.537037,0.814815,0.62963,0.518519,0.407407,0.333333,0.333333,1.81083E-06,7.7591E-07,0.37037,,,,,0.037037,0.037037,0.185185,0.6,1052960,923333,1052960,923333,23703.7,40185.2,12777.8,0,0,0.37037,50000,0.037037,0.037037,0,0.444444,0,-0.111111,0.185185,0.814815,0.185185,0.62963,0.37037,0.259259,0.037037,0.222222,0.037037,0.185185,0.0740741,0.0740741,0.111111
"WarmCosts30000","MutOptDamages-3",0.001,0,0.001,0.833333,1,0,0,0,,,,,0,,,,,0,0,0,,1140000,850000,1140000,850000,10000,75000,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","MutOptDamages-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","MutOptDamages-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarmCosts30000","PSignal Liab 1 Dam 1",0.044,0,0.044,0.200758,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,3977.27,0,0,0,,0,0,0,0.0681818,0,-0.295455,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 1 Dam 2",0.038,0,0.038,0.184211,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,1315.79,0,0,0,,0,0,0,0.0263158,0,-0.210526,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 1 Dam 3",0.05,0,0.05,0.21,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,2500,0,0,0,,0,0,0,0.02,0,-0.4,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 1 Dam 4",0.04,0,0.04,0.204167,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,18750,0,0,0,,0,0,0,0.15,0,-0.425,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 1 Dam 5",0.038,0,0.038,0.184211,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,7236.84,0,0,0,,0,0,0,0.0526316,0,-0.394737,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 2 Dam 1",0.043,0,0.043,0.344961,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,17441.9,0,0,0,,0,0,0,0.325581,0,0.0232558,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 2 Dam 2",0.035,0,0.035,0.3,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,19285.7,0,0,0,,0,0,0,0.257143,0,0.0285714,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 2 Dam 3",0.036,0,0.036,0.384259,1,1,1,0.277778,0.333333,0.333333,1.95886E-06,6.46592E-07,0.277778,,,,,0.722222,0,0,,1003890,976111,1003890,976111,20000,15000,33194.4,0,0,0.277778,50000,0.722222,0,0,0.333333,0,-0.472222,0,1,0,1,0.277778,0.722222,0.722222,0,0,0,0.722222,0,0
"WarmCosts30000","PSignal Liab 2 Dam 4",0.032,0,0.032,0.328125,1,1,1,0.1875,0.333333,0.333333,1.95886E-06,8.62122E-07,0.1875,,,,,0.8125,0,0,,999375,980625,999375,980625,20000,9687.5,38593.7,0,0,0.1875,50000,0.8125,0,0,0.34375,0,-0.09375,0,1,0,1,0.1875,0.8125,0.8125,0,0,0,0.8125,0,0
"WarmCosts30000","PSignal Liab 2 Dam 5",0.032,0,0.032,0.302083,0.5,0.5,0.5,0.0625,0.333333,0.333333,0,6.46592E-07,0.0625,,,,,0.4375,0,0,,998125,991875,998125,991875,10000,5625,32187.5,0,0,0.0625,50000,0.4375,0,0,0.21875,0,0.1875,0.5,0.5,0,0.5,0.0625,0.4375,0.4375,0,0,0,0.4375,0,0
"WarmCosts30000","PSignal Liab 3 Dam 1",0.03,0,0.03,0.488889,1,1,1,0.2,0.333333,0.333333,1.77382E-06,1.07765E-06,0.2,,,,,0.8,0,0,,1000000,980000,1000000,980000,20000,7666.67,27000,0,0,0.2,50000,0.8,0,0,0.533333,0,0.1,0,1,0,1,0.2,0.8,0.8,0,0,0,0.8,0,0
"WarmCosts30000","PSignal Liab 3 Dam 2",0.045,0,0.045,0.488889,1,1,1,0.377778,0.333333,0.333333,1.77382E-06,9.88905E-07,0.377778,,,,,0.155556,0,0.466667,0.380952,1012220,944444,1012220,944444,43333.3,28666.7,29222.2,0,0,0.377778,50000,0.155556,0,0,0.533333,0,0.0666667,0,1,0,1,0.377778,0.622222,0.155556,0.466667,0,0.466667,0.155556,0.288889,0.177778
"WarmCosts30000","PSignal Liab 3 Dam 3",0.044,0,0.044,0.496212,1,0.931818,0.931818,0.590909,0.333333,0.333333,1.95886E-06,6.46592E-07,0.590909,,,,,0,0,0.340909,0.466667,1038860,924773,1038860,924773,36363.6,45000,22045.5,0,0,0.590909,50000,0,0,0,0.431818,0,-0.181818,0,1,0.0681818,0.931818,0.590909,0.340909,0,0.340909,0,0.340909,0,0.181818,0.159091
"WarmCosts30000","PSignal Liab 3 Dam 4",0.036,0,0.036,0.481481,1,0.972222,0.972222,0.611111,0.333333,0.333333,0,4.70248E-07,0.611111,,,,,0,0,0.361111,0.307692,1030970,931250,1030970,931250,37777.8,45694.4,38611.1,0,0,0.611111,50000,0,0,0,0.388889,0,-0.0555556,0,1,0.0277778,0.972222,0.611111,0.361111,0,0.361111,0,0.361111,0,0.25,0.111111
"WarmCosts30000","PSignal Liab 3 Dam 5",0.042,0,0.042,0.511905,1,0.97619,0,0.357143,,,,,0,,,,,0,0.142857,0.833333,0.428571,1043570,895000,1043570,895000,61428.6,52381,32500,0,0,0,,0,0.142857,0,0.452381,0,-1.38778E-17,0,1,0.0238095,0.97619,0,0.97619,0,0.97619,0.142857,0.833333,0.142857,0.47619,0.357143
"WarmCosts30000","PSignal Liab 4 Dam 1",0.045,0,0.045,0.67037,1,1,1,0.666667,0.333333,0.333333,1.77382E-06,1.29318E-06,0.666667,,,,,0,0,0.333333,0.666667,1028330,935000,1028330,935000,36666.7,23000,18777.8,0,0,0.666667,50000,0,0,0,0.822222,0,0.0444444,0,1,0,1,0.666667,0.333333,0,0.333333,0,0.333333,0,0.111111,0.222222
"WarmCosts30000","PSignal Liab 4 Dam 2",0.05,0,0.05,0.653333,1,1,1,0.76,0.333333,0.333333,1.77382E-06,1.15706E-06,0.76,,,,,0,0,0.24,0.583333,1033500,934500,1033500,934500,32000,25700,23100,0,0,0.76,50000,0,0,0,0.66,0,0.18,0,1,0,1,0.76,0.24,0,0.24,0,0.24,0,0.1,0.14
"WarmCosts30000","PSignal Liab 4 Dam 3",0.035,0,0.035,0.666667,1,0.857143,0,0.685714,,,,,0,,,,,0,0,0.857143,0.9,1062140,876429,1062140,876429,61428.6,57142.9,21571.4,0,0,0,,0,0,0,0.657143,0,0.0571429,0,1,0.142857,0.857143,0,0.857143,0,0.857143,0,0.857143,0,0.0857143,0.771429
"WarmCosts30000","PSignal Liab 4 Dam 4",0.045,0,0.045,0.655556,1,0.888889,0,0.777778,,,,,0,,,,,0,0.0666667,0.822222,0.810811,1080000,860000,1080000,860000,60000,42666.7,33000,0,0,0,,0,0.0666667,0,0.8,0,0.222222,0,1,0.111111,0.888889,0,0.888889,0,0.888889,0.0666667,0.822222,0.0666667,0.155556,0.666667
"WarmCosts30000","PSignal Liab 4 Dam 5",0.041,0,0.041,0.646341,1,0.804878,0,0.585366,,,,,0,,,,,0,0.292683,0.512195,0.571429,1093660,862683,1093660,862683,43658.5,71341.5,19268.3,0,0,0,,0,0.292683,0,0.512195,0,0.243902,0,1,0.195122,0.804878,0,0.804878,0,0.804878,0.292683,0.512195,0.292683,0.219512,0.292683
"WarmCosts30000","PSignal Liab 5 Dam 1",0.033,0,0.033,0.813131,1,0.969697,0.969697,0.939394,0.333333,0.333333,1.77382E-06,1.29318E-06,0.939394,,,,,0,0,0.030303,0,1040760,938030,1040760,938030,21212.1,11212.1,17424.2,0,0,0.939394,50000,0,0,0,0.939394,0,0.363636,0,1,0.030303,0.969697,0.939394,0.030303,0,0.030303,0,0.030303,0,0.030303,0
"WarmCosts30000","PSignal Liab 5 Dam 2",0.041,0,0.041,0.784553,1,0.926829,0.926829,0.926829,0.333333,0.333333,9.90758E-07,1.25915E-06,0.926829,,,,,0,0,0,,1047320,933415,1047320,933415,19268.3,10243.9,29268.3,0,0,0.926829,50000,0,0,0,0.926829,0,0.365854,0,1,0.0731707,0.926829,0.926829,0,0,0,0,0,0,0,0
"WarmCosts30000","PSignal Liab 5 Dam 3",0.044,0,0.044,0.810606,1,0.863636,0,0.840909,,,,,0,,,,,0,0.0227273,0.840909,0.972973,1072390,866932,1072390,866932,60681.8,38863.6,31250,0,0,0,,0,0.0227273,0,0.954545,0,0.340909,0,1,0.136364,0.863636,0,0.863636,0,0.863636,0.0227273,0.840909,0.0227273,0.0227273,0.818182
"WarmCosts30000","PSignal Liab 5 Dam 4",0.041,0,0.041,0.808943,1,0.585366,0,0.560976,,,,,0,,,,,0,0.097561,0.487805,1,1111340,848415,1111340,848415,40243.9,31463.4,16463.4,0,0,0,,0,0.097561,0,0.95122,0,0.341463,0,1,0.414634,0.585366,0,0.585366,0,0.585366,0.097561,0.487805,0.097561,0,0.487805
"WarmCosts30000","PSignal Liab 5 Dam 5",0.04,0,0.04,0.795833,1,0.475,0,0.45,,,,,0,,,,,0,0.275,0.2,1,1131250,844000,1131250,844000,24750,21625,13375,0,0,0,,0,0.275,0,0.925,0,0.475,0,1,0.525,0.475,0,0.475,0,0.475,0.275,0.2,0.275,0,0.2
"WarmCosts30000","DSignal Liab 1 Dam 1",0.042,0,0.042,0.190476,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,4166.67,0,0,0,,0,0,0,0.0714286,0,0.261905,1,0,0,0,0,0,0,0,0,0,0,0,0
"WarmCosts30000","DSignal Liab 1 Dam 2",0.04,0,0.04,0.2,0.075,0.075,0.075,0,,,,,0,,,,,0.025,0,0.05,0.5,1000500,995500,1000500,995500,4000,2000,4000,0,0,0,,0.025,0,0,0.075,0,0.325,0.925,0.075,0,0.075,0,0.075,0.025,0.05,0,0.05,0.025,0.025,0.025
"WarmCosts30000","DSignal Liab 1 Dam 3",0.049,0,0.049,0.20068,0.163265,0.163265,0.142857,0,,,,,0,,,,,0.122449,0,0.040816,0,997347,997347,997347,997347,5306.12,2244.9,4489.8,0,0,0,,0.122449,0,0,0.0408163,0,0.326531,0.836735,0.163265,0,0.163265,0,0.163265,0.122449,0.0408163,0,0.0408163,0.122449,0.0408163,0
"WarmCosts30000","DSignal Liab 1 Dam 4",0.033,0,0.033,0.191919,0.121212,0.121212,0.121212,0,,,,,0,,,,,0.121212,0,0,,998788,998788,998788,998788,2424.24,909.091,11666.7,0,0,0,,0.121212,0,0,0.0909091,0,0.181818,0.878788,0.121212,0,0.121212,0,0.121212,0.121212,0,0,0,0.121212,0,0
"WarmCosts30000","DSignal Liab 1 Dam 5",0.043,0,0.043,0.186047,0.209302,0.209302,0.209302,0,,,,,0,,,,,0.162791,0,0.046512,0,996744,996744,996744,996744,6511.63,2209.3,13837.2,0,0,0,,0.162791,0,0,0.0930233,0,0.418605,0.790698,0.209302,0,0.209302,0,0.209302,0.162791,0.0465116,0,0.0465116,0.162791,0.0465116,0
"WarmCosts30000","DSignal Liab 2 Dam 1",0.037,0,0.037,0.337838,0.405405,0.405405,0.405405,0,,,,,0,,,,,0.243243,0,0.162162,0.166667,993243,990541,993243,990541,16216.2,8378.38,11216.2,0,0,0,,0.243243,0,0,0.189189,0,0.27027,0.594595,0.405405,0,0.405405,0,0.405405,0.243243,0.162162,0,0.162162,0.243243,0.135135,0.027027
