"Scenario","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PDoesntFile","P Files","DDoesntAnswer","D Answers","Settles1","DoesntSettle1","PAbandons1","PDoesntAbandon1","DDefaults1","DDoesntDefault1","POrDQuits1","Settles2","DoesntSettle2","PAbandons2","PDoesntAbandon2","DDefaults2","DDoesntDefault2","POrDQuits2","P Loses","P Wins"
"CostsMult0.30000000000000004","Truly Not Liable MutOptLiability-3",0.016,0,0.016,0.429167,1,1,0.7875,0.5125,0.569652,0.368159,0.171794,0.179123,0.175,,,,,0,0,0.6875,0.675,0.525641,0.564103,0.145047,0.133691,0.3125,,,,,0,0,0.5125,0.317073,1031040,951669,1031040,951669,17287.5,48331.3,0,0,0,0.4875,48076.9,0,0,0,0,0,-3,0,1,0,1,0.175,0.825,0,0.825,0,0.825,0,0.3125,0.5125,0,0.5125,0,0.5125,0,0.35,0.1625
"CostsMult0.30000000000000004","Truly Not Liable MutOptLiability-4",0.0022,0,0.0022,0.454545,1,1,0.727273,0.727273,0.383333,0.483333,0.23164,0.225753,0.363636,,,,,0,0,0.636364,0.545455,0.5,0.666667,0.168715,0.156052,0.272727,,,,,0.0909091,0,0.272727,0.666667,1037950,947045,1037950,947045,15000,52954.5,0,0,0,0.636364,42857.1,0.0909091,0,0,0,0,-4,0,1,0,1,0.363636,0.636364,0,0.636364,0,0.636364,0,0.272727,0.363636,0.0909091,0.272727,0,0.272727,0.0909091,0.0909091,0.181818
"CostsMult0.30000000000000004","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","PLiabilitySignal 1",0.172,0,0.172,0.266473,0.998837,0.998837,0.755814,0.212791,0.416667,0.194086,0.249204,0.0548411,0.0674419,,,,,0.00116279,0,0.766279,0.244186,0.442529,0.304598,0.159791,0.108806,0.123256,,,,,0.00232558,0.00116279,0.803488,0.164978,1007500,973005,1007500,973005,19494.8,20707.7,11148.8,0,0,0.190698,20325.2,0.00348837,0.00116279,0,0.15,0,-1.08721,0.00116279,0.998837,0,0.998837,0.0674419,0.931395,0.00116279,0.930233,0,0.930233,0.00116279,0.123256,0.806977,0.00232558,0.804651,0.00116279,0.803488,0.00348837,0.67093,0.132558
"CostsMult0.30000000000000004","PLiabilitySignal 2",0.2296,0,0.2296,0.370499,1,1,0.738676,0.250871,0.780093,0.25463,0.100462,0.0795105,0.0191638,,,,,0,0,0.540941,0.260453,0.579861,0.336806,0.134016,0.118362,0.0165505,,,,,0,0,0.964286,0.301716,1021230,958066,1021230,958066,20699.5,23844.6,18749.8,0,0,0.0357143,69715.4,0,0,0,0.318815,0,-0.304007,0,1,0,1,0.0191638,0.980836,0,0.980836,0,0.980836,0,0.0165505,0.964286,0,0.964286,0,0.964286,0,0.673345,0.290941
"CostsMult0.30000000000000004","PLiabilitySignal 3",0.2068,0,0.2068,0.505158,1,0.999033,0.744681,0.365571,0.825897,0.349956,0.0291801,0.132598,0.0715667,,,,,0,0,0.229207,0.352998,0.685185,0.430556,0.136129,0.126116,0.016441,,,,,0.00193424,0.00193424,0.907157,0.469083,1039870,940019,1039870,940019,20109.3,23062.9,23337,0,0,0.0880077,80494.5,0.00193424,0.00193424,0,0.529014,0,-0.0232108,0,1,0.000967118,0.999033,0.0715667,0.927466,0,0.927466,0,0.927466,0,0.016441,0.911025,0.00193424,0.909091,0.00193424,0.907157,0.00386847,0.481625,0.425532
"CostsMult0.30000000000000004","PLiabilitySignal 4",0.2244,0,0.2244,0.621509,1,1,0.7041,0.445633,0.832317,0.36687,0.01654,0.151035,0.0775401,,,,,0,0,0.254902,0.502674,0.75731,0.459064,0.109543,0.130809,0.0285205,,,,,0,0,0.893939,0.651047,1056840,923148,1056840,923148,20014.7,26391.3,23010.9,0,0,0.106061,81512.6,0,0,0,0.649733,0,0.361854,0,1,0,1,0.0775401,0.92246,0,0.92246,0,0.92246,0,0.0285205,0.893939,0,0.893939,0,0.893939,0,0.311943,0.581996
"CostsMult0.30000000000000004","PLiabilitySignal 5",0.1672,0,0.1672,0.738836,1,1,0.00358852,0.483254,0.833333,0.266667,0.0295164,0.135227,0.00119617,,,,,0,0,0.027512,0.564593,,,,,0.00239234,,,,,0,0,0.996411,0.823529,1071870,907157,1071870,907157,20973.1,19562.8,21353.8,0,0,0.00358852,83333.3,0,0,0,0.844498,0,1.08254,0,1,0,1,0.00119617,0.998804,0,0.998804,0,0.998804,0,0.00239234,0.996411,0,0.996411,0,0.996411,0,0.175837,0.820574
"CostsMult0.30000000000000004","DLiabilitySignal 1",0.1722,0,0.1722,0.27139,1,1,0.720093,0.0139373,0.759259,0.194444,0.105628,0.0714137,0,,,,,0,0,0.514518,0.0139373,0.833333,0.5,0.124786,0.131257,0.00116144,,,,,0.00116144,0,0.997677,0.19092,1008570,970440,1008570,970440,20986.1,21169.8,12062.1,0,0,0.00116144,16666.7,0.00116144,0,0,0.175377,0,1.10569,0,1,0,1,0,1,0,1,0,1,0,0.00116144,0.998839,0.00116144,0.997677,0,0.997677,0.00116144,0.807201,0.190476
"CostsMult0.30000000000000004","DLiabilitySignal 2",0.2324,0,0.2324,0.368617,1,1,0.714286,0.304647,0.676839,0.169014,0.130376,0.021715,0.0283993,,,,,0.000860585,0,0.487952,0.254733,0.527778,0.222222,0.145274,0.0968394,0.0370052,,,,,0.000860585,0.000860585,0.932014,0.296399,1018590,960947,1018590,960947,20460.4,22607.1,20812.6,0,0,0.0654045,16995.6,0.00172117,0.000860585,0,0.320998,0,0.30895,0,1,0,1,0.0283993,0.971601,0.000860585,0.97074,0,0.97074,0.000860585,0.0370052,0.933735,0.000860585,0.932874,0.000860585,0.932014,0.00172117,0.655766,0.276248
"CostsMult0.30000000000000004","DLiabilitySignal 3",0.198,0,0.198,0.500505,0.99899,0.99798,0.626263,0.319192,0.708941,0.172983,0.102669,0.0360018,0.0181818,,,,,0,0,0.375758,0.351515,0.623656,0.22043,0.136159,0.135439,0.030303,,,,,0,0,0.949495,0.510638,1039140,940272,1039140,940272,20587.9,23561.3,21886.9,0,0,0.0484848,17534.7,0,0,0,0.510101,0,-0.0282828,0.0010101,0.99899,0.0010101,0.99798,0.0181818,0.979798,0,0.979798,0,0.979798,0,0.030303,0.949495,0,0.949495,0,0.949495,0,0.464646,0.484848
"CostsMult0.30000000000000004","DLiabilitySignal 4",0.2334,0,0.2334,0.626678,1,1,0.503856,0.358183,0.749793,0.235732,0.0707745,0.118498,0.00342759,,,,,0,0,0.276778,0.752356,0.681034,0.439655,0.123023,0.119923,0.041988,,,,,0,0,0.954584,0.681329,1056550,922735,1056550,922735,20712.1,25443.5,24081.6,0,0,0.0454156,41195,0,0,0,0.670951,0,-0.333333,0,1,0,1,0.00342759,0.996572,0,0.996572,0,0.996572,0,0.041988,0.954584,0,0.954584,0,0.954584,0,0.304199,0.650386
"CostsMult0.30000000000000004","DLiabilitySignal 5",0.164,0,0.164,0.735366,1,1,0.491463,0.796341,0.813673,0.646559,0.032401,0.274849,0.228049,,,,,0,0,0.147561,0.458537,0.67803,0.587121,0.125009,0.137758,0.0646341,,,,,0.00243902,0.00243902,0.702439,0.873264,1075820,905987,1075820,905987,18188.4,21316.9,17771,0,0,0.292683,79722.2,0.00243902,0.00243902,0,0.810976,0,-1.08659,0,1,0,1,0.228049,0.771951,0,0.771951,0,0.771951,0,0.0646341,0.707317,0.00243902,0.704878,0.00243902,0.702439,0.00487805,0.0890244,0.613415
"CostsMult0.30000000000000004","PDoesntFile",0.0002,0,0.0002,0.333333,0,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","P Files",0.9998,0,0.9998,0.4984,1,0.9998,0.612322,0.35067,0.736298,0.301344,0.0852623,0.110786,0.0484097,,,,,0.00020004,0,0.365273,0.382076,0.638235,0.392157,0.130655,0.122547,0.035207,,,,,0.00080016,0.00060012,0.914583,0.487095,1039190,940544,1039190,940544,20266.4,23003.5,19786.6,0,0,0.0836167,56140.4,0.0010002,0.00060012,0,0.495499,0,0.0010002,0,1,0.00020004,0.9998,0.0484097,0.95139,0.00020004,0.95119,0,0.95119,0.00020004,0.035207,0.915983,0.00080016,0.915183,0.00060012,0.914583,0.00140028,0.469094,0.445489
"CostsMult0.30000000000000004","DDoesntAnswer",0.0002,0,0.0002,0.666667,1,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1097000,900000,1097000,900000,3000,0,3000,0,0,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","D Answers",0.9996,0,0.9996,0.498366,1,1,0.612445,0.35074,0.736298,0.301344,0.0852623,0.110786,0.0484194,,,,,0.00020008,0,0.365346,0.382153,0.638235,0.392157,0.130655,0.122547,0.0352141,,,,,0.00080032,0.00060024,0.914766,0.487095,1039180,940552,1039180,940552,20269.8,23008.1,19790,0,0,0.0836335,56140.4,0.0010004,0.00060024,0,0.495398,0,0.0010004,0,1,0,1,0.0484194,0.951581,0.00020008,0.951381,0,0.951381,0.00020008,0.0352141,0.916166,0.00080032,0.915366,0.00060024,0.914766,0.00140056,0.469188,0.445578
"CostsMult0.30000000000000004","Settles1",0.0484,0,0.0484,0.608815,1,1,1,1,0.668044,0.676997,0.0872432,0.226324,1,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1062000,927498,1062000,927498,10500,20121.6,16567.8,0,0,1,67252.1,0,0,0,0.623967,0,-1.6281,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","DoesntSettle1",0.9512,0,0.9512,0.492746,1,1,0.592725,0.317704,0.748801,0.232526,0.0848994,0.0896195,0,,,,,0.000210261,0,0.383936,0.401598,0.638235,0.392157,0.130655,0.122547,0.0370059,,,,,0.000841043,0.000630782,0.961312,0.487095,1038020,941216,1038020,941216,20766.9,23155,19953.9,0,0,0.0370059,40861.7,0.0010513,0.000630782,0,0.488856,0,0.083894,0,1,0,1,0,1,0.000210261,0.99979,0,0.99979,0.000210261,0.0370059,0.962784,0.000841043,0.961943,0.000630782,0.961312,0.00147183,0.493061,0.468251
"CostsMult0.30000000000000004","PAbandons1",0.0002,0,0.0002,0.166667,1,1,1,1,0.666667,0.166667,0.290159,0.0198447,0,,,,,1,0,0,0,,,,,0,,,,,0,0,0,,994750,994750,994750,994750,10500,5250,0,0,0,0,,1,0,0,0,0,-1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","PDoesntAbandon1",0.951,0,0.951,0.492815,1,1,0.592639,0.31756,0.748864,0.232576,0.0847439,0.0896724,0,,,,,0,0,0.384017,0.401682,0.638235,0.392157,0.130655,0.122547,0.0370137,,,,,0.00084122,0.000630915,0.961514,0.487095,1038030,941205,1038030,941205,20769.1,23158.8,19958.1,0,0,0.0370137,40861.7,0.00084122,0.000630915,0,0.488959,0,0.084122,0,1,0,1,0,1,0,1,0,1,0,0.0370137,0.962986,0.00084122,0.962145,0.000630915,0.961514,0.00147213,0.493165,0.468349
"CostsMult0.30000000000000004","DDefaults1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","DDoesntDefault1",0.951,0,0.951,0.492815,1,1,0.592639,0.31756,0.748864,0.232576,0.0847439,0.0896724,0,,,,,0,0,0.384017,0.401682,0.638235,0.392157,0.130655,0.122547,0.0370137,,,,,0.00084122,0.000630915,0.961514,0.487095,1038030,941205,1038030,941205,20769.1,23158.8,19958.1,0,0,0.0370137,40861.7,0.00084122,0.000630915,0,0.488959,0,0.084122,0,1,0,1,0,1,0,1,0,1,0,0.0370137,0.962986,0.00084122,0.962145,0.000630915,0.961514,0.00147213,0.493165,0.468349
"CostsMult0.30000000000000004","POrDQuits1",0.0002,0,0.0002,0.166667,1,1,1,1,0.666667,0.166667,0.290159,0.0198447,0,,,,,1,0,0,0,,,,,0,,,,,0,0,0,,994750,994750,994750,994750,10500,5250,0,0,0,0,,1,0,0,0,0,-1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","Settles2",0.0352,0,0.0352,0.450758,1,1,0.323864,0.221591,0.453598,0.371212,0.15479,0.122296,0,,,,,0,0,1,1,0.49537,0.574074,0.134188,0.128697,1,,,,,0,0,0,,1033360,951638,1033360,951638,15000,24034.1,16183.7,0,0,1,40861.7,0,0,0,0.352273,0,-1.73295,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"CostsMult0.30000000000000004","DoesntSettle2",0.9158,0,0.9158,0.494431,1,1,0.60297,0.321249,0.794289,0.211247,0.0739676,0.0846534,0,,,,,0,0,0.360341,0.378685,0.676617,0.343284,0.129706,0.120895,0,,,,,0.000873553,0.000655165,0.998471,0.487095,1038210,940804,1038210,940804,20990.8,23125.1,20103.2,0,0,0,,0.000873553,0.000655165,0,0.494213,0,0.153964,0,1,0,1,0,1,0,1,0,1,0,0,1,0.000873553,0.999126,0.000655165,0.998471,0.00152872,0.512121,0.486351
"CostsMult0.30000000000000004","PAbandons2",0.0008,0,0.0008,0.416667,1,1,0,1,0.833333,0.666667,0.147002,0.199483,0,,,,,0,0,0.25,0.25,,,,,0,,,,,1,0,0,,992500,992500,992500,992500,15000,5625,26875,0,0,0,,1,0,0,0.25,0,-1.25,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
"CostsMult0.30000000000000004","PDoesntAbandon2",0.915,0,0.915,0.494499,1,1,0.603497,0.320656,0.794255,0.210849,0.0739037,0.0845529,0,,,,,0,0,0.360437,0.378798,0.676617,0.343284,0.129706,0.120895,0,,,,,0,0.000655738,0.999344,0.487095,1038250,940759,1038250,940759,20996.1,23140.4,20097.3,0,0,0,,0,0.000655738,0,0.494426,0,0.155191,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.000655738,0.999344,0.000655738,0.512568,0.486776
"CostsMult0.30000000000000004","DDefaults2",0.0006,0,0.0006,0.555556,1,1,0.666667,0.666667,0.5,0.166667,0.191392,0.109664,0,,,,,0,0,0.666667,0.333333,,,,,0,,,,,0,1,0,,1092500,892500,1092500,892500,15000,40833.3,5000,0,0,0,,0,1,0,0.666667,0,-1.66667,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"CostsMult0.30000000000000004","DDoesntDefault2",0.9144,0,0.9144,0.494459,1,1,0.603456,0.320429,0.794771,0.210926,0.0736978,0.0845089,0,,,,,0,0,0.360236,0.378828,0.676617,0.343284,0.129706,0.120895,0,,,,,0,0,1,0.487095,1038210,940790,1038210,940790,21000,23128.8,20107.2,0,0,0,,0,0,0,0.494313,0,0.156387,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.512905,0.487095
"CostsMult0.30000000000000004","POrDQuits2",0.0014,0,0.0014,0.47619,1,1,0.285714,0.857143,0.611111,0.333333,0.176595,0.139604,0,,,,,0,0,0.428571,0.285714,,,,,0,,,,,0.571429,0.428571,0,,1035360,949643,1035360,949643,15000,20714.3,17500,0,0,0,,0.571429,0.428571,0,0.428571,0,-1.42857,0,1,0,1,0,1,0,1,0,1,0,0,1,0.571429,0.428571,0.428571,0,1,0,0
"CostsMult0.30000000000000004","P Loses",0.469,0,0.469,0.34833,1,1,0.707463,0.241791,0.783823,0.196603,0.0969546,0.060798,0,,,,,0,0,0.46823,0.261407,0.638158,0.309211,0.136182,0.114979,0,,,,,0,0,1,0,989500,989500,989500,989500,21000,7446.27,32136.9,0,0,0,,0,0,0,0.290832,0,0.15693,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"CostsMult0.30000000000000004","P Wins",0.4454,0,0.4454,0.648331,1,1,0.493938,0.403233,0.80605,0.225682,0.0497376,0.108937,0,,,,,0,0,0.24652,0.50247,0.727011,0.387931,0.12122,0.128646,0,,,,,0,0,1,1,1089500,889500,1089500,889500,21000,39642.3,7440.05,0,0,0,,0,0,0,0.708577,0,0.155815,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
"CostsMult0.30000000000000004","DSignal Liab 3 Dam 3 Answers",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.30000000000000004","DSignal Liab 3 Dam 3 Noans",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","All",1,0,1,0.5049,1,1,0.8194,0.828,0.764649,0.23316,0.0651601,0.0667677,0.13,,,,,0,0,0.3616,0.3842,0.642494,0.365352,0.0253515,0.026313,0.038,,,,,0,0.0004,0.8316,0.502405,1038840,938521,1038840,938521,22638.7,23183.6,20342,0,0,0.168,49642.9,0,0.0004,0,0.5086,0,-0.0042,0,1,0,1,0.13,0.87,0,0.87,0,0.87,0,0.038,0.832,0,0.832,0.0004,0.8316,0.0004,0.4138,0.4178
"CostsMult0.35000000000000003","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","DisputeArises",1,0,1,0.5049,1,1,0.8194,0.828,0.764649,0.23316,0.0651601,0.0667677,0.13,,,,,0,0,0.3616,0.3842,0.642494,0.365352,0.0253515,0.026313,0.038,,,,,0,0.0004,0.8316,0.502405,1038840,938521,1038840,938521,22638.7,23183.6,20342,0,0,0.168,49642.9,0,0.0004,0,0.5086,0,-0.0042,0,1,0,1,0.13,0.87,0,0.87,0,0.87,0,0.038,0.832,0,0.832,0.0004,0.8316,0.0004,0.4138,0.4178
"CostsMult0.35000000000000003","Litigated",1,0,1,0.5049,1,1,0.8194,0.828,0.764649,0.23316,0.0651601,0.0667677,0.13,,,,,0,0,0.3616,0.3842,0.642494,0.365352,0.0253515,0.026313,0.038,,,,,0,0.0004,0.8316,0.502405,1038840,938521,1038840,938521,22638.7,23183.6,20342,0,0,0.168,49642.9,0,0.0004,0,0.5086,0,-0.0042,0,1,0,1,0.13,0.87,0,0.87,0,0.87,0,0.038,0.832,0,0.832,0.0004,0.8316,0.0004,0.4138,0.4178
"CostsMult0.35000000000000003","Settles",0.168,0,0.168,0.502381,1,1,0.99881,0.99881,0.569048,0.42381,0.148133,0.150746,0.77381,,,,,0,0,0.22619,0.22619,0.5,0.5,0.0126556,0.0154588,0.22619,,,,,0,0,0,,1042920,943638,1042920,943638,13437.5,21077.4,19569.9,0,0,1,49642.9,0,0,0,0.483333,0,-1.79405,0,1,0,1,0.77381,0.22619,0,0.22619,0,0.22619,0,0.22619,0,0,0,0,0,0,0,0
"CostsMult0.35000000000000003","Tried",0.8316,0,0.8316,0.505251,1,1,0.78355,0.79341,0.832236,0.167284,0.0364901,0.0377502,0,,,,,0,0,0.389129,0.415825,0.687291,0.323021,0.0293428,0.0297254,0,,,,,0,0,1,0.502405,1037990,937509,1037990,937509,24500,23616.1,20503.5,0,0,0,,0,0,0,0.513468,0,0.357143,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.497595,0.502405
"CostsMult0.35000000000000003","Abandoned",0.0004,0,0.0004,0.833333,1,1,0,1,,,,,0,,,,,0,0,0,1,,,,,0,,,,,0,1,0,,1091250,891250,1091250,891250,17500,8750,8750,0,0,0,,0,1,0,1,0,0.5,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"CostsMult0.35000000000000003","OneRound",0.13,0,0.13,0.50359,1,1,1,1,0.492821,0.497949,0.175227,0.172259,1,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1043410,944337,1043410,944337,12250,18793.6,16664.7,0,0,1,49538.5,0,0,0,0.476923,0,-1.64923,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CostsMult0.35000000000000003","TwoRounds",0.87,0,0.87,0.505096,1,1,0.792414,0.802299,0.832062,0.167493,0.0378638,0.0406063,0,,,,,0,0,0.415632,0.441609,0.642494,0.365352,0.0253515,0.026313,0.0436782,,,,,0,0.00045977,0.955862,0.502405,1038160,937652,1038160,937652,24191,23839.6,20891.5,0,0,0.0436782,50000,0,0.00045977,0,0.513333,0,0.241609,0,1,0,1,0,1,0,1,0,1,0,0.0436782,0.956322,0,0.956322,0.00045977,0.955862,0.00045977,0.475632,0.48023
"CostsMult0.35000000000000003","ThreeRounds",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.35000000000000003","Truly Liable",0.5086,0,0.5086,0.660768,1,1,0.693669,0.946127,0.808975,0.271073,0.0299101,0.100185,0.121903,,,,,0,0,0.267794,0.480928,0.686701,0.407928,0.026545,0.0249405,0.0377507,,,,,0,0.000786473,0.83956,0.723185,1060000,917259,1060000,917259,22736.9,7444.55,39996.1,0,0,0.159654,66256.2,0,0.000786473,0,1,0,0.0086512,0,1,0,1,0.121903,0.878097,0,0.878097,0,0.878097,0,0.0377507,0.840346,0,0.840346,0.000786473,0.83956,0.000786473,0.232403,0.607157
"CostsMult0.35000000000000003","Truly Not Liable",0.4914,0,0.4914,0.343576,1,1,0.949532,0.705739,0.719585,0.194616,0.100997,0.0327937,0.13838,,,,,0,0,0.458689,0.284086,0.598734,0.323207,0.02417,0.0276716,0.038258,,,,,0,0,0.823362,0.269402,1016940,960526,1016940,960526,22537,39473.6,0,0,0,0.176638,34101.4,0,0,0,0,0,-0.017501,0,1,0,1,0.13838,0.86162,0,0.86162,0,0.86162,0,0.038258,0.823362,0,0.823362,0,0.823362,0,0.601547,0.221815
"CostsMult0.35000000000000003","AllCount",5000,0,5000,0.5049,5000,5000,4097,4140,0.764649,0.23316,0.0651601,0.0667677,650,,,,,0,0,1808,1921,0.642494,0.365352,0.0253515,0.026313,190,,,,,0,2,4158,2089,1038840,938521,1038840,938521,22638.7,23183.6,20342,0,0,840,49642.9,0,2,0,2543,0,-0.0042,0,5000,0,5000,650,4350,0,4350,0,4350,0,190,4160,0,4160,2,4158,2,2069,2089
