"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq20c30t25","4.512E-17","1","All","1","0","0","0.3553","0.6447","0.1597","0.1973","-0.029595","0.487468","0.238741","0.038894","0.167213","0.139092","0.223802","0.337912","0.42015","0.40135","0.349298","0.319703","0.169703","0.530297","0.313957","0.36214","0.217252","0.589338","0","0","0","0.2","0.349858","0.34944","0.2","0.2","0.498583","0.4986","0.5","0.498597","0.498583","0.4986","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.25"
"origq20c30t25","4.512E-17","1","Settles","0.3553","0","0","1","0","0","0.105826","-0.0158739","0.341011","0.383268","0.063804","0.199122","0.199122","0.199122","0.36214","0.5","0.447087","0.394188","0.378314","0.228314","0.471686","0.36214","0.36214","0.36214","0.63786","0","0","0","0.2","0.334952","0.409236","0.2","0.2","0.349517","0.648091","0.5","0.588376","0.349517","0.648091","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.25"
"origq20c30t25","4.512E-17","1","Trial","0.6447","0","0","0","1","0.247712","0.247712","-0.0371568","0.568182","0.159091","0.025166","0.149628","0.106008","0.237402","0.324559","0.376144","0.376144","0.324559","0.287402","0.137402","0.562598","0.287402","","0.137402","0.562598","0","0","0","0.2","0.358074","0.316486","0.2","0.2","0.580735","0.416214","0.5","0.449118","0.580735","0.416214","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.25"
"origq20c30t25","4.512E-17","1","Shifting","0.1597","0","0","0","1","1","1","-0.15","0.568182","0.159091","0.016113","0.1256","0.2756","0.0243999","0.2244","0","0","0.2244","0.0743999","-0.0756001","0.7756","0.0743999","","-0.0756001","0.7756","0","0","0","0.2","0.357733","0.216667","0.2","0.2","0.577332","0.166667","0.5","0.2488","0.577332","0.166667","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0.25"
"origq20c30t25","4.512E-17","1","PQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","PQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","PQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","PQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","PQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","DQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","DQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","DQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","DQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","DQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","NQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t25","4.512E-17","1","NQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
