"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.063  ","P1 0.13  ","P1 0.19  ","P1 0.25  ","P1 0.31  ","P1 0.38  ","P1 0.44  ","P1 0.5  ","P1 0.56  ","P1 0.63  ","P1 0.69  ","P1 0.75  ","P1 0.81  ","P1 0.88  ","P1 0.94  ","Round 1 D 1-All","D1 0.063  ","D1 0.13  ","D1 0.19  ","D1 0.25  ","D1 0.31  ","D1 0.38  ","D1 0.44  ","D1 0.5  ","D1 0.56  ","D1 0.63  ","D1 0.69  ","D1 0.75  ","D1 0.81  ","D1 0.88  ","D1 0.94  "
"Single","-2.079E-15","1","All","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","DisputeArises","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PFiles","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","DAnswers","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Litigated","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Settles","0.7506","0","0.750641","0.5","1","1","1","1","0.49687","0.50313","","","1","","","","","0","0","0","","10.4","9.4","10.4","9.4","0.2","0.207898","0.207898","0","0","1","0.5","0","0","0","0.5","0","-0.197507","1","1","0","0","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Tried","0.2494","0","0.249359","0.5","1","1","1","1","0.875","0.125","","","0","","","","","0","0","1","0.5","10.15","9.15","10.15","9.15","0.7","0.492645","0.394453","0","0","0","","0","0","0","0.5","0","0.594551","1","1","0","0","0","0","0","0.5","0.5","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PWins","0.1247","0","0.12468","0.554893","1","1","1","1","0.875","0.125","","","0","","","","","0","0","1","1","10.65","8.65","10.65","8.65","0.7","0.788907","0.196383","0","0","0","","0","0","0","0.561093","0","0.594551","1","1","0","0","0","0","0","0","1","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","DWins","0.1247","0","0.12468","0.445107","1","1","1","1","0.875","0.125","","","0","","","","","0","0","1","0","9.65","9.65","9.65","9.65","0.7","0.196383","0.592524","0","0","0","","0","0","0","0.438907","0","0.594551","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Abandoned","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Rounds1","1","0","1","0.5","1","1","1","1","0.59116","0.40884","","","0.750641","","","","","0","0","0.249359","0.5","10.3377","9.33766","10.3377","9.33766","0.32468","0.278902","0.254417","0","0","0.750641","0.5","0","0","0","0.5","0","-7.70021E-17","1","1","0","0","0.750641","0","0","0.12468","0.12468","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary6","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary7","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary8","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary9","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","PrePrimary10","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Truly Liable","0.5","0","0.5","0.611471","1","1","1","1","0.729431","0.547111","","","0.750641","","","","","0","0","0.249359","0.561093","10.4912","9.18415","10.4912","9.18415","0.32468","0.0489698","0.508834","0","0","0.750641","0.684204","0","0","0","1","0","8.50718E-17","1","1","0","0","0.750641","0","0","0.109445","0.139914","","","","","","","","","","","","","","","",""
"Single","-2.079E-15","1","Truly Not Liable","0.5","0","0.5","0.388529","1","1","1","1","0.452889","0.270569","","","0.750641","","","","","0","0","0.249359","0.438907","10.1842","9.49117","10.1842","9.49117","0.32468","0.508834","0","0","0","0.750641","0.315796","0","0","0","0","0","3.37856E-17","1","1","0","0","0.750641","0","0","0.139914","0.109445","","","","","","","","","","","","","","","",""
