"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq20c15t50","-4.523E-17","-1.457E-11","All","1","0","0","0.2052","0.7948","0.7948","0.8405","-0.0561825","0.568182","0.284505","0.034198","0.135109","0.131896","0.171286","0.370056","0.1026","0.12545","0.352868","0.296686","0.221686","0.628314","0.310446","0.568182","0.250836","0.629944","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.5","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","Settles","0.2052","0","0","1","0","0","0.22271","0.0167032","0.568182","0.568182","0.135558","0.368182","0.368182","0.368182","0.568182","0.5","0.611355","0.484422","0.501125","0.426125","0.423875","0.568182","0.568182","0.568182","0.431818","0","0","0","0.2","0.351088","0.483333","0.2","0.2","0.510884","0.833333","0.5","0.768843","0.510884","0.833333","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","Trial","0.7948","0","0","0","1","1","1","-0.075","0.568182","0.211265","0.008029","0.074935","0.070892","0.120452","0.318904","0","0","0.318904","0.243904","0.168904","0.681096","0.243904","","0.168904","0.681096","0","0","0","0.2","0.350442","0.318462","0.2","0.2","0.504425","0.421154","0.5","0.437808","0.504425","0.421154","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","Shifting","0.7948","0","0","0","1","1","1","-0.075","0.568182","0.211265","0.008029","0.074935","0.070892","0.120452","0.318904","0","0","0.318904","0.243904","0.168904","0.681096","0.243904","","0.168904","0.681096","0","0","0","0.2","0.350442","0.318462","0.2","0.2","0.504425","0.421154","0.5","0.437808","0.504425","0.421154","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","PQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","PQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","PQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","PQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","PQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","DQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","DQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","DQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","DQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","DQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","NQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","NQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","NQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","NQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","NQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c15t50","-4.523E-17","-1.457E-11","PBias1","0.1898","0","0","0.198103","0.801897","0.801897","0.801897","-0.0601423","0.568182","0.281516","0.031332","0.12609","0.139324","0.14677","0.34029","0.0990516","0.0990516","0.316877","0.256735","0.181735","0.668265","0.280147","0.568182","0.220005","0.65971","0","0","0","0.2","0.316667","0.350211","0.2","0.2","0.166667","0.500527","0.5","0.433755","0.166667","0.500527","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","PBias2","0.1998","0","0","0.209209","0.790791","0.790791","0.790791","-0.0593093","0.568182","0.284125","0.033121","0.128495","0.135802","0.15624","0.35624","0.104605","0.104605","0.335002","0.275692","0.200692","0.649308","0.29693","0.568182","0.237621","0.64376","0","0","0","0.2","0.333333","0.351668","0.2","0.2","0.333333","0.504171","0.5","0.470003","0.333333","0.504171","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","PBias3","0.2017","0","0","0.203768","0.796232","0.796232","0.796232","-0.0597174","0.568182","0.284435","0.03357","0.132163","0.127445","0.169669","0.369669","0.101884","0.101884","0.35238","0.292662","0.217662","0.632338","0.309952","0.568182","0.250234","0.630331","0","0","0","0.2","0.35","0.35238","0.2","0.2","0.5","0.505949","0.5","0.50476","0.5","0.505949","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","PBias4","0.2035","0","0","0.191646","0.808354","0.808354","0.808354","-0.0606265","0.568182","0.280646","0.033421","0.136052","0.123067","0.180749","0.380749","0.0958231","0.0958231","0.367682","0.307056","0.232056","0.617944","0.320122","0.568182","0.259496","0.619251","0","0","0","0.2","0.366667","0.351016","0.2","0.2","0.666667","0.502539","0.5","0.535364","0.666667","0.502539","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","PBias5","0.2052","0","0","0.22271","0.77729","0.77729","1","-0.0415936","0.568182","0.291534","0.039286","0.151852","0.134353","0.200817","0.400817","0.111355","0.22271","0.389344","0.34775","0.27275","0.57725","0.34252","0.568182","0.284223","0.599183","0","0","0","0.2","0.383333","0.35601","0.2","0.2","0.833333","0.515026","0.5","0.578687","0.833333","0.515026","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","DBias1","0.1898","0","0","0","1","1","1","-0.075","0.568182","0.169796","0.003909","0.057947","0.132947","0.0235335","0.217053","0","0","0.217053","0.142053","0.067053","0.782947","0.142053","","0.067053","0.782947","0","0","0","0.2","0.350386","0.216667","0.2","0.2","0.503864","0.166667","0.5","0.234106","0.503864","0.166667","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","DBias2","0.1998","0","0","0","1","1","1","-0.075","0.568182","0.159091","0.000614","0.0213881","0.0669586","0.0830414","0.283041","0","0","0.283041","0.208041","0.133041","0.716959","0.208041","","0.133041","0.716959","0","0","0","0.2","0.349708","0.283333","0.2","0.2","0.49708","0.333333","0.5","0.366083","0.49708","0.333333","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","DBias3","0.2018","0","0","0","1","1","1","-0.075","0.568182","0.217069","0.00626","0.0756442","0.0196564","0.150644","0.350644","0","0","0.350644","0.275644","0.200644","0.649356","0.275644","","0.200644","0.649356","0","0","0","0.2","0.350644","0.35","0.2","0.2","0.506442","0.5","0.5","0.501288","0.506442","0.5","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","DBias4","0.2034","0","0","0","1","1","1","-0.075","0.568182","0.295455","0.020912","0.142683","0.0676827","0.217683","0.417683","0","0","0.417683","0.342683","0.267683","0.582317","0.342683","","0.267683","0.582317","0","0","0","0.2","0.351016","0.416667","0.2","0.2","0.510161","0.666667","0.5","0.635365","0.510161","0.666667","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","DBias5","0.2052","0","0","1","0","0","0.22271","0.0167032","0.568182","0.568182","0.135558","0.368182","0.368182","0.368182","0.568182","0.5","0.611355","0.484422","0.501125","0.426125","0.423875","0.568182","0.568182","0.568182","0.431818","0","0","0","0.2","0.351088","0.483333","0.2","0.2","0.510884","0.833333","0.5","0.768843","0.510884","0.833333","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","NBias1","0.2","0","0","0.2052","0.7948","0.7948","0.8405","-0.0561825","0.568182","0.284505","0.034198","0.135109","0.131896","0.171286","0.370056","0.1026","0.12545","0.352868","0.296686","0.221686","0.628314","0.310446","0.568182","0.250836","0.629944","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.166667","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","NBias2","0.2","0","0","0.2052","0.7948","0.7948","0.8405","-0.0561825","0.568182","0.284505","0.034198","0.135109","0.131896","0.171286","0.370056","0.1026","0.12545","0.352868","0.296686","0.221686","0.628314","0.310446","0.568182","0.250836","0.629944","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.333333","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","NBias3","0.2","0","0","0.2052","0.7948","0.7948","0.8405","-0.0561825","0.568182","0.284505","0.034198","0.135109","0.131896","0.171286","0.370056","0.1026","0.12545","0.352868","0.296686","0.221686","0.628314","0.310446","0.568182","0.250836","0.629944","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.5","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
"origq20c15t50","-4.523E-17","-1.457E-11","NBias4","0.2","0","0","0.2052","0.7948","0.7948","0.8405","-0.0561825","0.568182","0.284505","0.034198","0.135109","0.131896","0.171286","0.370056","0.1026","0.12545","0.352868","0.296686","0.221686","0.628314","0.310446","0.568182","0.250836","0.629944","0","0","0","0.2","0.350575","0.352293","0.2","0.2","0.50575","0.505733","0.666667","0.505737","0.50575","0.505733","0.2","0.5","1","0","0","0.2","0.8","0.15","1","0","0.5"
