"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq0c15t50","-1.301E-17","1","All",1,0,0,0.5975,0.4025,0.4025,1,-0.075,0.25,0.149375,0.039082,0.169829,0.165948,0.200017,0.200017,0.29875,0,0.249292,0.174292,0.0992917,0.750708,0.169829,0.25,0.139642,0.799983,0,0,0,0,0.25,0.249292,0,0,0,0.498583,0.5,0.498583,0,0.498583,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","Settles",0.5975,0,0,1,0,0,1,-0.075,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0,0.332469,0.257469,0.182469,0.667531,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.332469,0,0,0,0.664937,0.5,0.664937,0,0.664937,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","Trial",0.4025,0,0,0,1,1,1,-0.075,0.25,0,0.004318,0.0508178,0.041176,0.125818,0.125818,0,0,0.125818,0.0508178,-0.0241822,0.874182,0.0508178,,-0.0241822,0.874182,0,0,0,0,0.25,0.125818,0,0,0,0.251636,0.5,0.251636,0,0.251636,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","Shifting",0.4025,0,0,0,1,1,1,-0.075,0.25,0,0.004318,0.0508178,0.041176,0.125818,0.125818,0,0,0.125818,0.0508178,-0.0241822,0.874182,0.0508178,,-0.0241822,0.874182,0,0,0,0,0.25,0.125818,0,0,0,0.251636,0.5,0.251636,0,0.251636,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","NQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","NQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PBias1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PBias2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PBias3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PBias4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","PBias5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t50","-1.301E-17","1","DBias1",0.1973,0,0,0,1,1,1,-0.075,0.25,0,6.944E-5,0.00833333,0.0666667,0.0833333,0.0833333,0,0,0.0833333,0.00833333,-0.0666667,0.916667,0.00833333,,-0.0666667,0.916667,0,0,0,0,0.25,0.0833333,0,0,0,0.166667,0.5,0.166667,0,0.166667,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","DBias2",0.2052,0,0,0,1,1,1,-0.075,0.25,0,0.008403,0.0916667,0.0166667,0.166667,0.166667,0,0,0.166667,0.0916667,0.0166667,0.833333,0.0916667,,0.0166667,0.833333,0,0,0,0,0.25,0.166667,0,0,0,0.333333,0.5,0.333333,0,0.333333,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","DBias3",0.2009,0,0,1,0,0,1,-0.075,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0,0.25,0.175,0.1,0.75,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.25,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","DBias4",0.2019,0,0,1,0,0,1,-0.075,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0,0.333333,0.258333,0.183333,0.666667,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.333333,0,0,0,0.666667,0.5,0.666667,0,0.666667,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","DBias5",0.1947,0,0,1,0,0,1,-0.075,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0,0.416667,0.341667,0.266667,0.583333,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.416667,0,0,0,0.833333,0.5,0.833333,0,0.833333,0,0.5,1,0,0,0,1,0.15,1,0,0.5
"origq0c15t50","-1.301E-17","1","NBias1",0.2,0,0,0.5975,0.4025,0.4025,1,-0.075,0.25,0.149375,0.039082,0.169829,0.165948,0.200017,0.200017,0.29875,0,0.249292,0.174292,0.0992917,0.750708,0.169829,0.25,0.139642,0.799983,0,0,0,0,0.25,0.249292,0,0,0,0.498583,0.166667,0.498583,0,0.498583,0,0.5,1,0,0,0,1,0.15,1,0,0.5
