"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable",0.5,0,0.5,0.654387,0.99976,0.99952,1,1,0.687477,0.251201,0.0673874,0.0615196,0.28776,,,,,0.00024,0.00024,1,1,0.531792,0.423762,0.0334203,0.0203551,0.41296,,,,,0.00016,0.00016,0.298,0.78604,1035420,894317,1035420,894317,70260.4,20494,64664.2,0,0,0.70072,66293.2,0.0004,0.0004,0,1,0,-0.00336,0.99976,0.99952,0.00024,0.00024,0.28776,0.00024,0.00024,0.41296,0.00016,0.00016,0.06376,0.23424
"Truly Not Liable",0.5,0,0.5,0.347027,0.99976,0.9996,1,1,0.372722,0.17563,0.0404241,0.0227809,0.68056,,,,,0,8E-05,1,1,0.473999,0.35319,0.0262565,0.0184196,0.17048,,,,,0.0004,0,0.14808,0.517558,1009700,936301,1009700,936301,53996,63698.6,0,0,0,0.85104,33177.1,0.0004,8E-05,0,0,0,-8E-05,0.99976,0.9996,0.00024,0.00016,0.68056,0,8E-05,0.17048,0.0004,0,0.07144,0.07664
"AllCount",25000,0,25000,0.500707,24994,24989,25000,25000,0.530093,0.213414,0.0539052,0.0421494,12104,,,,,3,4,25000,25000,0.5139,0.401913,0.0312024,0.0197559,7293,,,,,7,2,5576,3886,1022560,915309,1022560,915309,62128.2,42096.3,32332.1,0,0,19397,48131.2,10,6,0,12500,0,-0.00172,24994,24989,6,5,12104,3,4,7293,7,2,1690,3886
"Liability Strength1",0.2024,0,0.2024,0.166667,0.999802,0.999605,1,1,0.170786,0.16693,0.0193811,0.0145418,0.991304,,,,,0,0,1,1,0.31746,0.194444,0.0374571,0.0177019,0.00335968,,,,,0.000197628,0,0.004743,0,1004750,954869,1004750,954869,40376.5,43921.4,2750.99,0,0,0.994664,25047.2,0.000197628,0,0,0.0268775,0,-0.0013834,0.999802,0.999605,0.000197628,0.000197628,0.991304,0,0,0.00335968,0.000197628,0,0.00474308,0
"Liability Strength2",0.1557,0,0.15572,0.333333,0.999486,0.999486,1,1,0.283261,0.167481,0.0354957,0.0162312,0.809658,,,,,0,0,1,1,0.401218,0.249436,0.0192198,0.0175918,0.0701259,,,,,0.000513743,0,0.119188,0.133621,1000870,949884,1000870,949884,49249.9,37912.9,26361.4,0,0,0.879784,26974.5,0.000513743,0,0,0.244798,0,0.0197791,0.999486,0.999486,0.000513743,0,0.809658,0,0,0.0701259,0.000513743,0,0.103262,0.015926
"Liability Strength3",0.2777,0,0.27772,0.5,0.999712,0.999568,1,1,0.5939,0.171758,0.0639044,0.0259643,0.321763,,,,,0.00014403,0.00014403,1,1,0.458298,0.339215,0.0243149,0.0180711,0.375486,,,,,0.00043209,0,0.301599,0.494269,1011690,918955,1011690,918955,69356.9,45699.3,43574.5,0,0,0.697249,42413.8,0.00057612,0.00014403,0,0.50036,0,-0.0116664,0.999712,0.999568,0.00028806,0.00014403,0.321763,0.00014403,0.00014403,0.375486,0.00043209,0,0.152528,0.149071
"Liability Strength4",0.1636,0,0.16356,0.666667,1,0.999511,1,1,0.774611,0.226205,0.0720628,0.0604708,0.115921,,,,,0.000244559,0.000489117,1,1,0.546399,0.449954,0.0332164,0.0194709,0.545366,,,,,0,0,0.337491,0.863043,1042880,880529,1042880,880529,76593.3,47406.5,44887.5,0,0,0.661286,73788.8,0.000244559,0.000489117,0,0.750795,0,-0.00880411,1,0.999511,0,0.000489117,0.115921,0.000244559,0.000489117,0.545366,0,0,0.0462216,0.291269
"Liability Strength5",0.2006,0,0.2006,0.833333,0.999801,0.999601,1,1,0.796529,0.343208,0.0743819,0.0975918,0.244865,,,,,0.000199402,0.000199402,1,1,0.576218,0.46612,0.0401162,0.0225684,0.431904,,,,,0.000199402,0.000398804,0.321834,0.990087,1055860,871866,1055860,871866,72270.2,34184.4,41012,0,0,0.67677,91426,0.000398804,0.000598205,0,0.970489,0,0.000797607,0.999801,0.999601,0.000199402,0.000199402,0.244865,0.000199402,0.000199402,0.431904,0.000199402,0.000398804,0.00319043,0.318644
"PLiabilitySignal1",0.1911,0,0.19108,0.196706,0.999581,0.999372,1,1,0.167225,0.167155,0.0177852,0.0149972,0.997069,,,,,0,0,1,1,0.166667,0.212121,0.0749992,0.0281079,0.0023027,,,,,0,0,0,,1005040,954918,1005040,954918,40045,42073,6719.7,0,0,0.999372,25044.5,0,0,0,0.066569,0,-0.355244,0.999581,0.999372,0.000418673,0.000209336,0.997069,0,0,0.0023027,0,0,0,0
"PLiabilitySignal2",0.19,0,0.19,0.347158,0.999789,0.999789,1,1,0.168386,0.168913,0.0237107,0.0192445,0.993895,,,,,0,0,1,1,0.220238,0.208333,0.0869838,0.033136,0.00505263,,,,,0.000842105,0,0,,1005080,954750,1005080,954750,40168.4,32747.9,25628.4,0,0,0.998947,25192.3,0.000842105,0,0,0.275368,0,-0.168,0.999789,0.999789,0.000210526,0,0.993895,0,0,0.00505263,0.000842105,0,0,0
"PLiabilitySignal3",0.2284,0,0.2284,0.497986,0.99965,0.999299,1,1,0.671983,0.180599,0.0785265,0.0292426,0.202102,,,,,0.000175131,0.000175131,1,1,0.402015,0.343077,0.0175865,0.0193826,0.528897,,,,,0.000175131,0,0.267776,0.391105,1013070,915017,1013070,915017,71912.4,45727.7,41916.4,0,0,0.730998,50269.5,0.000350263,0.000175131,0,0.499124,0,-0.00875657,0.99965,0.999299,0.000350263,0.000350263,0.202102,0.000175131,0.000175131,0.528897,0.000175131,0,0.163047,0.104729
"PLiabilitySignal4",0.1988,0,0.19884,0.65168,1,0.999799,1,1,0.805869,0.24061,0.0700049,0.0595284,0.0983705,,,,,0,0.000402334,1,1,0.552318,0.416425,0.0350578,0.0184269,0.48964,,,,,0.000201167,0,0.411185,0.672701,1036990,883649,1036990,883649,79359.3,48122.1,44516.7,0,0,0.58801,79280.7,0.000201167,0.000402334,0,0.715148,0,0.147455,1,0.999799,0,0.000201167,0.0983705,0,0.000402334,0.48964,0.000201167,0,0.134581,0.276604
"PLiabilitySignal5",0.1917,0,0.19168,0.802588,0.999791,0.999583,1,1,0.795198,0.314509,0.0738062,0.0892627,0.203881,,,,,0.000417362,0.000208681,1,1,0.605512,0.457087,0.0423941,0.0216416,0.376461,,,,,0.000208681,0.000417362,0.417988,0.955067,1053700,869922,1053700,869922,76376.3,40808.1,40449.2,0,0,0.580342,90952,0.000626043,0.000626043,0,0.932596,0,0.369157,0.999791,0.999583,0.000208681,0.000208681,0.203881,0.000417362,0.000208681,0.376461,0.000208681,0.000417362,0.0187813,0.399207
"DLiabilitySignal1",0.1903,0,0.19032,0.196546,0.99979,0.99958,1,1,0.190636,0.166912,0.0218314,0.0143383,0.959647,,,,,0,0,1,1,0.392982,0.172807,0.0224858,0.0152567,0.00336276,,,,,0.000210172,0,0.03636,0.144509,1003570,954153,1003570,954153,42273,42650.3,7237.28,0,0,0.96301,25043.6,0.000210172,0,0,0.0672551,0,0.349937,0.99979,0.99958,0.000210172,0.000210172,0.959647,0,0,0.00336276,0.000210172,0,0.0311055,0.0052543
"DLiabilitySignal2",0.1942,0,0.19416,0.346106,0.999588,0.999588,1,1,0.354046,0.167079,0.0405951,0.0151082,0.699011,,,,,0,0,1,1,0.451337,0.262737,0.0237905,0.0161569,0.0885867,,,,,0.000412031,0,0.211578,0.399221,1003090,941557,1003090,941557,55348.2,41993.2,26968.5,0,0,0.787598,27766.2,0.000412031,0,0,0.274619,0,0.169963,0.999588,0.999588,0.000412031,0,0.699011,0,0,0.0885867,0.000412031,0,0.127112,0.0844664
"DLiabilitySignal3",0.2227,0,0.22268,0.501317,0.99982,0.999641,1,1,0.58242,0.168673,0.0607226,0.0204848,0.338423,,,,,0.00017963,0.00017963,1,1,0.477258,0.313083,0.0265934,0.0171821,0.327825,,,,,0.00053889,0,0.332495,0.599136,1012840,917377,1012840,917377,69787.1,46140.7,42516.2,0,0,0.666248,37358.5,0.00071852,0.00017963,0,0.495779,0,0.0335908,0.99982,0.999641,0.00017963,0.00017963,0.338423,0.00017963,0.00017963,0.327825,0.00053889,0,0.133285,0.19921
"DLiabilitySignal4",0.1991,0,0.19912,0.649491,0.999799,0.999598,1,1,0.714697,0.176045,0.0700435,0.0488491,0.134592,,,,,0.000401768,0.000200884,1,1,0.544117,0.478929,0.0326479,0.0199041,0.580554,,,,,0,0,0.283849,0.884643,1035420,890152,1035420,890152,74432.5,43263.4,45600.1,0,0,0.715147,63311.1,0.000401768,0.000200884,0,0.725191,0,-0.179389,0.999799,0.999598,0.000200884,0.000200884,0.134592,0.000401768,0.000200884,0.580554,0,0,0.0327441,0.251105
"DLiabilitySignal5",0.1937,0,0.19372,0.800847,0.999794,0.999381,1,1,0.790186,0.39542,0.0743352,0.114608,0.328515,,,,,0,0.000412967,1,1,0.550559,0.47644,0.0383495,0.0243562,0.440223,,,,,0.000206484,0.000412967,0.22961,0.982014,1058700,874322,1058700,874322,66979.1,35806.8,37017.9,0,0,0.768738,93674.5,0.000206484,0.000825934,0,0.924427,0,-0.377246,0.999794,0.999381,0.000206484,0.000412967,0.328515,0,0.000412967,0.440223,0.000206484,0.000412967,0.00412967,0.22548
"MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability3",0.0014,0,0.00136,0.480392,1,1,1,1,0.813725,0.166667,0.0668228,0.0147366,0,,,,,0,0,1,1,0.593137,0.210784,0.036938,0.0141452,0,,,,,0,0,1,0.5,1008090,891912,1008090,891912,100000,73529.4,37500,0,0,0,,0,0,0,0.411765,0,3,1,1,0,0,0,0,0,0,0,0,0.5,0.5
"MutOptLiability2",0.0291,0,0.02908,0.500917,1,1,1,1,0.784503,0.166667,0.0645144,0.0165063,0.03989,,,,,0,0,1,1,0.561843,0.270296,0.0346488,0.0132873,0.0618982,,,,,0,0,0.898212,0.514548,1004720,899529,1004720,899529,95749.7,59652.7,44910.6,0,0,0.101788,40709.5,0,0,0,0.496561,0,2,1,1,0,0,0.03989,0,0,0.0618982,0,0,0.436039,0.462173
"MutOptLiability1",0.2108,0,0.21076,0.501613,1,1,1,1,0.617669,0.169514,0.0617411,0.0246555,0.283166,,,,,0.000379579,0.000189789,1,1,0.549682,0.352941,0.0335593,0.0167866,0.234769,,,,,0.000569368,0,0.480926,0.649566,1016900,907188,1016900,907188,75915.7,49852,37005.1,0,0,0.517935,40179.6,0.000948947,0.000189789,0,0.498956,0,1,1,1,0,0,0.283166,0.000379579,0.000189789,0.234769,0.000569368,0,0.168533,0.312393
"MutOptLiability0",0.5188,0,0.51876,0.498792,0.999692,0.99946,1,1,0.518799,0.222149,0.052968,0.0449321,0.514149,,,,,7.71069E-05,0.000154214,1,1,0.511392,0.414031,0.0322441,0.0209402,0.315213,,,,,0.000154214,0.000154214,0.169558,0.793543,1024760,915621,1024760,915621,59618.7,41152.2,29521,0,0,0.829362,49432.9,0.000231321,0.000308428,0,0.498959,0,0,0.999692,0.99946,0.000308428,0.000231321,0.514149,7.71069E-05,0.000154214,0.315213,0.000154214,0.000154214,0.0350066,0.134552
"MutOptLiability-1",0.2069,0,0.20692,0.505058,0.999613,0.999227,1,1,0.468143,0.23786,0.0495023,0.053839,0.616084,,,,,0,0,1,1,0.442987,0.498655,0.0225722,0.0238594,0.3526,,,,,0.000386623,0,0.030157,0.910256,1026030,921605,1026030,921605,52370,35739.4,32413,0,0,0.968684,51040.2,0.000386623,0,0,0.508796,0,-1,0.999613,0.999227,0.000386623,0.000386623,0.616084,0,0,0.3526,0.000386623,0,0.00270636,0.0274502
"MutOptLiability-2",0.0316,0,0.0316,0.498945,1,1,1,1,0.307595,0.246203,0.0371651,0.0598417,0.874684,,,,,0,0.00126582,1,1,0.365646,0.554422,0.0213686,0.0229382,0.124051,,,,,0,0,0,,1019150,937127,1019150,937127,43721.5,30620.3,34702.5,0,0,0.998734,40874.5,0,0.00126582,0,0.475949,0,-2,1,1,0,0,0.874684,0,0.00126582,0.124051,0,0,0,0
"MutOptLiability-3",0.0015,0,0.00148,0.486486,1,1,1,1,0.171171,0.252252,0.0195159,0.0697262,0.972973,,,,,0,0,1,1,0.166667,0.666667,0.0511372,0.0359959,0.027027,,,,,0,0,0,,1012030,947162,1012030,947162,40810.8,28445.9,39256.8,0,0,1,32432.4,0,0,0,0.459459,0,-3,1,1,0,0,0.972973,0,0,0.027027,0,0,0,0
"MutOptLiability-4",4E-05,0,4E-05,0.5,1,1,1,1,0.166667,0.166667,0.0177732,0.303441,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1005000,955000,1005000,955000,40000,45000,0,0,0,1,25000,0,0,0,0,0,-4,1,1,0,0,1,0,0,0,0,0,0,0
"MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability3",0.0006,0,0.00056,0.511905,1,1,1,1,0.809524,0.166667,0.0833867,0.0147152,0,,,,,0,0,1,1,0.559524,0.202381,0.0433688,0.0147235,0,,,,,0,0,1,0.5,1008930,891071,1008930,891071,100000,25000,91071.4,0,0,0,,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0.5,0.5
"Truly Liable MutOptLiability2",0.0144,0,0.01444,0.559557,1,1,1,1,0.792705,0.166667,0.0666844,0.0173755,0.0221607,,,,,0,0,1,1,0.577904,0.282342,0.0359908,0.013349,0.0941828,,,,,0,0,0.883657,0.61442,1013090,891066,1013090,891066,95844.9,26731.3,90443.2,0,0,0.116343,45238.1,0,0,0,1,0,2,1,1,0,0,0.0221607,0,0,0.0941828,0,0,0.34072,0.542936
"Truly Liable MutOptLiability1",0.1052,0,0.10516,0.628439,1,1,1,1,0.741156,0.171168,0.0697878,0.0316407,0.0905287,,,,,0.000760746,0.000380373,1,1,0.576703,0.38163,0.035849,0.0169524,0.308863,,,,,0.000380373,0,0.599087,0.749206,1027690,887086,1027690,887086,85222.5,26814.4,74165.1,0,0,0.399391,53071.4,0.00114112,0.000380373,0,1,0,1,1,1,0,0,0.0905287,0.000760746,0.000380373,0.308863,0.000380373,0,0.150247,0.44884
"Truly Liable MutOptLiability0",0.2588,0,0.25884,0.686602,0.999691,0.999382,1,1,0.710144,0.273001,0.0701874,0.0699611,0.2811,,,,,0.000154536,0.000154536,1,1,0.531784,0.4322,0.0352491,0.0216595,0.456807,,,,,0.000154536,0.000309071,0.260702,0.845287,1039590,891074,1039590,891074,69337,22291.4,59165.1,0,0,0.737908,71486.9,0.000309071,0.000463607,0,1,0,0,0.999691,0.999382,0.000309071,0.000309071,0.2811,0.000154536,0.000154536,0.456807,0.000154536,0.000309071,0.0403338,0.220368
"Truly Liable MutOptLiability-1",0.1053,0,0.10528,0.630319,0.99962,0.99924,1,1,0.610583,0.285425,0.061681,0.0756487,0.459726,,,,,0,0,1,1,0.4527,0.498122,0.0234321,0.023671,0.490122,,,,,0,0,0.049392,0.915385,1037610,904749,1037610,904749,57638.7,11414.3,63705.4,0,0,0.949848,65190,0,0,0,1,0,-1,0.99962,0.99924,0.000379939,0.000379939,0.459726,0,0,0.490122,0,0,0.00417933,0.0452128
"Truly Liable MutOptLiability-2",0.015,0,0.01504,0.551862,1,1,1,1,0.378103,0.279699,0.0446223,0.0706338,0.81117,,,,,0,0.00265957,1,1,0.366667,0.55,0.0168487,0.019057,0.18617,,,,,0,0,0,,1025880,928537,1025880,928537,45585.1,3696.81,72912.2,0,0,0.99734,48400,0,0.00265957,0,1,0,-2,1,1,0,0,0.81117,0,0.00265957,0.18617,0,0,0,0
"Truly Liable MutOptLiability-3",0.0007,0,0.00068,0.529412,1,1,1,1,0.166667,0.27451,0.0191188,0.0594564,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1013090,946912,1013090,946912,40000,0,85441.2,0,0,1,33088.2,0,0,0,1,0,-3,1,1,0,0,1,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability3",0.0008,0,0.0008,0.458333,1,1,1,1,0.816667,0.166667,0.055228,0.0147516,0,,,,,0,0,1,1,0.616667,0.216667,0.0324363,0.0137404,0,,,,,0,0,1,0.5,1007500,892500,1007500,892500,100000,107500,0,0,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0.5,0.5
"Truly Not Liable MutOptLiability2",0.0146,0,0.01464,0.443078,1,1,1,1,0.776412,0.166667,0.0623741,0.015649,0.057377,,,,,0,0,1,1,0.545411,0.257971,0.0332756,0.0132241,0.0300546,,,,,0,0,0.912568,0.419162,996469,907876,996469,907876,95655.7,92124.3,0,0,0,0.0874317,34765.6,0,0,0,0,0,2,1,1,0,0,0.057377,0,0,0.0300546,0,0,0.530055,0.382514
"Truly Not Liable MutOptLiability1",0.1056,0,0.1056,0.375316,1,1,1,1,0.494697,0.167866,0.0537281,0.0176995,0.475,,,,,0,0,1,1,0.503127,0.303511,0.0296144,0.0165009,0.160985,,,,,0.000757576,0,0.363258,0.485923,1006150,927206,1006150,927206,66647.7,72793.6,0,0,0,0.635985,32117.3,0.000757576,0,0,0,0,1,1,1,0,0,0.475,0,0,0.160985,0.000757576,0,0.186742,0.176515
"Truly Not Liable MutOptLiability0",0.2599,0,0.25992,0.311763,0.999692,0.999538,1,1,0.328278,0.171517,0.0358229,0.0200109,0.74623,,,,,0,0.000153894,1,1,0.453799,0.362715,0.023757,0.018909,0.174207,,,,,0.000153894,0,0.078793,0.623047,1009990,940065,1009990,940065,49940.8,59934.6,0,0,0,0.920437,31825.8,0.000153894,0.000153894,0,0,0,0,0.999692,0.999538,0.000307787,0.000153894,0.74623,0,0.000153894,0.174207,0.000153894,0,0.0297014,0.049092
"Truly Not Liable MutOptLiability-1",0.1016,0,0.10164,0.375312,0.999606,0.999213,1,1,0.320599,0.188591,0.036887,0.0312476,0.77804,,,,,0,0,1,1,0.418446,0.5,0.0203993,0.0243356,0.210153,,,,,0.000787092,0,0.010232,0.884615,1014020,939064,1014020,939064,46912.6,60935.7,0,0,0,0.988194,36952.4,0.000787092,0,0,0,0,-1,0.999606,0.999213,0.000393546,0.000393546,0.77804,0,0,0.210153,0.000787092,0,0.00118064,0.0090516
"Truly Not Liable MutOptLiability-2",0.0166,0,0.01656,0.450886,1,1,1,1,0.243559,0.215781,0.0303923,0.0500401,0.932367,,,,,0,0,1,1,0.363095,0.565476,0.0326682,0.0326414,0.0676329,,,,,0,0,0,,1013040,944928,1013040,944928,42029,55072.5,0,0,0,1,34058,0,0,0,0,0,-2,1,1,0,0,0.932367,0,0,0.0676329,0,0,0,0
"Truly Not Liable MutOptLiability-3",0.0008,0,0.0008,0.45,1,1,1,1,0.175,0.233333,0.0198535,0.0784555,0.95,,,,,0,0,1,1,0.166667,0.666667,0.0511372,0.0359959,0.05,,,,,0,0,0,,1011130,947375,1011130,947375,41500,52625,0,0,0,1,31875,0,0,0,0,0,-3,1,1,0,0,0.95,0,0,0.05,0,0,0,0
"Truly Not Liable MutOptLiability-4",4E-05,0,4E-05,0.5,1,1,1,1,0.166667,0.166667,0.0177732,0.303441,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1005000,955000,1005000,955000,40000,45000,0,0,0,1,25000,0,0,0,0,0,-4,1,1,0,0,1,0,0,0,0,0,0,0
"Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
