"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq20c30t0","4.097E-07","0.286","All","1","0","0","0.2129","0.7871","0","0","0","0.671518","0.198895","0.026923","0.132228","0.0736029","0.250293","0.320921","0.5","0.5","0.350408","0.350408","0.200408","0.499592","0.320921","0.188362","0.202856","0.561014","0","0","0","0.2","0.350082","0.350327","0.2","0.2","0.500817","0.500817","0.5","0.500817","0.500817","0.500817","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0"
"origq20c30t0","4.097E-07","0.286","Settles","0.2129","0","0","1","0","0","0","0","0.169787","0.206937","0.002004","0.0414727","0.0414727","0.0414727","0.188362","0.5","0.5","0.326867","0.326867","0.176867","0.523133","0.188362","0.188362","0.188362","0.811638","0","0","0","0.2","0.317974","0.358893","0.2","0.2","0.17974","0.522233","0.5","0.453734","0.17974","0.522233","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0"
"origq20c30t0","4.097E-07","0.286","Trial","0.7871","0","0","0","1","0","0","0","0.80723","0.19672","0.033663","0.156776","0.0822937","0.306776","0.356776","0.5","0.5","0.356776","0.356776","0.206776","0.493224","0.356776","","0.206776","0.493224","0","0","0","0.2","0.358766","0.34801","0.2","0.2","0.587664","0.495024","0.5","0.513552","0.587664","0.495024","0.2","0.5","1","0","0","0.2","0.8","0.3","1","0","0"
"origq20c30t0","4.097E-07","0.286","Shifting","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","PQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","PQuality2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","PQuality3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","PQuality4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","PQuality5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"origq20c30t0","4.097E-07","0.286","DQuality1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
