"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq0c30t0","1.301E-17","1","All",1,0,0,0.7973,0.2027,0,0,0,0.25,0.199325,0.051239,0.216217,0.212838,0.246622,0.216217,0.5,0.5,0.247458,0.247458,0.0974583,0.602542,0.216217,0.25,0.185812,0.753378,0,0,0,0,0.25,0.247458,0,0,0,0.494917,0.5,0.494917,0,0.494917,0,0.5,1,0,0,0,1,0.3,1,0,0
"origq0c30t0","1.301E-17","1","Settles",0.7973,0,0,1,0,0,0,0,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0.5,0.289184,0.289184,0.139184,0.560816,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.289184,0,0,0,0.578369,0.5,0.578369,0,0.578369,0,0.5,1,0,0,0,1,0.3,1,0,0
"origq0c30t0","1.301E-17","1","Trial",0.2027,0,0,0,1,0,0,0,0.25,0,0.006944,0.0833333,0.0666667,0.233333,0.0833333,0.5,0.5,0.0833333,0.0833333,-0.0666667,0.766667,0.0833333,,-0.0666667,0.766667,0,0,0,0,0.25,0.0833333,0,0,0,0.166667,0.5,0.166667,0,0.166667,0,0.5,1,0,0,0,1,0.3,1,0,0
"origq0c30t0","1.301E-17","1","Shifting",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c30t0","1.301E-17","1","NQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
