"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","SettlesBR2","PAbandonsBR2","DDefaultsBR2","P Loses","P Wins","Round 1 P 1-All","P1 0.25  ","P1 0.5  ","P1 0.75  ","Round 1 D 1-All","D1 0.25  ","D1 0.5  ","D1 0.75  ","Round 2 P 2-All","P2 0.25  ","P2 0.5  ","P2 0.75  ","Round 2 D 2-All","D2 0.25  ","D2 0.5  ","D2 0.75  "
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability1","0.2361","0","0.2361","0.507836","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","29377.4","30622.6","0","0","1","50000","0","0","0","0.510377","0","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability0","0.4101","0","0.4101","0.49872","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","30270.7","29729.3","0","0","1","50000","0","0","0","0.495489","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability-1","0.241","0","0.241","0.507365","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","29203.3","30796.7","0","0","1","50000","0","0","0","0.513278","0","-1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability-2","0.054","0","0.054","0.499074","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","33555.6","26444.4","0","0","1","50000","0","0","0","0.440741","0","-2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability-3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability-4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","MutOptLiability-5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability2","0.0321","0","0.0321","0.507788","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","0","60000","0","0","1","50000","0","0","0","1","0","2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability1","0.1205","0","0.1205","0.616183","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","0","60000","0","0","1","50000","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability0","0.2032","0","0.2032","0.617618","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","0","60000","0","0","1","50000","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability-1","0.1237","0","0.1237","0.619038","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","0","60000","0","0","1","50000","0","0","0","1","0","-1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability-2","0.0238","0","0.0238","0.514706","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","0","60000","0","0","1","50000","0","0","0","1","0","-2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability-3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability-4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Liable MutOptLiability-5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability2","0.0267","0","0.0267","0.485019","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","60000","0","0","0","1","50000","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability1","0.1156","0","0.1156","0.394896","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","60000","0","0","0","1","50000","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability0","0.2069","0","0.2069","0.381948","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","60000","0","0","0","1","50000","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability-1","0.1173","0","0.1173","0.389599","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","60000","0","0","0","1","50000","0","0","0","0","0","-1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability-2","0.0302","0","0.0302","0.486755","1","1","1","1","0.5","0.5","0","0","1","","","","","0","0","1","1","","","","","0","","","","","0","0","0","","1040000","940000","1040000","940000","20000","60000","0","0","0","1","50000","0","0","0","0","0","-2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability-3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability-4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","Truly Not Liable MutOptLiability-5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability-1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"simple2BR3,3,3","0.0009404","0.9878","High Quality Liable MutOptLiability-2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
