"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq0c15t75","-1.301E-17","1","All",1,0,0,0.6019,0.3981,0.3981,1,-0.075,0.25,0.150475,0.039304,0.170368,0.16707,0.200225,0.200225,0.30095,0,0.2494,0.1744,0.0994,0.7506,0.170368,0.25,0.14051,0.799775,0,0,0,0,0.25,0.2494,0,0,0,0.4988,0.5,0.4988,0,0.4988,0,0.5,1,0,0,0,1,0.15,1,0,0.75
"origq0c15t75","-1.301E-17","1","Settles",0.6019,0,0,1,0,0,1,-0.075,0.25,0.25,0.0625,0.25,0.25,0.25,0.25,0.5,0,0.3317,0.2567,0.1817,0.6683,0.25,0.25,0.25,0.75,0,0,0,0,0.25,0.3317,0,0,0,0.663399,0.5,0.663399,0,0.663399,0,0.5,1,0,0,0,1,0.15,1,0,0.75
"origq0c15t75","-1.301E-17","1","Trial",0.3981,0,0,0,1,1,1,-0.075,0.25,0,0.004233,0.0499686,0.0416855,0.124969,0.124969,0,0,0.124969,0.0499686,-0.0250314,0.875031,0.0499686,,-0.0250314,0.875031,0,0,0,0,0.25,0.124969,0,0,0,0.249937,0.5,0.249937,0,0.249937,0,0.5,1,0,0,0,1,0.15,1,0,0.75
"origq0c15t75","-1.301E-17","1","Shifting",0.3981,0,0,0,1,1,1,-0.075,0.25,0,0.004233,0.0499686,0.0416855,0.124969,0.124969,0,0,0.124969,0.0499686,-0.0250314,0.875031,0.0499686,,-0.0250314,0.875031,0,0,0,0,0.25,0.124969,0,0,0,0.249937,0.5,0.249937,0,0.249937,0,0.5,1,0,0,0,1,0.15,1,0,0.75
"origq0c15t75","-1.301E-17","1","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t75","-1.301E-17","1","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t75","-1.301E-17","1","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t75","-1.301E-17","1","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t75","-1.301E-17","1","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t75","-1.301E-17","1","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
