"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"Truly Not Liable",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AllCount",25000,0,25000,0.75,24577,10154,7225,9913,0.536994,0.524763,0.0635699,0.0680153,5724,,,,,16,53,4282,4169,0.536793,0.51771,0.0392033,0.0736576,3537,,,,,17,16,791,791,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,9261,81176.4,33,69,0,25000,0,0,24577,10154,423,14423,5724,16,53,3537,17,16,0,791
"Liability Strength1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liability Strength2",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"PLiabilitySignal1",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"DLiabilitySignal1",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability0",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability0",1,0,1,0.75,0.98308,0.40616,0.289,0.39652,0.536994,0.524763,0.0635699,0.0680153,0.22896,,,,,0.00064,0.00212,0.17128,0.16676,0.536793,0.51771,0.0392033,0.0736576,0.14148,,,,,0.00068,0.00064,0.03164,1,1075940,854356,1075940,854356,69702.6,46577.6,29225.6,0,0,0.37044,81176.4,0.00132,0.00276,0,1,0,0,0.98308,0.40616,0.01692,0.57692,0.22896,0.00064,0.00212,0.14148,0.00068,0.00064,0,0.03164
"Truly Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damages Strength1",0.2003,0,0.20032,0.75,0.940296,0.917532,0.801318,0.889776,0.498634,0.487523,0.068035,0.0709507,0.639776,,,,,0.00139776,0.00219649,0.270567,0.253794,0.507825,0.476004,0.0299252,0.0829972,0.199281,,,,,0.00199681,0.000399361,0.072484,1,1014440,871849,1014440,871849,113710,81136.7,37266.4,0,0,0.839058,75728.8,0.00339457,0.00259585,0,1,0,0,0.940296,0.917532,0.0597045,0.0227636,0.639776,0.00139776,0.00219649,0.199281,0.00199681,0.000399361,0,0.072484
"Damages Strength2",0.2009,0,0.20088,0.75,0.978096,0.755078,0.50219,0.741537,0.545034,0.536234,0.0621752,0.0618681,0.417364,,,,,0.00119474,0.00238949,0.328953,0.320988,0.531041,0.528176,0.0462205,0.0693281,0.279968,,,,,0.000995619,0.000796495,0.05237,1,1039960,855887,1039960,855887,104152,70783.1,45127.9,0,0,0.697332,82163.8,0.00219036,0.00318598,0,1,0,0,0.978096,0.755078,0.0219036,0.223019,0.417364,0.00119474,0.00238949,0.279968,0.000995619,0.000796495,0,0.0523696
"Damages Strength3",0.1974,0,0.19736,0.75,0.997973,0.306445,0.121808,0.302189,0.614837,0.598126,0.0559662,0.0687297,0.0800567,,,,,0.000405351,0.00324281,0.217876,0.219092,0.618644,0.617702,0.0591982,0.0502678,0.195784,,,,,0.000405351,0.0016214,0.024929,1,1090100,845461,1090100,845461,64441.6,54771.5,23732.8,0,0,0.275841,92781,0.000810701,0.00486421,0,1,0,0,0.997973,0.306445,0.00202675,0.691528,0.0800567,0.000405351,0.00324281,0.195784,0.000405351,0.0016214,0,0.0249291
"Damages Strength4",0.1986,0,0.1986,0.75,0.999194,0.0455186,0.0145015,0.0433031,0.657005,0.614332,0.0477019,0.0994509,0.00543807,,,,,0.00020141,0.00261833,0.0360524,0.0364552,0.657895,0.627193,0.0363348,0.0568067,0.0308157,,,,,0,0.00040282,0.006042,1,1115820,848748,1115820,848748,35429,26367.1,9177.24,0,0,0.0362538,99513.9,0.00020141,0.00302115,0,1,0,0,0.999194,0.0455186,0.000805639,0.953676,0.00543807,0.00020141,0.00261833,0.0308157,0,0.00040282,0,0.0060423
"Damages Strength5",0.2028,0,0.20284,0.75,1,0.00571879,0.0033524,0.00532439,0.6875,0.472222,0.0437721,0.151504,0.0003944,,,,,0,0.0001972,0.0041412,0.00473279,0.666667,0.621212,0.0437115,0.103053,0.0027608,,,,,0,0,0.002366,1,1119490,849708,1119490,849708,30801.6,291.856,30509.8,0,0,0.0031552,102344,0,0.0001972,0,1,0,0,1,0.00571879,0,0.994281,0.0003944,0,0.0001972,0.0027608,0,0,0,0.0023664
"PDamagesSignal1",0.1964,0,0.19636,0.75,0.924017,0.860868,0.782237,0.83683,0.489453,0.485259,0.069127,0.0687157,0.638827,,,,,0.00081483,0.00224078,0.216541,0.205541,0.505024,0.478428,0.0265791,0.0816624,0.16317,,,,,0.00101854,0.000407415,0.05439,1,1019620,874972,1019620,874972,105403,74044.6,38956,0,0,0.801996,74898.4,0.00183337,0.0026482,0,1,0,0,0.924017,0.860868,0.0759829,0.0631493,0.638827,0.00081483,0.00224078,0.16317,0.00101854,0.000407415,0,0.0543899
"PDamagesSignal2",0.2007,0,0.20072,0.75,0.991431,0.716222,0.541451,0.69988,0.528924,0.517449,0.0645915,0.06553,0.445397,,,,,0.000996413,0.00139498,0.264647,0.251495,0.517227,0.506891,0.0437897,0.0750545,0.212834,,,,,0.00139498,0.000597848,0.053607,1,1044340,856903,1044340,856903,98755.5,68863.1,39469.9,0,0,0.65823,79692.7,0.00239139,0.00199283,0,1,0,0,0.991431,0.716222,0.00856915,0.275209,0.445397,0.000996413,0.00139498,0.212834,0.00139498,0.000597848,0,0.053607
"PDamagesSignal3",0.2031,0,0.20312,0.75,0.999409,0.355849,0.0962978,0.350729,0.631599,0.611683,0.0521649,0.0671128,0.0578968,,,,,0.00098464,0.00393856,0.287515,0.286333,0.614583,0.605208,0.0694776,0.055219,0.255612,,,,,0.00098464,0.0013785,0.035053,1,1084790,843245,1084790,843245,71960.4,57097.8,25104.9,0,0,0.313509,95108.4,0.00196928,0.00531705,0,1,0,0,0.999409,0.355849,0.000590784,0.64356,0.0578968,0.00098464,0.00393856,0.255612,0.00098464,0.0013785,0,0.0350532
"PDamagesSignal4",0.1978,0,0.19784,0.75,0.999393,0.0919935,0.0246664,0.0897695,0.656346,0.616208,0.0496618,0.0788702,0.00930044,,,,,0.000404367,0.00222402,0.078245,0.079256,0.659314,0.64951,0.0494102,0.0424132,0.0691468,,,,,0,0.000606551,0.010311,1,1111140,847755,1111140,847755,41102.9,27435.8,16603.8,0,0,0.0784472,98324.7,0.000404367,0.00283057,0,1,0,0,0.999393,0.0919935,0.000606551,0.9074,0.00930044,0.000404367,0.00222402,0.0691468,0,0.000606551,0,0.0103114
"PDamagesSignal5",0.202,0,0.20196,0.75,0.999802,0.0142602,0.0112894,0.013468,0.685484,0.502688,0.0512465,0.110914,0.00257477,,,,,0,0.000792236,0.0087146,0.0102991,0.671429,0.614286,0.0336933,0.0742162,0.00554565,,,,,0,0.000198059,0.00515,1,1118720,849419,1118720,849419,31862.7,5894.24,26092.3,0,0,0.00812042,100305,0,0.000990295,0,1,0,0,0.999802,0.0142602,0.000198059,0.985542,0.00257477,0,0.000792236,0.00554565,0,0.000198059,0,0.0051495
"DDamagesSignal1",0.1978,0,0.1978,0.75,0.947624,0.944388,0.776946,0.909403,0.509989,0.490304,0.0664165,0.0768201,0.602022,,,,,0.00202224,0.00182002,0.333468,0.30819,0.506116,0.465851,0.0295757,0.0856988,0.233165,,,,,0.00242669,0.000404449,0.102528,1,1011320,868038,1011320,868038,120643,79442.4,44237.1,0,0,0.835187,76803.9,0.00444894,0.00222447,0,1,0,0,0.947624,0.944388,0.0523761,0.00323559,0.602022,0.00202224,0.00182002,0.233165,0.00242669,0.000404449,0,0.102528
"DDamagesSignal2",0.2019,0,0.20188,0.75,0.974242,0.899544,0.58827,0.892213,0.549922,0.542567,0.0622064,0.0526036,0.485833,,,,,0.00079255,0.00217951,0.403606,0.404201,0.558442,0.567821,0.0508763,0.0579447,0.368338,,,,,0.00079255,0.00138696,0.040222,1,1026300,856111,1026300,856111,117590,70427.5,52253.8,0,0,0.854171,82968,0.0015851,0.00356648,0,1,0,0,0.974242,0.899544,0.0257579,0.0746978,0.485833,0.00079255,0.00217951,0.368338,0.00079255,0.00138696,0,0.0402219
"DDamagesSignal3",0.1998,0,0.19976,0.75,0.994594,0.179215,0.0772928,0.17501,0.608166,0.617393,0.0560618,0.0968842,0.0568682,,,,,0.000400481,0.00620745,0.113136,0.114537,0.640152,0.645833,0.0496997,0.0594059,0.102523,,,,,0.00020024,0.00120144,0.011814,1,1102850,847958,1102850,847958,49196,52587.1,14498.9,0,0,0.159391,93734.3,0.000600721,0.00740889,0,1,0,0,0.994594,0.179215,0.00540649,0.815378,0.0568682,0.000400481,0.00620745,0.102523,0.00020024,0.00120144,0,0.0118142
"DDamagesSignal4",0.1996,0,0.19956,0.75,0.998797,0.00661455,0.00400882,0.00481058,0.62069,0.511494,0.0588231,0.17159,0.00200441,,,,,0,0.000200441,0.00380838,0.00420926,0.611111,0.444444,0.029275,0.135593,0.00160353,,,,,0,0.000200441,0.002606,1,1119210,849976,1119210,849976,30814.8,25314.2,9862.2,0,0,0.00360794,93055.6,0,0.000400882,0,1,0,0,0.998797,0.00661455,0.00120265,0.992183,0.00200441,0,0.000200441,0.00160353,0,0.000200441,0,0.0026057
"DDamagesSignal5",0.201,0,0.201,0.75,0.999801,0.00318408,0.00159204,0.00298507,0.690476,0.440476,0.039543,0.177514,0.000199005,,,,,0,0.000199005,0.00238806,0.00238806,0.666667,0.5,0.0490606,0.140405,0.000995025,,,,,0,0,0.001791,1,1119700,849833,1119700,849833,30465.7,5420.4,25184.6,0,0,0.00119403,102083,0,0.000199005,0,1,0,0,0.999801,0.00318408,0.000199005,0.996617,0.000199005,0,0.000199005,0.000995025,0,0,0,0.001791
"MutOptDamages5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptDamages4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptDamages3",0.001,0,0.00096,0.75,1,1,0.5,0.958333,0.694444,0.534722,0.0506643,0.0719901,0,,,,,0,0,0.875,1,0.666667,0.611111,0.0463466,0.0351754,0.541667,,,,,0,0,0.458333,1,1013330,809167,1013330,809167,177500,91875,85625,0,0,0.541667,98076.9,0,0,0,1,0,0,1,1,0,0,0,0,0,0.541667,0,0,0,0.458333
"MutOptDamages2",0.0285,0,0.02852,0.75,1,0.677419,0.203366,0.664797,0.646696,0.594045,0.0503331,0.0747825,0.085554,,,,,0.00420757,0.0056101,0.56101,0.552595,0.648438,0.611979,0.0513487,0.0593082,0.460028,,,,,0.00280505,0.00140252,0.117812,1,1050280,835656,1050280,835656,114067,64726.5,50582,0,0,0.545582,95790.5,0.00701262,0.00701262,0,1,0,0,1,0.677419,0,0.322581,0.085554,0.00420757,0.0056101,0.460028,0.00280505,0.00140252,0,0.117812
"MutOptDamages1",0.2118,0,0.21176,0.75,0.997167,0.531167,0.267473,0.517,0.584374,0.556086,0.0577193,0.069289,0.186815,,,,,0.00132225,0.0028334,0.334152,0.324896,0.564596,0.538462,0.0496175,0.0700251,0.277106,,,,,0.00132225,0.00151114,0.060257,1,1064520,846808,1064520,846808,88676.8,53902.5,37551,0,0,0.463921,87510.2,0.0026445,0.00434454,0,1,0,0,0.997167,0.531167,0.0028334,0.465999,0.186815,0.00132225,0.0028334,0.277106,0.00132225,0.00151114,0,0.0602569
