"OptionSet","Exploit","Refine","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq100c15t75","-1.301E-17","1","All",1,0,0,0.3982,0.6018,0.6018,1,0.075,0.90045,0.75,0.0328,0.155273,0.200408,0.136125,0.799592,0.8009,1,0.749875,0.824875,0.749875,0.100125,0.844727,0.75,0.799592,0.110138,0,0,0,1,0.749875,0.75,1,1,0.49975,0,0.5,0.49975,0.49975,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","Settles",0.3982,0,0,1,0,0,1,0.075,0.75,0.75,0.0625,0.25,0.25,0.25,0.75,0.5,1,0.625146,0.700146,0.625146,0.224854,0.75,0.75,0.75,0.25,0,0,0,1,0.625146,0.75,1,1,0.250293,0,0.5,0.250293,0.250293,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","Trial",0.6018,0,0,0,1,1,1,0.075,1,0.75,0.013148,0.0925944,0.167594,0.060776,0.832406,1,1,0.832406,0.907406,0.832406,0.0175944,0.907406,,0.832406,0.0175944,0,0,0,1,0.832406,0.75,1,1,0.664811,0,0.5,0.664811,0.664811,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","Shifting",0.6018,0,0,0,1,1,1,0.075,1,0.75,0.013148,0.0925944,0.167594,0.060776,0.832406,1,1,0.832406,0.907406,0.832406,0.0175944,0.907406,,0.832406,0.0175944,0,0,0,1,0.832406,0.75,1,1,0.664811,0,0.5,0.664811,0.664811,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","PQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","PQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","PQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","PQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","PQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","NQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","NQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","PBias1",0.1984,0,0,1,0,0,1,0.075,0.75,0.75,0.0625,0.25,0.25,0.25,0.75,0.5,1,0.583333,0.658333,0.583333,0.266667,0.75,0.75,0.75,0.25,0,0,0,1,0.583333,0.75,1,1,0.166667,0,0.5,0.166667,0.166667,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","PBias2",0.1998,0,0,1,0,0,1,0.075,0.75,0.75,0.0625,0.25,0.25,0.25,0.75,0.5,1,0.666667,0.741667,0.666667,0.183333,0.75,0.75,0.75,0.25,0,0,0,1,0.666667,0.75,1,1,0.333333,0,0.5,0.333333,0.333333,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","PBias3",0.2016,0,0,0,1,1,1,0.075,1,0.75,0.030625,0.175,0.25,0.1,0.75,1,1,0.75,0.825,0.75,0.1,0.825,,0.75,0.1,0,0,0,1,0.75,0.75,1,1,0.5,0,0.5,0.5,0.5,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","PBias4",0.2053,0,0,0,1,1,1,0.075,1,0.75,0.008403,0.0916667,0.166667,0.0166667,0.833333,1,1,0.833333,0.908333,0.833333,0.0166667,0.908333,,0.833333,0.0166667,0,0,0,1,0.833333,0.75,1,1,0.666667,0,0.5,0.666667,0.666667,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","PBias5",0.1949,0,0,0,1,1,1,0.075,1,0.75,6.944E-5,0.00833333,0.0833333,0.0666667,0.916667,1,1,0.916667,0.991667,0.916667,-0.0666667,0.991667,,0.916667,-0.0666667,0,0,0,1,0.916667,0.75,1,1,0.833333,0,0.5,0.833333,0.833333,0,1,0.5,1,0,0,1,0,0.15,1,0,0.75
"origq100c15t75","-1.301E-17","1","DBias1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq100c15t75","-1.301E-17","1","DBias2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
