"OptionSet","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.091  ","P1 0.18  ","P1 0.27  ","P1 0.36  ","P1 0.45  ","P1 0.55  ","P1 0.64  ","P1 0.73  ","P1 0.82  ","P1 0.91  ","Round 1 D 1-All","D1 0.091  ","D1 0.18  ","D1 0.27  ","D1 0.36  ","D1 0.45  ","D1 0.55  ","D1 0.64  ","D1 0.73  ","D1 0.82  ","D1 0.91  "
"Single","All","1","0","1","0.500013","0.819221","0.616714","1","1","0.631262","0.0909091","","","0.187899","","","","","0","0","0.428815","0.60052","10.2899","9.36607","10.2899","9.36607","0.344035","0.232658","0.234355","0","0","0.187899","0.0909091","0","0","0","0.50002","0","-2.64666E-05","0.819221","0.616714","0.180779","0.202507","0.187899","0","0","0.171303","0.257512","","","","","","","","","","","","","","","","","","","","","",""
"Single","NoDispute","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","DisputeArises","1","0","1","0.500013","0.819221","0.616714","1","1","0.631262","0.0909091","","","0.187899","","","","","0","0","0.428815","0.60052","10.2899","9.36607","10.2899","9.36607","0.344035","0.232658","0.234355","0","0","0.187899","0.0909091","0","0","0","0.50002","0","-2.64666E-05","0.819221","0.616714","0.180779","0.202507","0.187899","0","0","0.171303","0.257512","","","","","","","","","","",""
"Single","PFiles","0.8192","0","0.819221","0.554855","1","0.752806","1","1","0.631262","0.0909091","","","0.229363","","","","","0","0","0.523442","0.60052","10.3539","9.22618","10.3539","9.22618","0.419954","0.283999","0.256993","0","0","0.229363","0.0909091","0","0","0","0.581283","0","0.195922","1","0.752806","0","0.247194","0.229363","0","0","0.209105","0.314338","","","","","","","","","","",""
"Single","DAnswers","0.6167","0","0.616714","0.492447","1","1","1","1","0.631262","0.0909091","","","0.304678","","","","","0","0","0.695322","0.60052","10.191","9.30045","10.191","9.30045","0.508597","0.332674","0.298813","0","0","0.304678","0.0909091","0","0","0","0.488371","0","0.508048","1","1","0","0","0.304678","0","0","0.277767","0.417555","","","","","","","","","","",""
"Single","Litigated","0.6167","0","0.616714","0.492447","1","1","1","1","0.631262","0.0909091","","","0.304678","","","","","0","0","0.695322","0.60052","10.191","9.30045","10.191","9.30045","0.508597","0.332674","0.298813","0","0","0.304678","0.0909091","0","0","0","0.488371","0","0.508048","1","1","0","0","0.304678","0","0","0.277767","0.417555","","","","","","","","","","",""
"Single","Settles","0.1879","0","0.187899","0.31457","1","1","1","1","0.0909091","0.0909091","","","1","","","","","0","0","0","","9.94091","9.75909","9.94091","9.75909","0.3","0.189235","0.22717","0","0","1","0.0909091","0","0","0","0.214495","0","-0.171698","1","1","0","0","1","0","0","0","0","","","","","","","","","","",""
"Single","Tried","0.4288","0","0.428815","0.57039","1","1","1","1","0.868036","0.0909091","","","0","","","","","0","0","1","0.60052","10.3005","9.09948","10.3005","9.09948","0.6","0.395526","0.330206","0","0","0","","0","0","0","0.608378","0","0.805901","1","1","0","0","0","0","0","0.39948","0.60052","","","","","","","","","","",""
"Single","PWins","0.2575","0","0.257512","0.671236","1","1","1","1","0.879002","0.0909091","","","0","","","","","0","0","1","1","10.7","8.7","10.7","8.7","0.6","0.532855","0.230143","0","0","0","","0","0","0","0.767145","0","0.708369","1","1","0","0","0","0","0","0","1","","","","","","","","","","",""
"Single","DWins","0.1713","0","0.171303","0.418792","1","1","1","1","0.85155","0.0909091","","","0","","","","","0","0","1","0","9.7","9.7","9.7","9.7","0.6","0.189087","0.480625","0","0","0","","0","0","0","0.369712","0","0.952517","1","1","0","0","0","0","0","1","0","","","","","","","","","","",""
"Single","Abandoned","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","Rounds1","0.6167","0","0.616714","0.492447","1","1","1","1","0.631262","0.0909091","","","0.304678","","","","","0","0","0.695322","0.60052","10.191","9.30045","10.191","9.30045","0.508597","0.332674","0.298813","0","0","0.304678","0.0909091","0","0","0","0.488371","0","0.508048","1","1","0","0","0.304678","0","0","0.277767","0.417555","","","","","","","","","","",""
"Single","PrePrimary1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary5","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary6","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary7","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary8","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single","PrePrimary9","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
