                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09837      	1.621         	0.7854       	1.379           	0.1004        	--           	0.09796      	--           	0.0001237    	1.001        	-0.002499    	0.1009       	0.09837      	0.09837      	0.2056       	0.205          	--             	--            
FirstTries                            	4837         	0.2282       	1.617         	1.48         	2.851           	0.152         	0.07645      	0.1872       	--           	0.0002558    	1.027        	0.03503      	0.1932       	0.2282       	0.2282       	0.4251       	0.205          	--             	--            
SomeoneTries                          	5531         	0.2095       	1.665         	1.42         	2.493           	0.1499        	0.07753      	0.1771       	--           	0.0002237    	1.022        	0.02713      	0.1824       	0.2095       	0.2095       	0.3717       	0.205          	--             	--            
NooneTries                            	4469         	-0.03917     	1.567         	0            	0               	0.03917       	--           	0            	--           	0            	0.975        	-0.03917     	0            	-0.03917     	-0.03917     	0            	0.205          	--             	--            
InventionOccurs                       	3223         	0.4601       	1.719         	1.552        	3.062           	0.1566        	0.07434      	0.3039       	--           	0.0003838    	1.103        	0.1471       	0.313        	0.4601       	0.4601       	0.6379       	0.205          	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3192         	0.4654       	1.721         	1.552        	3.053           	0.1571        	0.07461      	0.3065       	--           	0            	1.104        	0.1494       	0.316        	0.4654       	0.4654       	0.6375       	0.205          	--             	--            
IntentionalInfringement               	7            	-0.05547     	1.429         	1.429        	3.417           	0.1414        	0.07923      	0.1767       	0.1767       	0.1767       	0.9636       	-0.06472     	0.009249     	-0.05547     	-0.05547     	0.5714       	0.205          	0.4714         	0.6771        
InventionUsed                         	3199         	0.4642       	1.72          	1.552        	3.054           	0.1571        	0.07462      	0.3062       	--           	0.0003867    	1.104        	0.1489       	0.3153       	0.4642       	0.4642       	0.6374       	0.205          	--             	--            
AllHighValue                          	1972         	0.2865       	1.608         	1.208        	2.165           	0.1539        	--           	0.2071       	--           	0            	1.037        	0.05326      	0.2332       	0.2865       	0.2865       	0.3093       	0.205          	--             	--            
FirstTriesHighValue                   	1478         	0.3709       	1.61          	1.518        	2.888           	0.1816        	0.09434      	0.2588       	--           	0            	1.054        	0.07719      	0.2937       	0.3709       	0.3709       	0.4127       	0.205          	--             	--            
SomeoneTriesHighValue                 	1616         	0.3576       	1.643         	1.474        	2.642           	0.1798        	0.0957       	0.2527       	--           	0            	1.051        	0.07296      	0.2846       	0.3576       	0.3576       	0.3775       	0.205          	--             	--            
NooneTriesHighValue                   	356          	-0.03617     	1.447         	0            	0               	0.03617       	--           	0            	--           	0            	0.975        	-0.03617     	0            	-0.03617     	-0.03617     	0            	0.205          	--             	--            
InventionOccursHighValue              	962          	0.7142       	1.716         	1.596        	3.263           	0.1885        	0.0924       	0.4246       	--           	0            	1.161        	0.2361       	0.4781       	0.7142       	0.7142       	0.6341       	0.205          	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	962          	0.7142       	1.716         	1.596        	3.263           	0.1885        	0.0924       	0.4246       	--           	0            	1.161        	0.2361       	0.4781       	0.7142       	0.7142       	0.6341       	0.205          	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	962          	0.7142       	1.716         	1.596        	3.263           	0.1885        	0.0924       	0.4246       	--           	0            	1.161        	0.2361       	0.4781       	0.7142       	0.7142       	0.6341       	0.205          	--             	--            
