                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2433       	2.929         	2.518        	0.9002          	0.2481        	--           	0.2443       	--           	0            	0.9996       	-0.003872    	0.2472       	0.2433       	0.2433       	0.3235       	0.3237         	--             	--            
FirstTries                            	8580         	0.2898       	2.929         	2.826        	1.049           	0.2679        	0.06949      	0.2772       	--           	0            	1.004        	0.009299     	0.2805       	0.2898       	0.2898       	0.377        	0.3237         	--             	--            
SomeoneTries                          	9272         	0.2681       	2.93          	2.716        	0.9709          	0.2619        	0.07064      	0.2635       	--           	0            	1.002        	0.001558     	0.2666       	0.2681       	0.2681       	0.3489       	0.3237         	--             	--            
NooneTries                            	728          	-0.07304     	2.922         	0            	0               	0.07304       	--           	0            	--           	0            	0.975        	-0.07304     	0            	-0.07304     	-0.07304     	0            	0.3237         	--             	--            
InventionOccurs                       	9241         	0.2695       	2.93          	2.721        	0.9728          	0.2622        	0.0706       	0.2643       	--           	0            	1.002        	0.002094     	0.2675       	0.2695       	0.2695       	0.3501       	0.3237         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	9236         	0.2698       	2.93          	2.721        	0.9728          	0.2623        	0.07062      	0.2645       	--           	0            	1.002        	0.002183     	0.2676       	0.2698       	0.2698       	0.3502       	0.3237         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	9236         	0.2698       	2.93          	2.721        	0.9728          	0.2623        	0.07062      	0.2645       	--           	0            	1.002        	0.002183     	0.2676       	0.2698       	0.2698       	0.3502       	0.3237         	--             	--            
AllHighValue                          	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
FirstTriesHighValue                   	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
SomeoneTriesHighValue                 	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	2004         	0.6044       	2.939         	2.939        	1.074           	0.2944        	0.07522      	0.4385       	0.4289       	0            	1.05         	0.1441       	0.4603       	0.6044       	0.6044       	0.3373       	0.3237         	0.3435         	0.9997        
