                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1682       	1.002         	0.2178       	1.777           	0.05934       	--           	0.05669      	0.319        	0            	0.9974       	-0.00265     	0.05707      	0.05442      	0.1682       	0.1742       	0.1755         	--             	--            
FirstTries                            	2174         	0.8638       	1.002         	1.002        	8.176           	0.1827        	0.1575       	0.2608       	0.319        	0            	1.078        	0.07803      	0.2625       	0.3406       	0.8638       	0.8013       	0.1755         	0.8106         	0.8115        
SomeoneTries                          	2174         	0.8638       	1.002         	1.002        	8.176           	0.1827        	0.1575       	0.2608       	0.319        	0            	1.078        	0.07803      	0.2625       	0.3406       	0.8638       	0.8013       	0.1755         	0.8106         	0.8115        
NooneTries                            	7826         	-0.02506     	1.003         	0            	0               	0.02506       	--           	0            	--           	0            	0.975        	-0.02506     	0            	-0.02506     	-0.02506     	0            	0.1755         	--             	--            
InventionOccurs                       	1743         	1.122        	1.002         	1.002        	8.193           	0.1833        	0.158        	0.3252       	0.319        	0            	1.142        	0.1419       	0.3274       	0.4694       	1.122        	0.9994       	0.1755         	0.8113         	0.8124        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1743         	1.122        	1.002         	1.002        	8.193           	0.1833        	0.158        	0.3252       	0.319        	0            	1.142        	0.1419       	0.3274       	0.4694       	1.122        	0.9994       	0.1755         	0.8113         	0.8124        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1743         	1.122        	1.002         	1.002        	8.193           	0.1833        	0.158        	0.3252       	0.319        	0            	1.142        	0.1419       	0.3274       	0.4694       	1.122        	0.9994       	0.1755         	0.8113         	0.8124        
AllHighValue                          	2036         	0.4312       	1.002         	0.3576       	2.966           	0.09711       	--           	0.1289       	0.4303       	0            	1.032        	0.03174      	0.1353       	0.167        	0.4312       	0.2927       	0.1755         	--             	--            
FirstTriesHighValue                   	727          	1.253        	1.001         	1.001        	8.308           	0.2268        	0.2017       	0.3609       	0.4303       	0            	1.134        	0.134        	0.3789       	0.513        	1.253        	0.8198       	0.1755         	0.8173         	0.818         
SomeoneTriesHighValue                 	727          	1.253        	1.001         	1.001        	8.308           	0.2268        	0.2017       	0.3609       	0.4303       	0            	1.134        	0.134        	0.3789       	0.513        	1.253        	0.8198       	0.1755         	0.8173         	0.818         
NooneTriesHighValue                   	1309         	-0.02508     	1.003         	0            	0               	0.02508       	--           	0            	--           	0            	0.975        	-0.02508     	0            	-0.02508     	-0.02508     	0            	0.1755         	--             	--            
InventionOccursHighValue              	597          	1.575        	1.002         	1.002        	8.329           	0.2264        	0.2013       	0.4394       	0.4303       	0            	1.213        	0.213        	0.4614       	0.6744       	1.575        	0.9983       	0.1755         	0.8183         	0.8191        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	597          	1.575        	1.002         	1.002        	8.329           	0.2264        	0.2013       	0.4394       	0.4303       	0            	1.213        	0.213        	0.4614       	0.6744       	1.575        	0.9983       	0.1755         	0.8183         	0.8191        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	597          	1.575        	1.002         	1.002        	8.329           	0.2264        	0.2013       	0.4394       	0.4303       	0            	1.213        	0.213        	0.4614       	0.6744       	1.575        	0.9983       	0.1755         	0.8183         	0.8191        
