                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1033       	1.218         	0.6835       	2.29            	0.1349        	--           	0.1296       	--           	0            	1            	-0.00534     	0.1086       	0.1033       	0.1033       	0.2989       	0.3429         	--             	--            
FirstTries                            	5599         	0.2055       	1.216         	1.187        	4.09            	0.2135        	0.1529       	0.2282       	--           	0            	1.02         	0.01472      	0.1908       	0.2055       	0.2055       	0.5338       	0.3429         	--             	--            
SomeoneTries                          	5786         	0.2002       	1.241         	1.181        	3.958           	0.2115        	0.1514       	0.2239       	--           	0            	1.018        	0.01238      	0.1878       	0.2002       	0.2002       	0.5166       	0.3429         	--             	--            
NooneTries                            	4214         	-0.02967     	1.187         	0            	0               	0.02967       	--           	0            	--           	0            	0.975        	-0.02967     	0            	-0.02967     	-0.02967     	0            	0.3429         	--             	--            
InventionOccurs                       	3505         	0.4501       	1.288         	1.247        	4.717           	0.2296        	0.1573       	0.3696       	--           	0            	1.136        	0.1401       	0.31         	0.4501       	0.4501       	0.8528       	0.3429         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3500         	0.451        	1.288         	1.247        	4.719           	0.2295        	0.1574       	0.3702       	--           	0            	1.137        	0.1406       	0.3104       	0.451        	0.451        	0.8529       	0.3429         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3500         	0.451        	1.288         	1.247        	4.719           	0.2295        	0.1574       	0.3702       	--           	0            	1.137        	0.1406       	0.3104       	0.451        	0.451        	0.8529       	0.3429         	--             	--            
AllHighValue                          	2044         	0.2946       	1.223         	1.178        	4.503           	0.2819        	--           	0.3039       	--           	0            	1.028        	0.02204      	0.2726       	0.2946       	0.2946       	0.5538       	0.3429         	--             	--            
FirstTriesHighValue                   	1967         	0.3074       	1.225         	1.219        	4.68            	0.2907        	0.2138       	0.3153       	--           	0            	1.031        	0.02464      	0.2828       	0.3074       	0.3074       	0.5755       	0.3429         	--             	--            
SomeoneTriesHighValue                 	1978         	0.3053       	1.229         	1.217        	4.654           	0.2904        	0.2137       	0.3141       	--           	0            	1.03         	0.02365      	0.2817       	0.3053       	0.3053       	0.5723       	0.3429         	--             	--            
NooneTriesHighValue                   	66           	-0.02614     	1.045         	0            	0               	0.02614       	--           	0            	--           	0            	0.975        	-0.02614     	0            	-0.02614     	-0.02614     	0            	0.3429         	--             	--            
InventionOccursHighValue              	1303         	0.5987       	1.282         	1.277        	5.421           	0.3057        	0.215        	0.4768       	--           	0            	1.167        	0.1711       	0.4276       	0.5987       	0.5987       	0.8688       	0.3429         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1303         	0.5987       	1.282         	1.277        	5.421           	0.3057        	0.215        	0.4768       	--           	0            	1.167        	0.1711       	0.4276       	0.5987       	0.5987       	0.8688       	0.3429         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1303         	0.5987       	1.282         	1.277        	5.421           	0.3057        	0.215        	0.4768       	--           	0            	1.167        	0.1711       	0.4276       	0.5987       	0.5987       	0.8688       	0.3429         	--             	--            
