                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1109       	1.731         	0.8662       	1.456           	0.1151        	--           	0.1126       	--           	0            	1.001        	-0.002508    	0.1134       	0.1109       	0.1109       	0.2057       	0.2072         	--             	--            
FirstTries                            	4983         	0.2474       	1.733         	1.61         	2.921           	0.1761        	0.08302      	0.2109       	--           	0            	1.025        	0.03475      	0.2126       	0.2474       	0.2474       	0.4128       	0.2072         	--             	--            
SomeoneTries                          	5620         	0.2303       	1.763         	1.541        	2.59            	0.1719        	0.08364      	0.2003       	--           	0            	1.021        	0.02844      	0.2018       	0.2303       	0.2303       	0.366        	0.2072         	--             	--            
NooneTries                            	4380         	-0.04222     	1.689         	0            	0               	0.04222       	--           	0            	--           	0            	0.975        	-0.04222     	0            	-0.04222     	-0.04222     	0            	0.2072         	--             	--            
InventionOccurs                       	3458         	0.4762       	1.804         	1.657        	3.163           	0.1774        	0.0805       	0.3255       	--           	0            	1.096        	0.1481       	0.328        	0.4762       	0.4762       	0.5949       	0.2072         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3458         	0.4762       	1.804         	1.657        	3.163           	0.1774        	0.0805       	0.3255       	--           	0            	1.096        	0.1481       	0.328        	0.4762       	0.4762       	0.5949       	0.2072         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3458         	0.4762       	1.804         	1.657        	3.163           	0.1774        	0.0805       	0.3255       	--           	0            	1.096        	0.1481       	0.328        	0.4762       	0.4762       	0.5949       	0.2072         	--             	--            
AllHighValue                          	2020         	0.3204       	1.728         	1.5          	2.549           	0.2038        	--           	0.2563       	--           	0            	1.037        	0.05249      	0.2679       	0.3204       	0.3204       	0.3436       	0.2072         	--             	--            
FirstTriesHighValue                   	1737         	0.3622       	1.736         	1.682        	2.964           	0.2221        	0.1072       	0.2854       	--           	0            	1.044        	0.06331      	0.2989       	0.3622       	0.3622       	0.3995       	0.2072         	--             	--            
SomeoneTriesHighValue                 	1846         	0.3541       	1.751         	1.642        	2.789           	0.2195        	0.1085       	0.2805       	--           	0            	1.042        	0.06093      	0.2932       	0.3541       	0.3541       	0.3759       	0.2072         	--             	--            
NooneTriesHighValue                   	174          	-0.03707     	1.483         	0            	0               	0.03707       	--           	0            	--           	0            	0.975        	-0.03707     	0            	-0.03707     	-0.03707     	0            	0.2072         	--             	--            
InventionOccursHighValue              	1172         	0.6807       	1.798         	1.727        	3.334           	0.2229        	0.1043       	0.4418       	--           	0            	1.141        	0.2189       	0.4618       	0.6807       	0.6807       	0.5922       	0.2072         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1172         	0.6807       	1.798         	1.727        	3.334           	0.2229        	0.1043       	0.4418       	--           	0            	1.141        	0.2189       	0.4618       	0.6807       	0.6807       	0.5922       	0.2072         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1172         	0.6807       	1.798         	1.727        	3.334           	0.2229        	0.1043       	0.4418       	--           	0            	1.141        	0.2189       	0.4618       	0.6807       	0.6807       	0.5922       	0.2072         	--             	--            
