                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2293       	1.002         	0.2994       	2.284           	0.09367       	--           	0.08334      	--           	0            	0.9898       	-0.01033     	0.07802      	0.06769      	0.2293       	0.2352       	0.2359         	--             	--            
FirstTries                            	2987         	0.8257       	1.002         	1.002        	7.647           	0.2546        	0.2292       	0.2788       	--           	0            	1.024        	0.02418      	0.261        	0.2852       	0.8257       	0.7874       	0.2359         	--             	--            
SomeoneTries                          	2989         	0.8258       	1.003         	1.002        	7.642           	0.2546        	0.2292       	0.2788       	--           	0            	1.024        	0.0242       	0.261        	0.2852       	0.8258       	0.7869       	0.2359         	--             	--            
NooneTries                            	7011         	-0.02505     	1.002         	0            	0               	0.02505       	--           	0            	--           	0            	0.975        	-0.02505     	0            	-0.02505     	-0.02505     	0            	0.2359         	--             	--            
InventionOccurs                       	2357         	1.12         	1.004         	1.002        	7.7             	0.2498        	0.2242       	0.3536       	--           	0            	1.104        	0.1038       	0.331        	0.4348       	1.12         	0.9979       	0.2359         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2352         	1.122        	1.004         	1.002        	7.702           	0.2497        	0.2241       	0.3543       	--           	0            	1.105        	0.1047       	0.3317       	0.4364       	1.122        	0.9979       	0.2359         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2352         	1.122        	1.004         	1.002        	7.702           	0.2497        	0.2241       	0.3543       	--           	0            	1.105        	0.1047       	0.3317       	0.4364       	1.122        	0.9979       	0.2359         	--             	--            
AllHighValue                          	2063         	0.5981       	1.003         	0.5555       	4.171           	0.1944        	--           	0.1992       	--           	0            	1.005        	0.00485      	0.197        	0.2018       	0.5981       	0.4377       	0.2359         	--             	--            
FirstTriesHighValue                   	1144         	1.097        	1.003         	1.001        	7.522           	0.3301        	0.3047       	0.3589       	--           	0            	1.029        	0.02881      	0.3548       	0.3836       	1.097        	0.7893       	0.2359         	--             	--            
SomeoneTriesHighValue                 	1145         	1.098        	1.003         	1.001        	7.515           	0.3302        	0.3047       	0.359        	--           	0            	1.029        	0.02883      	0.3549       	0.3837       	1.098        	0.7886       	0.2359         	--             	--            
NooneTriesHighValue                   	918          	-0.02505     	1.002         	0            	0               	0.02505       	--           	0            	--           	0            	0.975        	-0.02505     	0            	-0.02505     	-0.02505     	0            	0.2359         	--             	--            
InventionOccursHighValue              	905          	1.481        	1.004         	1.001        	7.582           	0.3259        	0.3003       	0.4542       	--           	0            	1.129        	0.1283       	0.449        	0.5773       	1.481        	0.9978       	0.2359         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	905          	1.481        	1.004         	1.001        	7.582           	0.3259        	0.3003       	0.4542       	--           	0            	1.129        	0.1283       	0.449        	0.5773       	1.481        	0.9978       	0.2359         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	905          	1.481        	1.004         	1.001        	7.582           	0.3259        	0.3003       	0.4542       	--           	0            	1.129        	0.1283       	0.449        	0.5773       	1.481        	0.9978       	0.2359         	--             	--            
