                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.008657    	1.011         	0.1547       	0.3655          	0.02952       	--           	0.01041      	--           	0            	0.9811       	-0.01911     	0.01045      	-0.008657    	-0.008657    	0.0289       	0.0286         	--             	--            
FirstTries                            	1524         	0.083        	1.014         	1.011        	2.398           	0.05307       	0.02745      	0.06791      	0.3437       	0            	1.015        	0.01484      	0.06816      	0.083        	0.083        	0.1896       	0.0286         	--             	--            
SomeoneTries                          	1530         	0.08319      	1.018         	1.011        	2.389           	0.05318       	0.02746      	0.06806      	--           	0            	1.015        	0.01488      	0.06831      	0.08319      	0.08319      	0.1889       	0.0286         	--             	--            
NooneTries                            	8470         	-0.02525     	1.01          	0            	0               	0.02525       	--           	0            	--           	0            	0.975        	-0.02525     	0            	-0.02525     	-0.02525     	0            	0.0286         	--             	--            
InventionOccurs                       	295          	0.6554       	1.024         	1.017        	2.595           	0.05187       	0.02602      	0.353        	--           	0            	1.298        	0.3011       	0.3543       	0.6554       	0.6554       	0.9797       	0.0286         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	294          	0.6578       	1.024         	1.017        	2.596           	0.05192       	0.02607      	0.3542       	--           	0            	1.299        	0.3023       	0.3555       	0.6578       	0.6578       	0.9796       	0.0286         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	294          	0.6578       	1.024         	1.017        	2.596           	0.05192       	0.02607      	0.3542       	--           	0            	1.299        	0.3023       	0.3555       	0.6578       	0.6578       	0.9796       	0.0286         	--             	--            
AllHighValue                          	2010         	0.01488      	1.014         	0.3139       	0.7344          	0.03589       	--           	0.02485      	--           	0            	0.9893       	-0.01104     	0.02592      	0.01488      	0.01488      	0.05572      	0.0286         	--             	--            
FirstTriesHighValue                   	621          	0.1036       	1.016         	1.014        	2.377           	0.05941       	0.03356      	0.07974      	0.4281       	0            	1.021        	0.02033      	0.08323      	0.1036       	0.1036       	0.1804       	0.0286         	--             	--            
SomeoneTriesHighValue                 	622          	0.1046       	1.018         	1.014        	2.373           	0.05945       	0.03356      	0.08029      	--           	0            	1.021        	0.02084      	0.08377      	0.1046       	0.1046       	0.1801       	0.0286         	--             	--            
NooneTriesHighValue                   	1388         	-0.02532     	1.013         	0            	0               	0.02532       	--           	0            	--           	0            	0.975        	-0.02532     	0            	-0.02532     	-0.02532     	0            	0.0286         	--             	--            
InventionOccursHighValue              	113          	0.8453       	1.018         	1.009        	2.698           	0.05777       	0.03199      	0.4419       	--           	0            	1.381        	0.3842       	0.4611       	0.8453       	0.8453       	0.9912       	0.0286         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	113          	0.8453       	1.018         	1.009        	2.698           	0.05777       	0.03199      	0.4419       	--           	0            	1.381        	0.3842       	0.4611       	0.8453       	0.8453       	0.9912       	0.0286         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	113          	0.8453       	1.018         	1.009        	2.698           	0.05777       	0.03199      	0.4419       	--           	0            	1.381        	0.3842       	0.4611       	0.8453       	0.8453       	0.9912       	0.0286         	--             	--            
