                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1052       	1             	0.5464       	1.834           	0.09461       	--           	0.1023       	0.3449       	0            	1.008        	0.00772      	0.09745      	0.1052       	0.1052       	0.2951       	0.2969         	--             	--            
FirstTries                            	5464         	0.2132       	1             	1            	3.357           	0.1524        	0.1274       	0.1873       	0.3449       	0            	1.035        	0.03488      	0.1783       	0.2132       	0.2132       	0.5401       	0.2969         	0.5317         	0.5317        
SomeoneTries                          	5464         	0.2132       	1             	1            	3.357           	0.1524        	0.1274       	0.1873       	0.3449       	0            	1.035        	0.03488      	0.1783       	0.2132       	0.2132       	0.5401       	0.2969         	0.5317         	0.5317        
NooneTries                            	4536         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2969         	--             	--            
InventionOccurs                       	2951         	0.5303       	1             	1            	3.842           	0.1467        	0.1217       	0.3468       	0.3449       	0            	1.2          	0.2001       	0.3302       	0.5303       	0.5303       	1            	0.2969         	0.5618         	0.5618        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2947         	0.5311       	1             	1            	3.842           	0.1468        	0.1218       	0.3472       	0.3452       	0            	1.2          	0.2005       	0.3307       	0.5311       	0.5311       	1            	0.2969         	0.5618         	0.5618        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2947         	0.5311       	1             	1            	3.842           	0.1468        	0.1218       	0.3472       	0.3452       	0            	1.2          	0.2005       	0.3307       	0.5311       	0.5311       	1            	0.2969         	0.5618         	0.5618        
AllHighValue                          	1980         	0.2919       	1             	0.9626       	3.194           	0.1776        	--           	0.2254       	0.4257       	0            	1.048        	0.04778      	0.2441       	0.2919       	0.2919       	0.5212       	0.2969         	--             	--            
FirstTriesHighValue                   	1906         	0.3042       	1             	1            	3.318           	0.1835        	0.1585       	0.2341       	0.4257       	0            	1.051        	0.0506       	0.2536       	0.3042       	0.3042       	0.5414       	0.2969         	0.5288         	0.5288        
SomeoneTriesHighValue                 	1906         	0.3042       	1             	1            	3.318           	0.1835        	0.1585       	0.2341       	0.4257       	0            	1.051        	0.0506       	0.2536       	0.3042       	0.3042       	0.5414       	0.2969         	0.5288         	0.5288        
NooneTriesHighValue                   	74           	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2969         	--             	--            
InventionOccursHighValue              	1032         	0.7254       	1             	1            	3.84            	0.1753        	0.1503       	0.4324       	0.4257       	0            	1.257        	0.2571       	0.4684       	0.7254       	0.7254       	1            	0.2969         	0.5608         	0.5608        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1032         	0.7254       	1             	1            	3.84            	0.1753        	0.1503       	0.4324       	0.4257       	0            	1.257        	0.2571       	0.4684       	0.7254       	0.7254       	1            	0.2969         	0.5608         	0.5608        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1032         	0.7254       	1             	1            	3.84            	0.1753        	0.1503       	0.4324       	0.4257       	0            	1.257        	0.2571       	0.4684       	0.7254       	0.7254       	1            	0.2969         	0.5608         	0.5608        
