                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.08744      	1             	0.457        	1.372           	0.06148       	--           	0.07645      	0.3233       	0.007214     	1.013        	0.01274      	0.0747       	0.08744      	0.08744      	0.2313       	0.2323         	--             	--            
FirstTries                            	4570         	0.221        	1             	1            	3.002           	0.1048        	0.07982      	0.1673       	0.3233       	0.01579      	1.058        	0.05758      	0.1635       	0.221        	0.221        	0.5061       	0.2323         	0.5045         	0.5045        
SomeoneTries                          	4570         	0.221        	1             	1            	3.002           	0.1048        	0.07982      	0.1673       	0.3233       	0.01579      	1.058        	0.05758      	0.1635       	0.221        	0.221        	0.5061       	0.2323         	0.5045         	0.5045        
NooneTries                            	5430         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2323         	--             	--            
InventionOccurs                       	2313         	0.5423       	1             	1            	3.635           	0.1015        	0.07649      	0.3305       	0.3233       	0.03119      	1.219        	0.2194       	0.323        	0.5423       	0.5423       	1            	0.2323         	0.5447         	0.5447        
InadvertentInfringement               	223          	0.3638       	1             	1            	3.763           	0.1007        	0.07566      	0.3235       	0.3235       	0.3235       	1.123        	0.1228       	0.241        	0.3638       	0.3638       	1            	0.2323         	0.5526         	0.5526        
AgreementReached                      	2088         	0.562        	1             	1            	3.622           	0.1016        	0.07662      	0.3316       	0.3235       	0            	1.23         	0.2299       	0.332        	0.562        	0.562        	1            	0.2323         	0.5439         	0.5439        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2311         	0.5429       	1             	1            	3.636           	0.1015        	0.07653      	0.3308       	0.3235       	0.03121      	1.22         	0.2196       	0.3232       	0.5429       	0.5429       	1            	0.2323         	0.5447         	0.5447        
AllHighValue                          	2012         	0.2351       	1             	0.7878       	2.312           	0.1051        	--           	0.17         	0.429        	0.01796      	1.061        	0.06067      	0.1744       	0.2351       	0.2351       	0.3867       	0.2323         	--             	--            
FirstTriesHighValue                   	1585         	0.3052       	1             	1            	2.935           	0.1267        	0.1017       	0.2158       	0.429        	0.02279      	1.084        	0.08375      	0.2214       	0.3052       	0.3052       	0.4909       	0.2323         	0.4993         	0.4993        
SomeoneTriesHighValue                 	1585         	0.3052       	1             	1            	2.935           	0.1267        	0.1017       	0.2158       	0.429        	0.02279      	1.084        	0.08375      	0.2214       	0.3052       	0.3052       	0.4909       	0.2323         	0.4993         	0.4993        
NooneTriesHighValue                   	427          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2323         	--             	--            
InventionOccursHighValue              	778          	0.7566       	1             	1            	3.567           	0.1232        	0.09825      	0.4396       	0.429        	0.04643      	1.306        	0.3055       	0.4511       	0.7566       	0.7566       	1            	0.2323         	0.5394         	0.5394        
InadvertentHighValue                  	84           	0.5791       	1             	1            	3.691           	0.1232        	0.09823      	0.4301       	0.4301       	0.4301       	1.207        	0.2068       	0.3722       	0.5791       	0.5791       	1            	0.2323         	0.547          	0.547         
AgreementReachedHighValue             	694          	0.7781       	1             	1            	3.552           	0.1232        	0.09825      	0.4407       	0.4288       	0            	1.317        	0.3174       	0.4607       	0.7781       	0.7781       	1            	0.2323         	0.5385         	0.5385        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	778          	0.7566       	1             	1            	3.567           	0.1232        	0.09825      	0.4396       	0.429        	0.04643      	1.306        	0.3055       	0.4511       	0.7566       	0.7566       	1            	0.2323         	0.5394         	0.5394        
