                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.05279      	1             	0.366        	0.5933          	0.04388       	--           	0.02678      	0.1641       	0            	0.9829       	-0.01711     	0.06989      	0.05279      	0.05279      	0.1516       	0.1509         	--             	--            
FirstTries                            	3660         	0.1875       	1             	1            	1.621           	0.07659       	0.05159      	0.07316      	0.1641       	0            	0.9966       	-0.003435    	0.191        	0.1875       	0.1875       	0.4142       	0.1509         	0.4106         	0.4106        
SomeoneTries                          	3660         	0.1875       	1             	1            	1.621           	0.07659       	0.05159      	0.07316      	0.1641       	0            	0.9966       	-0.003435    	0.191        	0.1875       	0.1875       	0.4142       	0.1509         	0.4106         	0.4106        
NooneTries                            	6340         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1509         	--             	--            
InventionOccurs                       	1516         	0.5614       	1             	1            	1.795           	0.07623       	0.05123      	0.1766       	0.1641       	0            	1.1          	0.1004       	0.461        	0.5614       	0.5614       	1            	0.1509         	0.4224         	0.4224        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1516         	0.5614       	1             	1            	1.795           	0.07623       	0.05123      	0.1766       	0.1641       	0            	1.1          	0.1004       	0.461        	0.5614       	0.5614       	1            	0.1509         	0.4224         	0.4224        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1516         	0.5614       	1             	1            	1.795           	0.07623       	0.05123      	0.1766       	0.1641       	0            	1.1          	0.1004       	0.461        	0.5614       	0.5614       	1            	0.1509         	0.4224         	0.4224        
AllHighValue                          	1977         	0.1582       	1             	0.5746       	0.8923          	0.06276       	--           	0.05361      	0.2079       	0            	0.9908       	-0.009151    	0.1674       	0.1582       	0.1582       	0.2458       	0.1509         	--             	--            
FirstTriesHighValue                   	1136         	0.2939       	1             	1            	1.553           	0.09071       	0.06571      	0.09329      	0.2079       	0            	1.003        	0.002582     	0.2913       	0.2939       	0.2939       	0.4278       	0.1509         	0.4043         	0.4043        
SomeoneTriesHighValue                 	1136         	0.2939       	1             	1            	1.553           	0.09071       	0.06571      	0.09329      	0.2079       	0            	1.003        	0.002582     	0.2913       	0.2939       	0.2939       	0.4278       	0.1509         	0.4043         	0.4043        
NooneTriesHighValue                   	841          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1509         	--             	--            
InventionOccursHighValue              	486          	0.8091       	1             	1            	1.681           	0.08985       	0.06485      	0.2181       	0.2079       	0            	1.128        	0.1282       	0.6809       	0.8091       	0.8091       	1            	0.1509         	0.4131         	0.4131        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	486          	0.8091       	1             	1            	1.681           	0.08985       	0.06485      	0.2181       	0.2079       	0            	1.128        	0.1282       	0.6809       	0.8091       	0.8091       	1            	0.1509         	0.4131         	0.4131        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	486          	0.8091       	1             	1            	1.681           	0.08985       	0.06485      	0.2181       	0.2079       	0            	1.128        	0.1282       	0.6809       	0.8091       	0.8091       	1            	0.1509         	0.4131         	0.4131        
