                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.009461    	1             	0.0534       	0.06276         	0.02867       	--           	0.004332     	0.1726       	0.004332     	0.9757       	-0.02434     	0.01488      	-0.009461    	-0.009461    	0.0251       	0.02472        	--             	--            
FirstTries                            	534          	0.266        	1             	1            	1.175           	0.09371       	0.06871      	0.08112      	0.1726       	0.08112      	0.9874       	-0.01259     	0.2786       	0.266        	0.266        	0.47         	0.02472        	0.3756         	0.3756        
SomeoneTries                          	534          	0.266        	1             	1            	1.175           	0.09371       	0.06871      	0.08112      	0.1726       	0.08112      	0.9874       	-0.01259     	0.2786       	0.266        	0.266        	0.47         	0.02472        	0.3756         	0.3756        
NooneTries                            	9466         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.02472        	--             	--            
InventionOccurs                       	251          	0.669        	1             	1            	1.174           	0.09627       	0.07127      	0.1726       	0.1726       	0.1726       	1.076        	0.07632      	0.5927       	0.669        	0.669        	1            	0.02472        	0.3755         	0.3755        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	251          	0.669        	1             	1            	1.174           	0.09627       	0.07127      	0.1726       	0.1726       	0.1726       	1.076        	0.07632      	0.5927       	0.669        	0.669        	1            	0.02472        	0.3755         	0.3755        
InventionUsed                         	251          	0.669        	1             	1            	1.174           	0.09627       	0.07127      	0.1726       	0.1726       	0.1726       	1.076        	0.07632      	0.5927       	0.669        	0.669        	1            	0.02472        	0.3755         	0.3755        
AllHighValue                          	2035         	0.02251      	1             	0.1278       	0.1506          	0.03266       	--           	0.01001      	0.1616       	0.01001      	0.9773       	-0.02266     	0.04516      	0.02251      	0.02251      	0.06192      	0.02472        	--             	--            
FirstTriesHighValue                   	260          	0.3468       	1             	1            	1.179           	0.08498       	0.05998      	0.07834      	0.1616       	0.07834      	0.9934       	-0.006648    	0.3535       	0.3468       	0.3468       	0.4846       	0.02472        	0.3761         	0.3761        
SomeoneTriesHighValue                 	260          	0.3468       	1             	1            	1.179           	0.08498       	0.05998      	0.07834      	0.1616       	0.07834      	0.9934       	-0.006648    	0.3535       	0.3468       	0.3468       	0.4846       	0.02472        	0.3761         	0.3761        
NooneTriesHighValue                   	1775         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.02472        	--             	--            
InventionOccursHighValue              	126          	0.7991       	1             	1            	1.179           	0.09189       	0.06689      	0.1616       	0.1616       	0.1616       	1.07         	0.06976      	0.7294       	0.7991       	0.7991       	1            	0.02472        	0.376          	0.376         
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	126          	0.7991       	1             	1            	1.179           	0.09189       	0.06689      	0.1616       	0.1616       	0.1616       	1.07         	0.06976      	0.7294       	0.7991       	0.7991       	1            	0.02472        	0.376          	0.376         
InventionUsedHighValue                	126          	0.7991       	1             	1            	1.179           	0.09189       	0.06689      	0.1616       	0.1616       	0.1616       	1.07         	0.06976      	0.7294       	0.7991       	0.7991       	1            	0.02472        	0.376          	0.376         
