                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1166       	1             	0.5511       	2.399           	0.1134        	--           	0.1255       	0.3831       	0            	1.012        	0.01209      	0.1046       	0.1166       	0.1166       	0.3319       	0.3319         	--             	--            
FirstTries                            	5511         	0.232        	1             	1            	4.353           	0.1855        	0.1605       	0.2278       	0.3831       	0            	1.042        	0.0423       	0.1897       	0.232        	0.232        	0.6023       	0.3319         	0.5892         	0.5892        
SomeoneTries                          	5511         	0.232        	1             	1            	4.353           	0.1855        	0.1605       	0.2278       	0.3831       	0            	1.042        	0.0423       	0.1897       	0.232        	0.232        	0.6023       	0.3319         	0.5892         	0.5892        
NooneTries                            	4489         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3319         	--             	--            
InventionOccurs                       	3319         	0.5066       	1             	1            	5.088           	0.1866        	0.1616       	0.3782       	0.3831       	0            	1.192        	0.1916       	0.315        	0.5066       	0.5066       	1            	0.3319         	0.6335         	0.6335        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3319         	0.5066       	1             	1            	5.088           	0.1866        	0.1616       	0.3782       	0.3831       	0            	1.192        	0.1916       	0.315        	0.5066       	0.5066       	1            	0.3319         	0.6335         	0.6335        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3319         	0.5066       	1             	1            	5.088           	0.1866        	0.1616       	0.3782       	0.3831       	0            	1.192        	0.1916       	0.315        	0.5066       	0.5066       	1            	0.3319         	0.6335         	0.6335        
AllHighValue                          	2023         	0.316        	1             	0.9906       	4.762           	0.2478        	--           	0.303        	0.4848       	0            	1.055        	0.05521      	0.2608       	0.316        	0.316        	0.6253       	0.3319         	--             	--            
FirstTriesHighValue                   	2004         	0.3192       	1             	1            	4.807           	0.2499        	0.2249       	0.3059       	0.4848       	0            	1.056        	0.05597      	0.2633       	0.3192       	0.3192       	0.6312       	0.3319         	0.6162         	0.6162        
SomeoneTriesHighValue                 	2004         	0.3192       	1             	1            	4.807           	0.2499        	0.2249       	0.3059       	0.4848       	0            	1.056        	0.05597      	0.2633       	0.3192       	0.3192       	0.6312       	0.3319         	0.6162         	0.6162        
NooneTriesHighValue                   	19           	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3319         	--             	--            
InventionOccursHighValue              	1265         	0.6534       	1             	1            	5.542           	0.2482        	0.2232       	0.4845       	0.4848       	0            	1.236        	0.2363       	0.4171       	0.6534       	0.6534       	1            	0.3319         	0.6603         	0.6603        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1265         	0.6534       	1             	1            	5.542           	0.2482        	0.2232       	0.4845       	0.4848       	0            	1.236        	0.2363       	0.4171       	0.6534       	0.6534       	1            	0.3319         	0.6603         	0.6603        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1265         	0.6534       	1             	1            	5.542           	0.2482        	0.2232       	0.4845       	0.4848       	0            	1.236        	0.2363       	0.4171       	0.6534       	0.6534       	1            	0.3319         	0.6603         	0.6603        
