                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1059       	1.442         	0.8017       	1.944           	0.1315        	--           	0.1264       	--           	0            	0.9999       	-0.005096    	0.111        	0.1059       	0.1059       	0.2706       	0.2715         	--             	--            
FirstTries                            	5543         	0.2143       	1.451         	1.38         	3.507           	0.2006        	0.1194       	0.2213       	--           	0            	1.021        	0.02075      	0.1935       	0.2143       	0.2143       	0.4882       	0.2715         	--             	--            
SomeoneTries                          	5909         	0.2031       	1.485         	1.357        	3.289           	0.1987        	0.1194       	0.2139       	--           	0            	1.017        	0.01526      	0.1878       	0.2031       	0.2031       	0.4579       	0.2715         	--             	--            
NooneTries                            	4091         	-0.0345      	1.38          	0            	0               	0.0345        	--           	0            	--           	0            	0.975        	-0.0345      	0            	-0.0345      	-0.0345      	0            	0.2715         	--             	--            
InventionOccurs                       	3677         	0.4403       	1.547         	1.459        	3.759           	0.2053        	0.1143       	0.3438       	--           	0            	1.113        	0.1385       	0.3018       	0.4403       	0.4403       	0.7359       	0.2715         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3674         	0.4408       	1.547         	1.459        	3.76            	0.2054        	0.1144       	0.3441       	--           	0            	1.113        	0.1387       	0.3021       	0.4408       	0.4408       	0.736        	0.2715         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3674         	0.4408       	1.547         	1.459        	3.76            	0.2054        	0.1144       	0.3441       	--           	0            	1.113        	0.1387       	0.3021       	0.4408       	0.4408       	0.736        	0.2715         	--             	--            
AllHighValue                          	1947         	0.3006       	1.45          	1.331        	3.201           	0.2326        	--           	0.2672       	--           	0            	1.03         	0.03463      	0.266        	0.3006       	0.3006       	0.4386       	0.2715         	--             	--            
FirstTriesHighValue                   	1790         	0.3258       	1.453         	1.423        	3.481           	0.2452        	0.1479       	0.2862       	--           	0            	1.035        	0.04095      	0.2848       	0.3258       	0.3258       	0.4771       	0.2715         	--             	--            
SomeoneTriesHighValue                 	1834         	0.321        	1.466         	1.413        	3.398           	0.2451        	0.1488       	0.2837       	--           	0            	1.033        	0.03859      	0.2824       	0.321        	0.321        	0.4656       	0.2715         	--             	--            
NooneTriesHighValue                   	113          	-0.02965     	1.186         	0            	0               	0.02965       	--           	0            	--           	0            	0.975        	-0.02965     	0            	-0.02965     	-0.02965     	0            	0.2715         	--             	--            
InventionOccursHighValue              	1157         	0.6445       	1.548         	1.513        	3.834           	0.2527        	0.142        	0.4497       	--           	0            	1.157        	0.1969       	0.4476       	0.6445       	0.6445       	0.7381       	0.2715         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1157         	0.6445       	1.548         	1.513        	3.834           	0.2527        	0.142        	0.4497       	--           	0            	1.157        	0.1969       	0.4476       	0.6445       	0.6445       	0.7381       	0.2715         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1157         	0.6445       	1.548         	1.513        	3.834           	0.2527        	0.142        	0.4497       	--           	0            	1.157        	0.1969       	0.4476       	0.6445       	0.6445       	0.7381       	0.2715         	--             	--            
