                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1015       	1             	0.4648       	2.137           	0.09241       	--           	0.0979       	0.3585       	0            	1.005        	0.00549      	0.09601      	0.1015       	0.1015       	0.2863       	0.2874         	--             	--            
FirstTries                            	4648         	0.2472       	1             	1            	4.598           	0.17          	0.145        	0.2106       	0.3585       	0            	1.041        	0.0406       	0.2066       	0.2472       	0.2472       	0.616        	0.2874         	0.6072         	0.6072        
SomeoneTries                          	4648         	0.2472       	1             	1            	4.598           	0.17          	0.145        	0.2106       	0.3585       	0            	1.041        	0.0406       	0.2066       	0.2472       	0.2472       	0.616        	0.2874         	0.6072         	0.6072        
NooneTries                            	5352         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2874         	--             	--            
InventionOccurs                       	2863         	0.5141       	1             	1            	5.165           	0.1632        	0.1382       	0.342        	0.3585       	0            	1.179        	0.1787       	0.3354       	0.5141       	0.5141       	1            	0.2874         	0.6411         	0.6411        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2861         	0.5146       	1             	1            	5.164           	0.1632        	0.1382       	0.3422       	0.3585       	0            	1.179        	0.179        	0.3356       	0.5146       	0.5146       	1            	0.2874         	0.6411         	0.6411        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2861         	0.5146       	1             	1            	5.164           	0.1632        	0.1382       	0.3422       	0.3585       	0            	1.179        	0.179        	0.3356       	0.5146       	0.5146       	1            	0.2874         	0.6411         	0.6411        
AllHighValue                          	2045         	0.292        	1             	0.8944       	3.771           	0.1846        	--           	0.2257       	0.4296       	0            	1.041        	0.04106      	0.2509       	0.292        	0.292        	0.5276       	0.2874         	--             	--            
FirstTriesHighValue                   	1829         	0.3294       	1             	1            	4.217           	0.2035        	0.1785       	0.2523       	0.4296       	0            	1.049        	0.04887      	0.2806       	0.3294       	0.3294       	0.5899       	0.2874         	0.5829         	0.5829        
SomeoneTriesHighValue                 	1829         	0.3294       	1             	1            	4.217           	0.2035        	0.1785       	0.2523       	0.4296       	0            	1.049        	0.04887      	0.2806       	0.3294       	0.3294       	0.5899       	0.2874         	0.5829         	0.5829        
NooneTriesHighValue                   	216          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2874         	--             	--            
InventionOccursHighValue              	1079         	0.7067       	1             	1            	4.923           	0.1966        	0.1716       	0.4277       	0.4296       	0            	1.231        	0.2311       	0.4756       	0.7067       	0.7067       	1            	0.2874         	0.6249         	0.6249        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1079         	0.7067       	1             	1            	4.923           	0.1966        	0.1716       	0.4277       	0.4296       	0            	1.231        	0.2311       	0.4756       	0.7067       	0.7067       	1            	0.2874         	0.6249         	0.6249        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1079         	0.7067       	1             	1            	4.923           	0.1966        	0.1716       	0.4277       	0.4296       	0            	1.231        	0.2311       	0.4756       	0.7067       	0.7067       	1            	0.2874         	0.6249         	0.6249        
