                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09685      	1             	0.5255       	1.4             	0.06498       	--           	0.0859       	0.8525       	0            	1.021        	0.02092      	0.07593      	0.09685      	0.09685      	0.2528       	0.2544         	--             	--            
FirstTries                            	5255         	0.2069       	1             	1            	2.665           	0.1011        	0.07608      	0.1635       	0.8525       	0            	1.062        	0.06238      	0.1445       	0.2069       	0.2069       	0.4811       	0.2544         	0.48           	0.48          
SomeoneTries                          	5255         	0.2069       	1             	1            	2.665           	0.1011        	0.07608      	0.1635       	0.8525       	0            	1.062        	0.06238      	0.1445       	0.2069       	0.2069       	0.4811       	0.2544         	0.48           	0.48          
NooneTries                            	4745         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2544         	--             	--            
InventionOccurs                       	2528         	0.5425       	1             	1            	3.323           	0.09767       	0.07267      	0.3398       	0.8525       	0            	1.242        	0.2421       	0.3004       	0.5425       	0.5425       	1            	0.2544         	0.5209         	0.5209        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2526         	0.543        	1             	1            	3.32            	0.09768       	0.07268      	0.34         	0.8527       	0            	1.242        	0.2424       	0.3006       	0.543        	0.543        	1            	0.2544         	0.5207         	0.5207        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2526         	0.543        	1             	1            	3.32            	0.09768       	0.07268      	0.34         	0.8527       	0            	1.242        	0.2424       	0.3006       	0.543        	0.543        	1            	0.2544         	0.5207         	0.5207        
AllHighValue                          	2004         	0.2675       	1             	0.8473       	2.332           	0.1075        	--           	0.2022       	1.001        	0            	1.095        	0.09462      	0.1729       	0.2675       	0.2675       	0.4152       	0.2544         	--             	--            
FirstTriesHighValue                   	1698         	0.3202       	1             	1            	2.752           	0.1224        	0.09741      	0.2386       	1.001        	0            	1.116        	0.1162       	0.204        	0.3202       	0.3202       	0.49         	0.2544         	0.4834         	0.4834        
SomeoneTriesHighValue                 	1698         	0.3202       	1             	1            	2.752           	0.1224        	0.09741      	0.2386       	1.001        	0            	1.116        	0.1162       	0.204        	0.3202       	0.3202       	0.49         	0.2544         	0.4834         	0.4834        
NooneTriesHighValue                   	306          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2544         	--             	--            
InventionOccursHighValue              	832          	0.7849       	1             	1            	3.508           	0.1184        	0.09343      	0.4869       	1.001        	0            	1.369        	0.3685       	0.4164       	0.7849       	0.7849       	1            	0.2544         	0.5295         	0.5295        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	832          	0.7849       	1             	1            	3.508           	0.1184        	0.09343      	0.4869       	1.001        	0            	1.369        	0.3685       	0.4164       	0.7849       	0.7849       	1            	0.2544         	0.5295         	0.5295        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	832          	0.7849       	1             	1            	3.508           	0.1184        	0.09343      	0.4869       	1.001        	0            	1.369        	0.3685       	0.4164       	0.7849       	0.7849       	1            	0.2544         	0.5295         	0.5295        
