                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1007       	1             	0.5211       	1.499           	0.06876       	--           	0.08465      	0.3163       	0            	1.016        	0.0159       	0.08481      	0.1007       	0.1007       	0.2612       	0.262          	--             	--            
FirstTries                            	5211         	0.2162       	1             	1            	2.876           	0.109         	0.08397      	0.1624       	0.3163       	0            	1.053        	0.05348      	0.1628       	0.2162       	0.2162       	0.5012       	0.262          	0.4941         	0.4941        
SomeoneTries                          	5211         	0.2162       	1             	1            	2.876           	0.109         	0.08397      	0.1624       	0.3163       	0            	1.053        	0.05348      	0.1628       	0.2162       	0.2162       	0.5012       	0.262          	0.4941         	0.4941        
NooneTries                            	4789         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.262          	--             	--            
InventionOccurs                       	2612         	0.543        	1             	1            	3.557           	0.1058        	0.08083      	0.3241       	0.3163       	0            	1.218        	0.2183       	0.3247       	0.543        	0.543        	1            	0.262          	0.5368         	0.5368        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2610         	0.5434       	1             	1            	3.558           	0.1059        	0.08086      	0.3243       	0.3165       	0            	1.218        	0.2185       	0.325        	0.5434       	0.5434       	1            	0.262          	0.5368         	0.5368        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2610         	0.5434       	1             	1            	3.558           	0.1059        	0.08086      	0.3243       	0.3165       	0            	1.218        	0.2185       	0.325        	0.5434       	0.5434       	1            	0.262          	0.5368         	0.5368        
AllHighValue                          	1983         	0.2785       	1             	0.8901       	2.645           	0.1238        	--           	0.1965       	0.4265       	0            	1.073        	0.0727       	0.2058       	0.2785       	0.2785       	0.4473       	0.262          	--             	--            
FirstTriesHighValue                   	1765         	0.316        	1             	1            	2.972           	0.136         	0.111        	0.2208       	0.4265       	0            	1.085        	0.08476      	0.2313       	0.316        	0.316        	0.5025       	0.262          	0.4988         	0.4988        
SomeoneTriesHighValue                 	1765         	0.316        	1             	1            	2.972           	0.136         	0.111        	0.2208       	0.4265       	0            	1.085        	0.08476      	0.2313       	0.316        	0.316        	0.5025       	0.262          	0.4988         	0.4988        
NooneTriesHighValue                   	218          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.262          	--             	--            
InventionOccursHighValue              	887          	0.7672       	1             	1            	3.745           	0.1323        	0.1073       	0.4393       	0.4265       	0            	1.307        	0.307        	0.4602       	0.7672       	0.7672       	1            	0.262          	0.5469         	0.5469        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	887          	0.7672       	1             	1            	3.745           	0.1323        	0.1073       	0.4393       	0.4265       	0            	1.307        	0.307        	0.4602       	0.7672       	0.7672       	1            	0.262          	0.5469         	0.5469        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	887          	0.7672       	1             	1            	3.745           	0.1323        	0.1073       	0.4393       	0.4265       	0            	1.307        	0.307        	0.4602       	0.7672       	0.7672       	1            	0.262          	0.5469         	0.5469        
