                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	--           	1.006         	0.4571       	1.305           	0.06063       	--           	--           	--           	--           	--           	--           	--           	--           	--           	0.2225       	0.2232         	--             	--            
FirstTries                            	4540         	0.2129       	1.006         	1.005        	2.874           	0.1032        	0.07767      	0.162        	--           	0.01388      	1.054        	0.05452      	0.1584       	0.2129       	0.2129       	0.4901       	0.2232         	--             	--            
SomeoneTries                          	4548         	--           	1.008         	1.005        	2.869           	0.1032        	0.07766      	--           	--           	--           	--           	--           	--           	--           	--           	0.4892       	0.2232         	--             	--            
NooneTries                            	5452         	-0.0251      	1.004         	0            	0               	0.0251        	--           	0            	--           	0            	0.975        	-0.0251      	0            	-0.0251      	-0.0251      	0            	0.2232         	--             	--            
InventionOccurs                       	2235         	--           	1.011         	1.009        	3.528           	0.1015        	0.0756       	--           	--           	--           	--           	--           	--           	--           	--           	0.9955       	0.2232         	--             	--            
InadvertentInfringement               	194          	--           	1.015         	1.01         	3.682           	0.1           	0.0739       	--           	--           	--           	--           	--           	--           	--           	--           	0.9897       	0.2232         	--             	--            
AgreementReached                      	2040         	0.5576       	1.01          	1.008        	3.514           	0.1017        	0.07578      	0.3298       	--           	0            	1.228        	0.2281       	0.3295       	0.5576       	0.5576       	0.9961       	0.2232         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2234         	--           	1.011         	1.009        	3.528           	0.1015        	0.07562      	--           	--           	--           	--           	--           	--           	--           	--           	0.9955       	0.2232         	--             	--            
AllHighValue                          	1977         	0.2258       	1.006         	0.7521       	2.228           	0.09937       	--           	0.1621       	--           	0.01652      	1.059        	0.0589       	0.1669       	0.2258       	0.2258       	0.3703       	0.2232         	--             	--            
FirstTriesHighValue                   	1478         	0.3105       	1.007         	1.006        	2.98            	0.1245        	0.09866      	0.2168       	--           	0.0221       	1.087        	0.08722      	0.2233       	0.3105       	0.3105       	0.4953       	0.2232         	--             	--            
SomeoneTriesHighValue                 	1478         	0.3105       	1.007         	1.006        	2.98            	0.1245        	0.09866      	0.2168       	--           	0.0221       	1.087        	0.08722      	0.2233       	0.3105       	0.3105       	0.4953       	0.2232         	--             	--            
NooneTriesHighValue                   	499          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2232         	--             	--            
InventionOccursHighValue              	733          	0.7544       	1.011         	1.01         	3.726           	0.1227        	0.09643      	0.4372       	--           	0.04457      	1.303        	0.3042       	0.4503       	0.7544       	0.7544       	0.9986       	0.2232         	--             	--            
InadvertentHighValue                  	76           	0.5718       	1.013         	1.013        	4.022           	0.1201        	0.09331      	0.4298       	0.4298       	0.4298       	1.209        	0.2097       	0.3621       	0.5718       	0.5718       	1            	0.2232         	0.5651         	0.5695        
AgreementReachedHighValue             	657          	0.7756       	1.011         	1.009        	3.691           	0.123         	0.09679      	0.4381       	--           	0            	1.314        	0.3151       	0.4605       	0.7756       	0.7756       	0.9985       	0.2232         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	733          	0.7544       	1.011         	1.01         	3.726           	0.1227        	0.09643      	0.4372       	--           	0.04457      	1.303        	0.3042       	0.4503       	0.7544       	0.7544       	0.9986       	0.2232         	--             	--            
