                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1403       	1             	0.4722       	1.372           	0.06239       	--           	0.07784      	0.3227       	0            	1.062        	0.06234      	0.07799      	0.1403       	0.1403       	0.2355       	0.2371         	--             	--            
FirstTries                            	4722         	0.2706       	1             	1            	2.906           	0.1042        	0.07917      	0.1649       	0.3227       	0            	1.105        	0.1055       	0.1652       	0.2706       	0.2706       	0.4987       	0.2371         	0.4964         	0.4964        
SomeoneTries                          	4722         	0.2706       	1             	1            	2.906           	0.1042        	0.07917      	0.1649       	0.3227       	0            	1.105        	0.1055       	0.1652       	0.2706       	0.2706       	0.4987       	0.2371         	0.4964         	0.4964        
NooneTries                            	5278         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2371         	--             	--            
InventionOccurs                       	2355         	0.6055       	1             	1            	3.569           	0.1011        	0.07612      	0.3305       	0.3227       	0            	1.274        	0.2744       	0.3311       	0.6055       	0.6055       	1            	0.2371         	0.5381         	0.5381        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2352         	0.6063       	1             	1            	3.569           	0.1012        	0.07618      	0.331        	0.323        	0            	1.275        	0.2747       	0.3316       	0.6063       	0.6063       	1            	0.2371         	0.5381         	0.5381        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2352         	0.6063       	1             	1            	3.569           	0.1012        	0.07618      	0.331        	0.323        	0            	1.275        	0.2747       	0.3316       	0.6063       	0.6063       	1            	0.2371         	0.5381         	0.5381        
AllHighValue                          	1991         	0.3022       	1             	0.8046       	2.339           	0.1046        	--           	0.1765       	0.427        	0            	1.117        	0.1167       	0.1855       	0.3022       	0.3022       	0.4018       	0.2371         	--             	--            
FirstTriesHighValue                   	1602         	0.3698       	1             	1            	2.907           	0.124         	0.09895      	0.2194       	0.427        	0            	1.139        	0.1392       	0.2306       	0.3698       	0.3698       	0.4994       	0.2371         	0.4946         	0.4946        
SomeoneTriesHighValue                 	1602         	0.3698       	1             	1            	2.907           	0.124         	0.09895      	0.2194       	0.427        	0            	1.139        	0.1392       	0.2306       	0.3698       	0.3698       	0.4994       	0.2371         	0.4946         	0.4946        
NooneTriesHighValue                   	389          	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2371         	--             	--            
InventionOccursHighValue              	800          	0.8242       	1             	1            	3.62            	0.1208        	0.09577      	0.4393       	0.427        	0            	1.363        	0.3625       	0.4617       	0.8242       	0.8242       	1            	0.2371         	0.5392         	0.5392        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	800          	0.8242       	1             	1            	3.62            	0.1208        	0.09577      	0.4393       	0.427        	0            	1.363        	0.3625       	0.4617       	0.8242       	0.8242       	1            	0.2371         	0.5392         	0.5392        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	800          	0.8242       	1             	1            	3.62            	0.1208        	0.09577      	0.4393       	0.427        	0            	1.363        	0.3625       	0.4617       	0.8242       	0.8242       	1            	0.2371         	0.5392         	0.5392        
