                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09504      	1.375         	0.6338       	2.102           	0.129         	--           	0.1233       	--           	0            	0.9999       	-0.005692    	0.1007       	0.09504      	0.09504      	0.2585       	0.2602         	--             	--            
FirstTries                            	4620         	0.2355       	1.359         	1.299        	4.55            	0.2285        	0.1492       	0.2565       	--           	0            	1.029        	0.02799      	0.2076       	0.2355       	0.2355       	0.5595       	0.2602         	--             	--            
SomeoneTries                          	4958         	0.2259       	1.403         	1.278        	4.24            	0.226         	0.1487       	0.2487       	--           	0            	1.025        	0.02278      	0.2032       	0.2259       	0.2259       	0.5214       	0.2602         	--             	--            
NooneTries                            	5042         	-0.03369     	1.347         	0            	0               	0.03369       	--           	0            	--           	0            	0.975        	-0.03369     	0            	-0.03369     	-0.03369     	0            	0.2602         	--             	--            
InventionOccurs                       	3306         	0.4458       	1.452         	1.35         	4.776           	0.2319        	0.1437       	0.373        	--           	0            	1.123        	0.1411       	0.3047       	0.4458       	0.4458       	0.7819       	0.2602         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3301         	0.4468       	1.452         	1.35         	4.776           	0.2319        	0.1437       	0.3736       	--           	0            	1.124        	0.1417       	0.3052       	0.4468       	0.4468       	0.7816       	0.2602         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3301         	0.4468       	1.452         	1.35         	4.776           	0.2319        	0.1437       	0.3736       	--           	0            	1.124        	0.1417       	0.3052       	0.4468       	0.4468       	0.7816       	0.2602         	--             	--            
AllHighValue                          	1976         	0.2896       	1.374         	1.255        	3.716           	0.266         	--           	0.3039       	--           	0            	1.033        	0.0379       	0.2517       	0.2896       	0.2896       	0.4798       	0.2602         	--             	--            
FirstTriesHighValue                   	1800         	0.3117       	1.368         	1.348        	4.079           	0.2827        	0.1842       	0.3259       	--           	0            	1.038        	0.04314      	0.2686       	0.3117       	0.3117       	0.5267       	0.2602         	--             	--            
SomeoneTriesHighValue                 	1854         	0.3106       	1.386         	1.338        	3.961           	0.2815        	0.1844       	0.3239       	--           	0            	1.037        	0.04235      	0.2683       	0.3106       	0.3106       	0.5113       	0.2602         	--             	--            
NooneTriesHighValue                   	122          	-0.02971     	1.189         	0            	0               	0.02971       	--           	0            	--           	0            	0.975        	-0.02971     	0            	-0.02971     	-0.02971     	0            	0.2602         	--             	--            
InventionOccursHighValue              	1218         	0.6067       	1.466         	1.422        	4.456           	0.2947        	0.181        	0.493        	--           	0            	1.167        	0.1984       	0.4084       	0.6067       	0.6067       	0.7783       	0.2602         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1218         	0.6067       	1.466         	1.422        	4.456           	0.2947        	0.181        	0.493        	--           	0            	1.167        	0.1984       	0.4084       	0.6067       	0.6067       	0.7783       	0.2602         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1218         	0.6067       	1.466         	1.422        	4.456           	0.2947        	0.181        	0.493        	--           	0            	1.167        	0.1984       	0.4084       	0.6067       	0.6067       	0.7783       	0.2602         	--             	--            
