                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1013       	1.271         	0.7007       	2.365           	0.1457        	--           	0.1386       	--           	0            	0.9999       	-0.007108    	0.1084       	0.1013       	0.1013       	0.292        	0.2932         	--             	--            
FirstTries                            	5468         	0.2088       	1.278         	1.25         	4.324           	0.2369        	0.1633       	0.2504       	--           	0            	1.021        	0.01351      	0.1953       	0.2088       	0.2088       	0.534        	0.2932         	--             	--            
SomeoneTries                          	5638         	0.2036       	1.3           	1.243        	4.194           	0.2346        	0.1617       	0.2458       	--           	0            	1.019        	0.01127      	0.1923       	0.2036       	0.2036       	0.5179       	0.2932         	--             	--            
NooneTries                            	4362         	-0.03086     	1.234         	0            	0               	0.03086       	--           	0            	--           	0            	0.975        	-0.03086     	0            	-0.03086     	-0.03086     	0            	0.2932         	--             	--            
InventionOccurs                       	3556         	0.4466       	1.354         	1.315        	4.843           	0.2481        	0.1623       	0.3898       	--           	0            	1.136        	0.1416       	0.3049       	0.4466       	0.4466       	0.8211       	0.2932         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3556         	0.4466       	1.354         	1.315        	4.843           	0.2481        	0.1623       	0.3898       	--           	0            	1.136        	0.1416       	0.3049       	0.4466       	0.4466       	0.8211       	0.2932         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3556         	0.4466       	1.354         	1.315        	4.843           	0.2481        	0.1623       	0.3898       	--           	0            	1.136        	0.1416       	0.3049       	0.4466       	0.4466       	0.8211       	0.2932         	--             	--            
AllHighValue                          	2070         	0.276        	1.28          	1.277        	4.715           	0.319         	--           	0.334        	0.5609       	0            	1.023        	0.01503      	0.261        	0.276        	0.276        	0.5502       	0.2932         	--             	--            
FirstTriesHighValue                   	2064         	0.2772       	1.279         	1.279        	4.728           	0.3196        	0.2265       	0.335        	0.5609       	0            	1.023        	0.01544      	0.2618       	0.2772       	0.2772       	0.5518       	0.2932         	0.5572         	0.6725        
SomeoneTriesHighValue                 	2067         	0.2765       	1.28          	1.279        	4.722           	0.3194        	0.2264       	0.3345       	0.5609       	0            	1.023        	0.01509      	0.2614       	0.2765       	0.2765       	0.551        	0.2932         	--             	--            
NooneTriesHighValue                   	3            	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2932         	--             	--            
InventionOccursHighValue              	1370         	0.5652       	1.35          	1.35         	5.374           	0.3339        	0.2237       	0.5047       	0.5609       	0            	1.165        	0.1708       	0.3944       	0.5652       	0.5652       	0.8314       	0.2932         	0.5763         	0.7248        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1370         	0.5652       	1.35          	1.35         	5.374           	0.3339        	0.2237       	0.5047       	0.5609       	0            	1.165        	0.1708       	0.3944       	0.5652       	0.5652       	0.8314       	0.2932         	0.5763         	0.7248        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1370         	0.5652       	1.35          	1.35         	5.374           	0.3339        	0.2237       	0.5047       	0.5609       	0            	1.165        	0.1708       	0.3944       	0.5652       	0.5652       	0.8314       	0.2932         	0.5763         	0.7248        
