                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1111       	1             	0.5811       	2.349           	0.1101        	--           	0.1181       	0.3646       	0            	1.008        	0.008027     	0.1031       	0.1111       	0.1111       	0.3329       	0.334          	--             	--            
FirstTries                            	5811         	0.2093       	1             	1            	4.043           	0.1714        	0.1464       	0.2033       	0.3646       	0            	1.032        	0.03184      	0.1774       	0.2093       	0.2093       	0.5729       	0.334          	0.5685         	0.5685        
SomeoneTries                          	5811         	0.2093       	1             	1            	4.043           	0.1714        	0.1464       	0.2033       	0.3646       	0            	1.032        	0.03184      	0.1774       	0.2093       	0.2093       	0.5729       	0.334          	0.5685         	0.5685        
NooneTries                            	4189         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.334          	--             	--            
InventionOccurs                       	3329         	0.4916       	1             	1            	4.771           	0.1729        	0.1479       	0.3548       	0.3646       	0            	1.182        	0.1819       	0.3097       	0.4916       	0.4916       	1            	0.334          	0.6132         	0.6132        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3326         	0.4922       	1             	1            	4.773           	0.1729        	0.1479       	0.3551       	0.3645       	0            	1.182        	0.1822       	0.31         	0.4922       	0.4922       	1            	0.334          	0.6133         	0.6133        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3326         	0.4922       	1             	1            	4.773           	0.1729        	0.1479       	0.3551       	0.3645       	0            	1.182        	0.1822       	0.31         	0.4922       	0.4922       	1            	0.334          	0.6133         	0.6133        
AllHighValue                          	1974         	0.3038       	1             	0.9458       	4.47            	0.2187        	--           	0.262        	0.4514       	0            	1.043        	0.04325      	0.2605       	0.3038       	0.3038       	0.5805       	0.334          	--             	--            
FirstTriesHighValue                   	1867         	0.3226       	1             	1            	4.726           	0.2299        	0.2049       	0.277        	0.4514       	0            	1.047        	0.04717      	0.2755       	0.3226       	0.3226       	0.6138       	0.334          	0.6113         	0.6113        
SomeoneTriesHighValue                 	1867         	0.3226       	1             	1            	4.726           	0.2299        	0.2049       	0.277        	0.4514       	0            	1.047        	0.04717      	0.2755       	0.3226       	0.3226       	0.6138       	0.334          	0.6113         	0.6113        
NooneTriesHighValue                   	107          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.334          	--             	--            
InventionOccursHighValue              	1146         	0.673        	1             	1            	5.452           	0.2271        	0.2021       	0.4513       	0.4514       	0            	1.224        	0.2242       	0.4488       	0.673        	0.673        	1            	0.334          	0.6548         	0.6548        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1146         	0.673        	1             	1            	5.452           	0.2271        	0.2021       	0.4513       	0.4514       	0            	1.224        	0.2242       	0.4488       	0.673        	0.673        	1            	0.334          	0.6548         	0.6548        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1146         	0.673        	1             	1            	5.452           	0.2271        	0.2021       	0.4513       	0.4514       	0            	1.224        	0.2242       	0.4488       	0.673        	0.673        	1            	0.334          	0.6548         	0.6548        
