                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.05605      	1.006         	0.3925       	0.6042          	0.04682       	--           	0.029        	0.1697       	0            	0.9823       	-0.01782     	0.07387      	0.05605      	0.05605      	0.1596       	0.1594         	--             	--            
FirstTries                            	3909         	0.182        	1.007         	1.003        	1.546           	0.08054       	0.05517      	0.07401      	0.1696       	0            	0.9937       	-0.006528    	0.1885       	0.182        	0.182        	0.4083       	0.1594         	--             	--            
SomeoneTries                          	3913         	0.1823       	1.008         	1.003        	1.544           	0.08058       	0.05518      	0.07411      	0.1697       	0            	0.9937       	-0.006466    	0.1888       	0.1823       	0.1823       	0.4079       	0.1594         	--             	--            
NooneTries                            	6087         	-0.02512     	1.005         	0            	0               	0.02512       	--           	0            	--           	0            	0.975        	-0.02512     	0            	-0.02512     	-0.02512     	0            	0.1594         	--             	--            
InventionOccurs                       	1602         	0.5629       	1.009         	1.004        	1.622           	0.07929       	0.05382      	0.181        	0.1697       	0            	1.101        	0.1017       	0.4611       	0.5629       	0.5629       	0.9963       	0.1594         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1602         	0.5629       	1.009         	1.004        	1.622           	0.07929       	0.05382      	0.181        	0.1697       	0            	1.101        	0.1017       	0.4611       	0.5629       	0.5629       	0.9963       	0.1594         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1602         	0.5629       	1.009         	1.004        	1.622           	0.07929       	0.05382      	0.181        	0.1697       	0            	1.101        	0.1017       	0.4611       	0.5629       	0.5629       	0.9963       	0.1594         	--             	--            
AllHighValue                          	1964         	0.1617       	1.008         	0.6273       	0.8954          	0.06691       	--           	0.05488      	0.2065       	0            	0.9883       	-0.01204     	0.1737       	0.1617       	0.1617       	0.2541       	0.1594         	--             	--            
FirstTriesHighValue                   	1225         	0.273        	1.007         	1.004        	1.436           	0.09192       	0.06649      	0.08755      	0.2063       	0            	0.9962       	-0.004368    	0.2774       	0.273        	0.273        	0.4073       	0.1594         	--             	--            
SomeoneTriesHighValue                 	1227         	0.2739       	1.009         	1.004        	1.433           	0.09199       	0.06652      	0.08784      	0.2065       	0            	0.9963       	-0.004146    	0.2781       	0.2739       	0.2739       	0.4067       	0.1594         	--             	--            
NooneTriesHighValue                   	737          	-0.02517     	1.007         	0            	0               	0.02517       	--           	0            	--           	0            	0.975        	-0.02517     	0            	-0.02517     	-0.02517     	0            	0.1594         	--             	--            
InventionOccursHighValue              	501          	0.8038       	1.004         	1            	1.49            	0.09232       	0.06722      	0.2151       	0.2065       	0            	1.123        	0.1228       	0.681        	0.8038       	0.8038       	0.996        	0.1594         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	501          	0.8038       	1.004         	1            	1.49            	0.09232       	0.06722      	0.2151       	0.2065       	0            	1.123        	0.1228       	0.681        	0.8038       	0.8038       	0.996        	0.1594         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	501          	0.8038       	1.004         	1            	1.49            	0.09232       	0.06722      	0.2151       	0.2065       	0            	1.123        	0.1228       	0.681        	0.8038       	0.8038       	0.996        	0.1594         	--             	--            
