                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.08907      	1             	0.4982       	1.398           	0.06239       	--           	0.07503      	0.2992       	0.0002146    	1.012        	0.01249      	0.07657      	0.08907      	0.08907      	0.2486       	0.2488         	--             	--            
FirstTries                            	4982         	0.204        	1             	1            	2.806           	0.1001        	0.07506      	0.1506       	0.2992       	0.0004308    	1.05         	0.05025      	0.1537       	0.204        	0.204        	0.499        	0.2488         	0.4915         	0.4915        
SomeoneTries                          	4982         	0.204        	1             	1            	2.806           	0.1001        	0.07506      	0.1506       	0.2992       	0.0004308    	1.05         	0.05025      	0.1537       	0.204        	0.204        	0.499        	0.2488         	0.4915         	0.4915        
NooneTries                            	5018         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2488         	--             	--            
InventionOccurs                       	2486         	0.5124       	1             	1            	3.411           	0.0968        	0.0718       	0.3018       	0.2992       	0.0008633    	1.204        	0.2044       	0.308        	0.5124       	0.5124       	1            	0.2488         	0.5298         	0.5298        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2433         	0.5249       	1             	1            	3.412           	0.09699       	0.07199      	0.3075       	0.3037       	0            	1.211        	0.2105       	0.3144       	0.5249       	0.5249       	1            	0.2488         	0.5298         	0.5298        
IntentionalInfringement               	15           	-0.005915    	1             	1            	3.91            	0.1099        	0.08492      	0.1431       	0.1431       	0.1431       	0.9332       	-0.06684     	0.06092      	-0.005915    	-0.005915    	1            	0.2488         	0.5563         	0.5563        
InventionUsed                         	2448         	0.5216       	1             	1            	3.415           	0.09707       	0.07207      	0.3065       	0.3028       	0.0008767    	1.209        	0.2088       	0.3128       	0.5216       	0.5216       	1            	0.2488         	0.53           	0.53          
AllHighValue                          	2020         	0.243        	1             	0.7441       	2.243           	0.09517       	--           	0.1577       	0.4252       	0            	1.063        	0.06255      	0.1804       	0.243        	0.243        	0.3762       	0.2488         	--             	--            
FirstTriesHighValue                   	1503         	0.3351       	1             	1            	3.014           	0.1193        	0.09431      	0.212        	0.4252       	0            	1.093        	0.09267      	0.2425       	0.3351       	0.3351       	0.5057       	0.2488         	0.5038         	0.5038        
SomeoneTriesHighValue                 	1503         	0.3351       	1             	1            	3.014           	0.1193        	0.09431      	0.212        	0.4252       	0            	1.093        	0.09267      	0.2425       	0.3351       	0.3351       	0.5057       	0.2488         	0.5038         	0.5038        
NooneTriesHighValue                   	517          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2488         	--             	--            
InventionOccursHighValue              	760          	0.7837       	1             	1            	3.695           	0.1151        	0.09007      	0.4192       	0.4252       	0            	1.304        	0.3042       	0.4795       	0.7837       	0.7837       	1            	0.2488         	0.5464         	0.5464        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	760          	0.7837       	1             	1            	3.695           	0.1151        	0.09007      	0.4192       	0.4252       	0            	1.304        	0.3042       	0.4795       	0.7837       	0.7837       	1            	0.2488         	0.5464         	0.5464        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	760          	0.7837       	1             	1            	3.695           	0.1151        	0.09007      	0.4192       	0.4252       	0            	1.304        	0.3042       	0.4795       	0.7837       	0.7837       	1            	0.2488         	0.5464         	0.5464        
