                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.001471    	1.114         	0.1128       	0.117           	0.03361       	--           	0.005632     	0.1241       	0.005632     	0.975        	-0.02798     	0.02651      	-0.001471    	-0.001471    	0.0412       	0.03997        	--             	--            
FirstTries                            	998          	0.2265       	1.115         	1.043        	1.172           	0.08056       	0.05091      	0.05286      	0.1224       	0.05286      	0.9759       	-0.0277      	0.2542       	0.2265       	0.2265       	0.4128       	0.03997        	--             	--            
SomeoneTries                          	1085         	0.2134       	1.186         	1.04         	1.078           	0.08279       	0.05151      	0.05191      	0.1241       	0.05191      	0.9751       	-0.03088     	0.2443       	0.2134       	0.2134       	0.3797       	0.03997        	--             	--            
NooneTries                            	8915         	-0.02763     	1.105         	0            	0               	0.02763       	--           	0            	--           	0            	0.975        	-0.02763     	0            	-0.02763     	-0.02763     	0            	0.03997        	--             	--            
InventionOccurs                       	454          	0.6246       	1.172         	1.062        	1.115           	0.08339       	0.0519       	0.1241       	0.1241       	0.1241       	1.04         	0.04066      	0.5839       	0.6246       	0.6246       	0.9075       	0.03997        	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	454          	0.6246       	1.172         	1.062        	1.115           	0.08339       	0.0519       	0.1241       	0.1241       	0.1241       	1.04         	0.04066      	0.5839       	0.6246       	0.6246       	0.9075       	0.03997        	--             	--            
InventionUsed                         	454          	0.6246       	1.172         	1.062        	1.115           	0.08339       	0.0519       	0.1241       	0.1241       	0.1241       	1.04         	0.04066      	0.5839       	0.6246       	0.6246       	0.9075       	0.03997        	--             	--            
AllHighValue                          	1934         	0.06102      	1.119         	0.303        	0.3202          	0.04848       	--           	0.01989      	0.1658       	0.01989      	0.975        	-0.02859     	0.08961      	0.06102      	0.06102      	0.1101       	0.03997        	--             	--            
FirstTriesHighValue                   	523          	0.2915       	1.119         	1.05         	1.184           	0.09762       	0.06725      	0.06998      	0.1641       	0.06998      	0.9762       	-0.02764     	0.3192       	0.2915       	0.2915       	0.4073       	0.03997        	--             	--            
SomeoneTriesHighValue                 	560          	0.2779       	1.177         	1.046        	1.106           	0.1002        	0.06858      	0.06869      	0.1658       	0.06869      	0.9749       	-0.03155     	0.3095       	0.2779       	0.2779       	0.3804       	0.03997        	--             	--            
NooneTriesHighValue                   	1374         	-0.02738     	1.095         	0            	0               	0.02738       	--           	0            	--           	0            	0.975        	-0.02738     	0            	-0.02738     	-0.02738     	0            	0.03997        	--             	--            
InventionOccursHighValue              	232          	0.8113       	1.168         	1.073        	1.139           	0.1015        	0.06911      	0.1658       	0.1658       	0.1658       	1.062        	0.06429      	0.747        	0.8113       	0.8113       	0.9181       	0.03997        	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	232          	0.8113       	1.168         	1.073        	1.139           	0.1015        	0.06911      	0.1658       	0.1658       	0.1658       	1.062        	0.06429      	0.747        	0.8113       	0.8113       	0.9181       	0.03997        	--             	--            
InventionUsedHighValue                	232          	0.8113       	1.168         	1.073        	1.139           	0.1015        	0.06911      	0.1658       	0.1658       	0.1658       	1.062        	0.06429      	0.747        	0.8113       	0.8113       	0.9181       	0.03997        	--             	--            
