                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1099       	1.873         	0.9166       	1.363           	0.1136        	--           	0.114        	--           	0            	1.001        	0.0003854    	0.1095       	0.1099       	0.1099       	0.189        	0.189          	--             	--            
FirstTries                            	4894         	0.2492       	1.874         	1.713        	2.784           	0.1701        	0.07279      	0.2142       	--           	0            	1.026        	0.04409      	0.2051       	0.2492       	0.2492       	0.3862       	0.189          	--             	--            
SomeoneTries                          	5677         	0.2288       	1.891         	1.615        	2.4             	0.1649        	0.07411      	0.2008       	--           	0            	1.021        	0.03587      	0.1929       	0.2288       	0.2288       	0.3329       	0.189          	--             	--            
NooneTries                            	4323         	-0.04621     	1.848         	0            	0               	0.04621       	--           	0            	--           	0            	0.975        	-0.04621     	0            	-0.04621     	-0.04621     	0            	0.189          	--             	--            
InventionOccurs                       	3514         	0.4678       	1.915         	1.729        	2.985           	0.1682        	0.07078      	0.3243       	--           	0            	1.088        	0.1562       	0.3117       	0.4678       	0.4678       	0.5378       	0.189          	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3514         	0.4678       	1.915         	1.729        	2.985           	0.1682        	0.07078      	0.3243       	--           	0            	1.088        	0.1562       	0.3117       	0.4678       	0.4678       	0.5378       	0.189          	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3514         	0.4678       	1.915         	1.729        	2.985           	0.1682        	0.07078      	0.3243       	--           	0            	1.088        	0.1562       	0.3117       	0.4678       	0.4678       	0.5378       	0.189          	--             	--            
AllHighValue                          	1975         	0.3118       	1.877         	1.473        	2.254           	0.1832        	--           	0.2539       	--           	0            	1.041        	0.07068      	0.2412       	0.3118       	0.3118       	0.2901       	0.189          	--             	--            
FirstTriesHighValue                   	1532         	0.3844       	1.881         	1.785        	2.905           	0.21          	0.09229      	0.3054       	--           	0            	1.055        	0.09541      	0.289        	0.3844       	0.3844       	0.374        	0.189          	--             	--            
SomeoneTriesHighValue                 	1706         	0.368        	1.893         	1.705        	2.609           	0.2051        	0.09428      	0.2939       	--           	0            	1.051        	0.08883      	0.2792       	0.368        	0.368        	0.3359       	0.189          	--             	--            
NooneTriesHighValue                   	269          	-0.04442     	1.777         	0            	0               	0.04442       	--           	0            	--           	0            	0.975        	-0.04442     	0            	-0.04442     	-0.04442     	0            	0.189          	--             	--            
InventionOccursHighValue              	1086         	0.6947       	1.918         	1.792        	3.167           	0.2057        	0.08949      	0.4618       	--           	0            	1.144        	0.2561       	0.4386       	0.6947       	0.6947       	0.5276       	0.189          	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1086         	0.6947       	1.918         	1.792        	3.167           	0.2057        	0.08949      	0.4618       	--           	0            	1.144        	0.2561       	0.4386       	0.6947       	0.6947       	0.5276       	0.189          	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1086         	0.6947       	1.918         	1.792        	3.167           	0.2057        	0.08949      	0.4618       	--           	0            	1.144        	0.2561       	0.4386       	0.6947       	0.6947       	0.5276       	0.189          	--             	--            
