                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1692       	3.682         	2.024        	2.111           	0.3533        	--           	0.1812       	--           	0            	0.9991       	-0.005655    	0.1749       	0.1692       	0.1692       	0.1504       	0.1512         	--             	--            
FirstTries                            	5500         	0.215        	3.684         	3.295        	3.837           	0.5293        	0.1291       	0.2991       	--           	0            	0.9813       	-0.07246     	0.2875       	0.215        	0.215        	0.2735       	0.1512         	--             	--            
SomeoneTries                          	6891         	0.2063       	3.689         	2.938        	3.063           	0.4714        	0.1222       	0.263        	--           	0            	0.9879       	-0.04749     	0.2538       	0.2063       	0.2063       	0.2183       	0.1512         	--             	--            
NooneTries                            	3109         	0.08708      	3.666         	0            	0               	0.09166       	--           	0            	--           	0            	1.024        	0.08708      	0            	0.08708      	0.08708      	0            	0.1512         	--             	--            
InventionOccurs                       	5477         	0.292        	3.702         	3.219        	3.621           	0.5174        	0.1273       	0.3309       	--           	0            	0.9941       	-0.02729     	0.3193       	0.292        	0.292        	0.2746       	0.1512         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5475         	0.2921       	3.702         	3.219        	3.621           	0.5175        	0.1273       	0.331        	--           	0            	0.9941       	-0.02725     	0.3194       	0.2921       	0.2921       	0.2747       	0.1512         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	5475         	0.2921       	3.702         	3.219        	3.621           	0.5175        	0.1273       	0.331        	--           	0            	0.9941       	-0.02725     	0.3194       	0.2921       	0.2921       	0.2747       	0.1512         	--             	--            
AllHighValue                          	1995         	0.2231       	3.679         	3.501        	4.209           	0.742         	--           	0.4158       	--           	0            	0.953        	-0.1794      	0.4024       	0.2231       	0.2231       	0.2501       	0.1512         	--             	--            
FirstTriesHighValue                   	1891         	0.2217       	3.683         	3.586        	4.44            	0.7591        	0.1856       	0.4243       	--           	0            	0.9505       	-0.1886      	0.4102       	0.2217       	0.2217       	0.2639       	0.1512         	--             	--            
SomeoneTriesHighValue                 	1991         	0.2233       	3.68          	3.508        	4.217           	0.7433        	0.185        	0.4166       	--           	0            	0.9528       	-0.1799      	0.4032       	0.2233       	0.2233       	0.2506       	0.1512         	--             	--            
NooneTriesHighValue                   	4            	0.08312      	3.5           	0            	0               	0.0875        	--           	0            	--           	0            	1.024        	0.08312      	0            	0.08312      	0.08312      	0            	0.1512         	--             	--            
InventionOccursHighValue              	1810         	0.2901       	3.698         	3.578        	4.483           	0.7588        	0.1857       	0.4583       	--           	0            	0.9609       	-0.1535      	0.4436       	0.2901       	0.2901       	0.2757       	0.1512         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1810         	0.2901       	3.698         	3.578        	4.483           	0.7588        	0.1857       	0.4583       	--           	0            	0.9609       	-0.1535      	0.4436       	0.2901       	0.2901       	0.2757       	0.1512         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1810         	0.2901       	3.698         	3.578        	4.483           	0.7588        	0.1857       	0.4583       	--           	0            	0.9609       	-0.1535      	0.4436       	0.2901       	0.2901       	0.2757       	0.1512         	--             	--            
