                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1962       	1.171         	0.9479       	3.082           	0.2558        	--           	0.2371       	--           	0            	1            	-0.01872     	0.2149       	0.1962       	0.1962       	0.7217       	0.7219         	--             	--            
FirstTries                            	8062         	0.248        	1.175         	1.162        	3.823           	0.308         	0.2395       	0.2917       	--           	0            	1.006        	-0.01623     	0.2642       	0.248        	0.248        	0.8952       	0.7219         	--             	--            
SomeoneTries                          	8176         	0.2461       	1.187         	1.159        	3.77            	0.3068        	0.2385       	0.29         	--           	0            	1.006        	-0.01677     	0.2629       	0.2461       	0.2461       	0.8827       	0.7219         	--             	--            
NooneTries                            	1824         	-0.02745     	1.098         	0            	0               	0.02745       	--           	0            	--           	0            	0.975        	-0.02745     	0            	-0.02745     	-0.02745     	0            	0.7219         	--             	--            
InventionOccurs                       	7954         	0.2589       	1.191         	1.164        	3.799           	0.3094        	0.2399       	0.2981       	--           	0            	1.012        	-0.01127     	0.2702       	0.2589       	0.2589       	0.9073       	0.7219         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	7945         	0.2596       	1.191         	1.164        	3.799           	0.3093        	0.2399       	0.2984       	--           	0            	1.012        	-0.0109      	0.2705       	0.2596       	0.2596       	0.9072       	0.7219         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	7945         	0.2596       	1.191         	1.164        	3.799           	0.3093        	0.2399       	0.2984       	--           	0            	1.012        	-0.0109      	0.2705       	0.2596       	0.2596       	0.9072       	0.7219         	--             	--            
AllHighValue                          	1922         	0.3725       	1.169         	1.136        	5.891           	0.4886        	--           	0.4614       	--           	0            	1.009        	-0.02727     	0.3998       	0.3725       	0.3725       	0.8876       	0.7219         	--             	--            
FirstTriesHighValue                   	1870         	0.382        	1.168         	1.163        	6.054           	0.4987        	0.4048       	0.472        	--           	0            	1.01         	-0.02674     	0.4087       	0.382        	0.382        	0.9123       	0.7219         	--             	--            
SomeoneTriesHighValue                 	1879         	0.3816       	1.172         	1.162        	6.025           	0.4992        	0.4054       	0.4719       	--           	0            	1.009        	-0.0273      	0.4089       	0.3816       	0.3816       	0.9079       	0.7219         	--             	--            
NooneTriesHighValue                   	43           	-0.02616     	1.047         	0            	0               	0.02616       	--           	0            	--           	0            	0.975        	-0.02616     	0            	-0.02616     	-0.02616     	0            	0.7219         	--             	--            
InventionOccursHighValue              	1848         	0.3956       	1.175         	1.165        	6.048           	0.5           	0.4051       	0.4798       	--           	0            	1.017        	-0.0202      	0.4158       	0.3956       	0.3956       	0.9232       	0.7219         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1848         	0.3956       	1.175         	1.165        	6.048           	0.5           	0.4051       	0.4798       	--           	0            	1.017        	-0.0202      	0.4158       	0.3956       	0.3956       	0.9232       	0.7219         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1848         	0.3956       	1.175         	1.165        	6.048           	0.5           	0.4051       	0.4798       	--           	0            	1.017        	-0.0202      	0.4158       	0.3956       	0.3956       	0.9232       	0.7219         	--             	--            
