                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.009956    	1             	0.1263       	0.3275          	0.02829       	--           	0.009167     	1.185        	0            	0.9809       	-0.01912     	0.009167     	-0.009956    	-0.009956    	0.0261       	0.0266         	--             	--            
FirstTries                            	1263         	0.09412      	1             	1            	2.593           	0.05105       	0.02605      	0.07258      	1.185        	0            	1.022        	0.02153      	0.07258      	0.09412      	0.09412      	0.2067       	0.0266         	0.1878         	0.1878        
SomeoneTries                          	1263         	0.09412      	1             	1            	2.593           	0.05105       	0.02605      	0.07258      	1.185        	0            	1.022        	0.02153      	0.07258      	0.09412      	0.09412      	0.2067       	0.0266         	0.1878         	0.1878        
NooneTries                            	8737         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.0266         	--             	--            
InventionOccurs                       	261          	0.6526       	1             	1            	2.954           	0.04986       	0.02486      	0.3512       	1.185        	0            	1.301        	0.3014       	0.3512       	0.6526       	0.6526       	1            	0.0266         	0.1942         	0.1942        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	261          	0.6526       	1             	1            	2.954           	0.04986       	0.02486      	0.3512       	1.185        	0            	1.301        	0.3014       	0.3512       	0.6526       	0.6526       	1            	0.0266         	0.1942         	0.1942        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	261          	0.6526       	1             	1            	2.954           	0.04986       	0.02486      	0.3512       	1.185        	0            	1.301        	0.3014       	0.3512       	0.6526       	0.6526       	1            	0.0266         	0.1942         	0.1942        
AllHighValue                          	2008         	0.009968     	1             	0.2296       	0.6689          	0.03226       	--           	0.02111      	1.212        	0            	0.9889       	-0.01115     	0.02111      	0.009968     	0.009968     	0.04681      	0.0266         	--             	--            
FirstTriesHighValue                   	461          	0.1273       	1             	1            	2.914           	0.05662       	0.03162      	0.09196      	1.212        	0            	1.035        	0.03535      	0.09196      	0.1273       	0.1273       	0.2039       	0.0266         	0.1933         	0.1933        
SomeoneTriesHighValue                 	461          	0.1273       	1             	1            	2.914           	0.05662       	0.03162      	0.09196      	1.212        	0            	1.035        	0.03535      	0.09196      	0.1273       	0.1273       	0.2039       	0.0266         	0.1933         	0.1933        
NooneTriesHighValue                   	1547         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.0266         	--             	--            
InventionOccursHighValue              	94           	0.8468       	1             	1            	3.455           	0.0552        	0.0302       	0.451        	1.212        	0            	1.396        	0.3958       	0.451        	0.8468       	0.8468       	1            	0.0266         	0.2026         	0.2026        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	94           	0.8468       	1             	1            	3.455           	0.0552        	0.0302       	0.451        	1.212        	0            	1.396        	0.3958       	0.451        	0.8468       	0.8468       	1            	0.0266         	0.2026         	0.2026        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	94           	0.8468       	1             	1            	3.455           	0.0552        	0.0302       	0.451        	1.212        	0            	1.396        	0.3958       	0.451        	0.8468       	0.8468       	1            	0.0266         	0.2026         	0.2026        
