                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.3726       	1             	0.8557       	0.909           	0.08419       	--           	0.2279       	0.2771       	0            	1.144        	0.1437       	0.2289       	0.3726       	0.3726       	0.8138       	0.8143         	--             	--            
FirstTries                            	8557         	0.4397       	1             	1            	1.062           	0.09417       	0.06917      	0.2664       	0.2771       	0            	1.172        	0.1722       	0.2675       	0.4397       	0.4397       	0.951        	0.8143         	0.9512         	0.9512        
SomeoneTries                          	8557         	0.4397       	1             	1            	1.062           	0.09417       	0.06917      	0.2664       	0.2771       	0            	1.172        	0.1722       	0.2675       	0.4397       	0.4397       	0.951        	0.8143         	0.9512         	0.9512        
NooneTries                            	1443         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.8143         	--             	--            
InventionOccurs                       	8138         	0.4672       	1             	1            	1.061           	0.09416       	0.06916      	0.2801       	0.2771       	0            	1.186        	0.1859       	0.2813       	0.4672       	0.4672       	1            	0.8143         	0.9512         	0.9512        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	8127         	0.4679       	1             	1            	1.061           	0.09417       	0.06917      	0.2805       	0.2774       	0            	1.186        	0.1863       	0.2817       	0.4679       	0.4679       	1            	0.8143         	0.9512         	0.9512        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	8127         	0.4679       	1             	1            	1.061           	0.09417       	0.06917      	0.2805       	0.2774       	0            	1.186        	0.1863       	0.2817       	0.4679       	0.4679       	1            	0.8143         	0.9512         	0.9512        
AllHighValue                          	1995         	0.752        	1             	1            	1.115           	0.102         	0.07702      	0.4161       	0.4269       	0            	1.314        	0.314        	0.438        	0.752        	0.752        	0.9489       	0.8143         	0.9518         	0.9518        
FirstTriesHighValue                   	1995         	0.752        	1             	1            	1.115           	0.102         	0.07702      	0.4161       	0.4269       	0            	1.314        	0.314        	0.438        	0.752        	0.752        	0.9489       	0.8143         	0.9518         	0.9518        
SomeoneTriesHighValue                 	1995         	0.752        	1             	1            	1.115           	0.102         	0.07702      	0.4161       	0.4269       	0            	1.314        	0.314        	0.438        	0.752        	0.752        	0.9489       	0.8143         	0.9518         	0.9518        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1893         	0.7979       	1             	1            	1.112           	0.1022        	0.07717      	0.4385       	0.4269       	0            	1.336        	0.3363       	0.4616       	0.7979       	0.7979       	1            	0.8143         	0.9518         	0.9518        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1893         	0.7979       	1             	1            	1.112           	0.1022        	0.07717      	0.4385       	0.4269       	0            	1.336        	0.3363       	0.4616       	0.7979       	0.7979       	1            	0.8143         	0.9518         	0.9518        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1893         	0.7979       	1             	1            	1.112           	0.1022        	0.07717      	0.4385       	0.4269       	0            	1.336        	0.3363       	0.4616       	0.7979       	0.7979       	1            	0.8143         	0.9518         	0.9518        
