                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
FirstTries                            	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
SomeoneTries                          	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
NooneTries                            	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccurs                       	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
InadvertentInfringement               	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	10000        	-5.482       	9.666         	9.666        	7.907           	5.78          	0.5732       	6.315        	6.315        	6.315        	1.045        	0.4346       	-5.917       	-5.482       	-5.482       	0.1052       	0.1053         	0.1037         	1             
AllHighValue                          	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
FirstTriesHighValue                   	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
SomeoneTriesHighValue                 	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
InadvertentHighValue                  	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1980         	-4.998       	9.667         	9.667        	7.832           	5.697         	0.565        	6.264        	6.264        	6.264        	1.048        	0.4668       	-5.465       	-4.998       	-4.998       	0.1045       	0.1053         	0.1036         	1             
