                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1097       	1.759         	0.8474       	1.425           	0.114         	--           	0.1118       	--           	0            	1.001        	-0.002144    	0.1118       	0.1097       	0.1097       	0.1975       	0.1974         	--             	--            
FirstTries                            	4827         	0.2585       	1.757         	1.651        	2.952           	0.1794        	0.08254      	0.2189       	--           	0            	1.027        	0.03956      	0.2189       	0.2585       	0.2585       	0.4092       	0.1974         	--             	--            
SomeoneTries                          	5334         	0.2436       	1.78          	1.589        	2.672           	0.1757        	0.08335      	0.2097       	--           	0            	1.023        	0.03394      	0.2097       	0.2436       	0.2436       	0.3703       	0.1974         	--             	--            
NooneTries                            	4666         	-0.04339     	1.736         	0            	0               	0.04339       	--           	0            	--           	0            	0.975        	-0.04339     	0            	-0.04339     	-0.04339     	0            	0.1974         	--             	--            
InventionOccurs                       	3318         	0.4912       	1.825         	1.702        	3.28            	0.1829        	0.08107      	0.3371       	--           	0            	1.097        	0.1542       	0.3371       	0.4912       	0.4912       	0.5952       	0.1974         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3318         	0.4912       	1.825         	1.702        	3.28            	0.1829        	0.08107      	0.3371       	--           	0            	1.097        	0.1542       	0.3371       	0.4912       	0.4912       	0.5952       	0.1974         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3318         	0.4912       	1.825         	1.702        	3.28            	0.1829        	0.08107      	0.3371       	--           	0            	1.097        	0.1542       	0.3371       	0.4912       	0.4912       	0.5952       	0.1974         	--             	--            
AllHighValue                          	1997         	0.3168       	1.761         	1.449        	2.546           	0.1953        	--           	0.2561       	--           	0            	1.041        	0.06071      	0.2561       	0.3168       	0.3168       	0.3335       	0.1974         	--             	--            
FirstTriesHighValue                   	1629         	0.3788       	1.765         	1.683        	3.121           	0.2191        	0.1045       	0.2989       	--           	0            	1.053        	0.07981      	0.2989       	0.3788       	0.3788       	0.4088       	0.1974         	--             	--            
SomeoneTriesHighValue                 	1782         	0.3597       	1.785         	1.624        	2.853           	0.2142        	0.1051       	0.287        	--           	0            	1.049        	0.07274      	0.287        	0.3597       	0.3597       	0.3737       	0.1974         	--             	--            
NooneTriesHighValue                   	215          	-0.03895     	1.558         	0            	0               	0.03895       	--           	0            	--           	0            	0.975        	-0.03895     	0            	-0.03895     	-0.03895     	0            	0.1974         	--             	--            
InventionOccursHighValue              	1133         	0.6784       	1.816         	1.728        	3.542           	0.2242        	0.1037       	0.4513       	--           	0            	1.143        	0.2271       	0.4513       	0.6784       	0.6784       	0.5878       	0.1974         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1133         	0.6784       	1.816         	1.728        	3.542           	0.2242        	0.1037       	0.4513       	--           	0            	1.143        	0.2271       	0.4513       	0.6784       	0.6784       	0.5878       	0.1974         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1133         	0.6784       	1.816         	1.728        	3.542           	0.2242        	0.1037       	0.4513       	--           	0            	1.143        	0.2271       	0.4513       	0.6784       	0.6784       	0.5878       	0.1974         	--             	--            
