                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09904      	1.346         	0.677        	2.067           	0.1266        	--           	0.1203       	--           	0            	0.9997       	-0.006314    	0.1054       	0.09904      	0.09904      	0.2713       	0.2723         	--             	--            
FirstTries                            	5028         	0.2234       	1.345         	1.265        	4.112           	0.2081        	0.1375       	0.2307       	--           	0            	1.025        	0.02253      	0.2009       	0.2234       	0.2234       	0.5396       	0.2723         	--             	--            
SomeoneTries                          	5439         	0.2091       	1.395         	1.245        	3.801           	0.2058        	0.1368       	0.2212       	--           	0            	1.02         	0.01537      	0.1937       	0.2091       	0.2091       	0.4988       	0.2723         	--             	--            
NooneTries                            	4561         	-0.03217     	1.287         	0            	0               	0.03217       	--           	0            	--           	0            	0.975        	-0.03217     	0            	-0.03217     	-0.03217     	0            	0.2723         	--             	--            
InventionOccurs                       	3411         	0.4445       	1.428         	1.32         	4.499           	0.2171        	0.1367       	0.3527       	--           	0            	1.121        	0.1357       	0.3089       	0.4445       	0.4445       	0.7954       	0.2723         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3346         	0.4567       	1.432         	1.321        	4.522           	0.2177        	0.137        	0.3596       	--           	0            	1.126        	0.1419       	0.3149       	0.4567       	0.4567       	0.7944       	0.2723         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3346         	0.4567       	1.432         	1.321        	4.522           	0.2177        	0.137        	0.3596       	--           	0            	1.126        	0.1419       	0.3149       	0.4567       	0.4567       	0.7944       	0.2723         	--             	--            
AllHighValue                          	2162         	0.3025       	1.343         	1.176        	3.694           	0.2409        	--           	0.274        	--           	0            	1.033        	0.03309      	0.2694       	0.3025       	0.3025       	0.4736       	0.2723         	--             	--            
FirstTriesHighValue                   	1894         	0.3429       	1.346         	1.314        	4.216           	0.2655        	0.1758       	0.3068       	--           	0            	1.041        	0.04137      	0.3016       	0.3429       	0.3429       	0.5407       	0.2723         	--             	--            
SomeoneTriesHighValue                 	1949         	0.3386       	1.364         	1.305        	4.097           	0.2641        	0.1755       	0.3039       	--           	0            	1.039        	0.03985      	0.2988       	0.3386       	0.3386       	0.5254       	0.2723         	--             	--            
NooneTriesHighValue                   	213          	-0.02876     	1.15          	0            	0               	0.02876       	--           	0            	--           	0            	0.975        	-0.02876     	0            	-0.02876     	-0.02876     	0            	0.2723         	--             	--            
InventionOccursHighValue              	1299         	0.6251       	1.421         	1.38         	4.744           	0.2792        	0.1758       	0.456        	--           	0            	1.155        	0.1768       	0.4483       	0.6251       	0.6251       	0.7883       	0.2723         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1299         	0.6251       	1.421         	1.38         	4.744           	0.2792        	0.1758       	0.456        	--           	0            	1.155        	0.1768       	0.4483       	0.6251       	0.6251       	0.7883       	0.2723         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1299         	0.6251       	1.421         	1.38         	4.744           	0.2792        	0.1758       	0.456        	--           	0            	1.155        	0.1768       	0.4483       	0.6251       	0.6251       	0.7883       	0.2723         	--             	--            
