                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1016       	1.005         	0.5519       	2.267           	0.1094        	--           	0.1193       	--           	0.01352      	1.007        	0.006356     	0.09526      	0.1016       	0.1016       	0.3199       	0.3195         	--             	--            
FirstTries                            	5492         	0.2058       	1.005         	1.004        	4.128           	0.1784        	0.1525       	0.2173       	--           	0.02461      	1.033        	0.03234      	0.1735       	0.2058       	0.2058       	0.5825       	0.3195         	--             	--            
SomeoneTries                          	5498         	0.2054       	1.006         	1.004        	4.124           	0.1784        	0.1525       	0.217        	--           	0.02458      	1.032        	0.03211      	0.1733       	0.2054       	0.2054       	0.5818       	0.3195         	--             	--            
NooneTries                            	4502         	-0.0251      	1.004         	0            	0               	0.0251        	--           	0            	--           	0            	0.975        	-0.0251      	0            	-0.0251      	-0.0251      	0            	0.3195         	--             	--            
InventionOccurs                       	3205         	0.4777       	1.006         	1.005        	4.788           	0.1806        	0.1544       	0.3723       	--           	0.04217      	1.181        	0.1805       	0.2972       	0.4777       	0.4777       	0.9981       	0.3195         	--             	--            
InadvertentInfringement               	360          	0.3101       	1.008         	1.008        	4.974           	0.1799        	0.1529       	0.3754       	0.3754       	0.3754       	1.096        	0.09557      	0.2146       	0.3101       	0.3101       	1            	0.3195         	0.6268         	0.6297        
AgreementReached                      	2837         	0.5007       	1.005         	1.005        	4.768           	0.1808        	0.1547       	0.3729       	--           	0            	1.192        	0.1922       	0.3086       	0.5007       	0.5007       	0.9979       	0.3195         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3197         	0.4793       	1.006         	1.005        	4.791           	0.1807        	0.1545       	0.3732       	--           	0.04228      	1.181        	0.1813       	0.298        	0.4793       	0.4793       	0.9981       	0.3195         	--             	--            
AllHighValue                          	2007         	0.2915       	1.006         	0.9746       	4.306           	0.2246        	--           	0.2704       	0.4624       	0.03233      	1.039        	0.03853      	0.253        	0.2915       	0.2915       	0.5855       	0.3195         	--             	--            
FirstTriesHighValue                   	1945         	0.3017       	1.006         	1.005        	4.443           	0.2309        	0.2045       	0.279        	0.4624       	0.03336      	1.041        	0.04066      	0.2611       	0.3017       	0.3017       	0.6041       	0.3195         	--             	--            
SomeoneTriesHighValue                 	1946         	0.3015       	1.006         	1.005        	4.441           	0.2309        	0.2045       	0.2789       	0.4624       	0.03334      	1.041        	0.04052      	0.2609       	0.3015       	0.3015       	0.6038       	0.3195         	--             	--            
NooneTriesHighValue                   	61           	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3195         	--             	--            
InventionOccursHighValue              	1177         	0.65         	1.007         	1.007        	5.216           	0.2302        	0.2033       	0.4611       	0.4624       	0.05513      	1.219        	0.2186       	0.4314       	0.65         	0.65         	0.9983       	0.3195         	0.641          	0.6438        
InadvertentHighValue                  	146          	0.4727       	1.007         	1.007        	5.348           	0.2206        	0.1935       	0.4444       	0.4444       	0.4444       	1.124        	0.1238       	0.3489       	0.4727       	0.4727       	1            	0.3195         	0.6488         	0.651         
AgreementReachedHighValue             	1031         	0.6751       	1.007         	1.007        	5.198           	0.2315        	0.2047       	0.4635       	0.465        	0            	1.232        	0.232        	0.4431       	0.6751       	0.6751       	0.9981       	0.3195         	0.6399         	0.6428        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1177         	0.65         	1.007         	1.007        	5.216           	0.2302        	0.2033       	0.4611       	0.4624       	0.05513      	1.219        	0.2186       	0.4314       	0.65         	0.65         	0.9983       	0.3195         	0.641          	0.6438        
