                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.07957      	1.011         	0.5203       	0.7806          	0.06288       	--           	0.05321      	0.2568       	0            	0.9906       	-0.009664    	0.08923      	0.07957      	0.07957      	0.2069       	0.207          	--             	--            
FirstTries                            	5143         	0.1787       	1.012         	1.01         	1.518           	0.09829       	0.07234      	0.1035       	0.2568       	0            	1.005        	0.005177     	0.1735       	0.1787       	0.1787       	0.4023       	0.207          	--             	--            
SomeoneTries                          	5151         	0.1782       	1.014         	1.01         	1.515           	0.09834       	0.07236      	0.1033       	0.2568       	0            	1.005        	0.004968     	0.1732       	0.1782       	0.1782       	0.4017       	0.207          	--             	--            
NooneTries                            	4849         	-0.02521     	1.008         	0            	0               	0.02521       	--           	0            	--           	0            	0.975        	-0.02521     	0            	-0.02521     	-0.02521     	0            	0.207          	--             	--            
InventionOccurs                       	2089         	0.5833       	1.019         	1.018        	1.593           	0.09854       	0.07201      	0.2547       	0.2568       	0            	1.156        	0.1562       	0.4272       	0.5833       	0.5833       	0.9904       	0.207          	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2089         	0.5833       	1.019         	1.018        	1.593           	0.09854       	0.07201      	0.2547       	0.2568       	0            	1.156        	0.1562       	0.4272       	0.5833       	0.5833       	0.9904       	0.207          	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2089         	0.5833       	1.019         	1.018        	1.593           	0.09854       	0.07201      	0.2547       	0.2568       	0            	1.156        	0.1562       	0.4272       	0.5833       	0.5833       	0.9904       	0.207          	--             	--            
AllHighValue                          	2030         	0.2338       	1.011         	0.8985       	1.32            	0.1086        	--           	0.117        	0.3027       	0            	1.009        	0.008401     	0.2254       	0.2338       	0.2338       	0.3768       	0.207          	--             	--            
FirstTriesHighValue                   	1807         	0.2658       	1.011         	1.009        	1.483           	0.1188        	0.09262      	0.1315       	0.3027       	0            	1.013        	0.01263      	0.2532       	0.2658       	0.2658       	0.4234       	0.207          	--             	--            
SomeoneTriesHighValue                 	1808         	0.2656       	1.011         	1.009        	1.482           	0.1188        	0.09263      	0.1314       	0.3027       	0            	1.013        	0.01253      	0.2531       	0.2656       	0.2656       	0.4231       	0.207          	--             	--            
NooneTriesHighValue                   	222          	-0.02523     	1.009         	0            	0               	0.02523       	--           	0            	--           	0            	0.975        	-0.02523     	0            	-0.02523     	-0.02523     	0            	0.207          	--             	--            
InventionOccursHighValue              	770          	0.7872       	1.013         	1.013        	1.551           	0.1155        	0.08886      	0.3085       	0.3027       	0            	1.192        	0.193        	0.5942       	0.7872       	0.7872       	0.9935       	0.207          	0.4069         	0.411         
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	770          	0.7872       	1.013         	1.013        	1.551           	0.1155        	0.08886      	0.3085       	0.3027       	0            	1.192        	0.193        	0.5942       	0.7872       	0.7872       	0.9935       	0.207          	0.4069         	0.411         
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	770          	0.7872       	1.013         	1.013        	1.551           	0.1155        	0.08886      	0.3085       	0.3027       	0            	1.192        	0.193        	0.5942       	0.7872       	0.7872       	0.9935       	0.207          	0.4069         	0.411         
