                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.08554      	1             	0.5043       	0.7799          	0.05708       	--           	0.04959      	0.2238       	0            	0.9925       	-0.007484    	0.09302      	0.08554      	0.08554      	0.2175       	0.2182         	--             	--            
FirstTries                            	5043         	0.1942       	1             	1            	1.546           	0.08861       	0.06361      	0.09834      	0.2238       	0            	1.01         	0.009734     	0.1845       	0.1942       	0.1942       	0.4313       	0.2182         	0.4071         	0.4071        
SomeoneTries                          	5043         	0.1942       	1             	1            	1.546           	0.08861       	0.06361      	0.09834      	0.2238       	0            	1.01         	0.009734     	0.1845       	0.1942       	0.1942       	0.4313       	0.2182         	0.4071         	0.4071        
NooneTries                            	4957         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2182         	--             	--            
InventionOccurs                       	2175         	0.5699       	1             	1            	1.639           	0.08576       	0.06076      	0.228        	0.2238       	0            	1.142        	0.1423       	0.4277       	0.5699       	0.5699       	1            	0.2182         	0.414          	0.414         
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2175         	0.5699       	1             	1            	1.639           	0.08576       	0.06076      	0.228        	0.2238       	0            	1.142        	0.1423       	0.4277       	0.5699       	0.5699       	1            	0.2182         	0.414          	0.414         
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2175         	0.5699       	1             	1            	1.639           	0.08576       	0.06076      	0.228        	0.2238       	0            	1.142        	0.1423       	0.4277       	0.5699       	0.5699       	1            	0.2182         	0.414          	0.414         
AllHighValue                          	1980         	0.2266       	1             	0.8434       	1.213           	0.09116       	--           	0.1019       	0.2831       	0            	1.011        	0.01071      	0.2159       	0.2266       	0.2266       	0.353        	0.2182         	--             	--            
FirstTriesHighValue                   	1670         	0.2733       	1             	1            	1.439           	0.1034        	0.07845      	0.1208       	0.2831       	0            	1.017        	0.01734      	0.2559       	0.2733       	0.2733       	0.4186       	0.2182         	0.3983         	0.3983        
SomeoneTriesHighValue                 	1670         	0.2733       	1             	1            	1.439           	0.1034        	0.07845      	0.1208       	0.2831       	0            	1.017        	0.01734      	0.2559       	0.2733       	0.2733       	0.4186       	0.2182         	0.3983         	0.3983        
NooneTriesHighValue                   	310          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2182         	--             	--            
InventionOccursHighValue              	699          	0.7994       	1             	1            	1.509           	0.1006        	0.07557      	0.2886       	0.2831       	0            	1.188        	0.188        	0.6114       	0.7994       	0.7994       	1            	0.2182         	0.4032         	0.4032        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	699          	0.7994       	1             	1            	1.509           	0.1006        	0.07557      	0.2886       	0.2831       	0            	1.188        	0.188        	0.6114       	0.7994       	0.7994       	1            	0.2182         	0.4032         	0.4032        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	699          	0.7994       	1             	1            	1.509           	0.1006        	0.07557      	0.2886       	0.2831       	0            	1.188        	0.188        	0.6114       	0.7994       	0.7994       	1            	0.2182         	0.4032         	0.4032        
