                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09706      	1             	0.4855       	1.431           	0.06327       	--           	0.08016      	0.3234       	0            	1.017        	0.0169       	0.08016      	0.09706      	0.09706      	0.2421       	0.2432         	--             	--            
FirstTries                            	4855         	0.2264       	1             	1            	2.947           	0.1038        	0.07882      	0.1651       	0.3234       	0            	1.061        	0.0613       	0.1651       	0.2264       	0.2264       	0.4987       	0.2432         	0.4988         	0.4988        
SomeoneTries                          	4855         	0.2264       	1             	1            	2.947           	0.1038        	0.07882      	0.1651       	0.3234       	0            	1.061        	0.0613       	0.1651       	0.2264       	0.2264       	0.4987       	0.2432         	0.4988         	0.4988        
NooneTries                            	5145         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2432         	--             	--            
InventionOccurs                       	2421         	0.5611       	1             	1            	3.674           	0.1011        	0.0761       	0.3311       	0.3234       	0            	1.23         	0.23         	0.3311       	0.5611       	0.5611       	1            	0.2432         	0.5444         	0.5444        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2421         	0.5611       	1             	1            	3.674           	0.1011        	0.0761       	0.3311       	0.3234       	0            	1.23         	0.23         	0.3311       	0.5611       	0.5611       	1            	0.2432         	0.5444         	0.5444        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2421         	0.5611       	1             	1            	3.674           	0.1011        	0.0761       	0.3311       	0.3234       	0            	1.23         	0.23         	0.3311       	0.5611       	0.5611       	1            	0.2432         	0.5444         	0.5444        
AllHighValue                          	2008         	0.2629       	1             	0.8212       	2.39            	0.1105        	--           	0.1867       	0.4294       	0            	1.076        	0.07624      	0.1867       	0.2629       	0.2629       	0.4148       	0.2432         	--             	--            
FirstTriesHighValue                   	1649         	0.3256       	1             	1            	2.91            	0.1291        	0.1041       	0.2274       	0.4294       	0            	1.098        	0.09828      	0.2274       	0.3256       	0.3256       	0.5052       	0.2432         	0.4958         	0.4958        
SomeoneTriesHighValue                 	1649         	0.3256       	1             	1            	2.91            	0.1291        	0.1041       	0.2274       	0.4294       	0            	1.098        	0.09828      	0.2274       	0.3256       	0.3256       	0.5052       	0.2432         	0.4958         	0.4958        
NooneTriesHighValue                   	359          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2432         	--             	--            
InventionOccursHighValue              	833          	0.7753       	1             	1            	3.648           	0.1249        	0.09989      	0.4501       	0.4294       	0            	1.325        	0.3252       	0.4501       	0.7753       	0.7753       	1            	0.2432         	0.5421         	0.5421        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	833          	0.7753       	1             	1            	3.648           	0.1249        	0.09989      	0.4501       	0.4294       	0            	1.325        	0.3252       	0.4501       	0.7753       	0.7753       	1            	0.2432         	0.5421         	0.5421        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	833          	0.7753       	1             	1            	3.648           	0.1249        	0.09989      	0.4501       	0.4294       	0            	1.325        	0.3252       	0.4501       	0.7753       	0.7753       	1            	0.2432         	0.5421         	0.5421        
