                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.006359    	1.009         	0.1887       	0.5041          	0.03183       	--           	0.01291      	--           	0            	0.9812       	-0.01892     	0.01256      	-0.006359    	-0.006359    	0.0369       	0.03677        	--             	--            
FirstTries                            	1874         	0.07504      	1.007         	1.005        	2.69            	0.06036       	0.03509      	0.06865      	0.9534       	0            	1.008        	0.008281     	0.06675      	0.07504      	0.07504      	0.1969       	0.03677        	--             	--            
SomeoneTries                          	1878         	0.0752       	1.01          	1.005        	2.684           	0.06042       	0.03509      	0.06876      	--           	0            	1.008        	0.008336     	0.06687      	0.0752       	0.0752       	0.1965       	0.03677        	--             	--            
NooneTries                            	8122         	-0.02522     	1.009         	0            	0               	0.02522       	--           	0            	--           	0            	0.975        	-0.02522     	0            	-0.02522     	-0.02522     	0            	0.03677        	--             	--            
InventionOccurs                       	373          	0.6227       	1.016         	1.013        	3.018           	0.06013       	0.03448      	0.3462       	--           	0            	1.283        	0.286        	0.3367       	0.6227       	0.6227       	0.9893       	0.03677        	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	373          	0.6227       	1.016         	1.013        	3.018           	0.06013       	0.03448      	0.3462       	--           	0            	1.283        	0.286        	0.3367       	0.6227       	0.6227       	0.9893       	0.03677        	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	373          	0.6227       	1.016         	1.013        	3.018           	0.06013       	0.03448      	0.3462       	--           	0            	1.283        	0.286        	0.3367       	0.6227       	0.6227       	0.9893       	0.03677        	--             	--            
AllHighValue                          	1941         	0.01936      	1.009         	0.3462       	1.004           	0.04181       	--           	0.0315       	--           	0            	0.9896       	-0.01031     	0.02967      	0.01936      	0.01936      	0.06698      	0.03677        	--             	--            
FirstTriesHighValue                   	668          	0.1031       	1.007         	1.003        	2.917           	0.07324       	0.04799      	0.0908       	1.027        	0            	1.017        	0.01756      	0.08549      	0.1031       	0.1031       	0.1946       	0.03677        	--             	--            
SomeoneTriesHighValue                 	670          	0.1039       	1.01          	1.003        	2.908           	0.07329       	0.04797      	0.09125      	--           	0            	1.017        	0.01796      	0.08596      	0.1039       	0.1039       	0.194        	0.03677        	--             	--            
NooneTriesHighValue                   	1271         	-0.02522     	1.009         	0            	0               	0.02522       	--           	0            	--           	0            	0.975        	-0.02522     	0            	-0.02522     	-0.02522     	0            	0.03677        	--             	--            
InventionOccursHighValue              	132          	0.8263       	1.023         	1.015        	3.169           	0.07319       	0.0473       	0.4632       	--           	0            	1.385        	0.39         	0.4363       	0.8263       	0.8263       	0.9848       	0.03677        	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	132          	0.8263       	1.023         	1.015        	3.169           	0.07319       	0.0473       	0.4632       	--           	0            	1.385        	0.39         	0.4363       	0.8263       	0.8263       	0.9848       	0.03677        	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	132          	0.8263       	1.023         	1.015        	3.169           	0.07319       	0.0473       	0.4632       	--           	0            	1.385        	0.39         	0.4363       	0.8263       	0.8263       	0.9848       	0.03677        	--             	--            
