                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1007       	1.257         	0.7126       	2.363           	0.1424        	--           	0.1356       	--           	0            	0.9998       	-0.006753    	0.1074       	0.1007       	0.1007       	0.3034       	0.3043         	--             	--            
FirstTries                            	5673         	0.1988       	1.256         	1.22         	4.165           	0.223         	0.1552       	0.2357       	--           	0            	1.019        	0.01272      	0.1861       	0.1988       	0.1988       	0.5348       	0.3043         	--             	--            
SomeoneTries                          	5876         	0.1928       	1.281         	1.213        	4.021           	0.2208        	0.1537       	0.2308       	--           	0            	1.017        	0.009938     	0.1828       	0.1928       	0.1928       	0.5163       	0.3043         	--             	--            
NooneTries                            	4124         	-0.03053     	1.221         	0            	0               	0.03053       	--           	0            	--           	0            	0.975        	-0.03053     	0            	-0.03053     	-0.03053     	0            	0.3043         	--             	--            
InventionOccurs                       	3621         	0.4356       	1.331         	1.283        	4.764           	0.2356        	0.1558       	0.3745       	--           	0            	1.134        	0.1389       	0.2967       	0.4356       	0.4356       	0.8379       	0.3043         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3611         	0.4373       	1.332         	1.283        	4.768           	0.2358        	0.1559       	0.3755       	--           	0            	1.134        	0.1397       	0.2975       	0.4373       	0.4373       	0.8377       	0.3043         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3611         	0.4373       	1.332         	1.283        	4.768           	0.2358        	0.1559       	0.3755       	--           	0            	1.134        	0.1397       	0.2975       	0.4373       	0.4373       	0.8377       	0.3043         	--             	--            
AllHighValue                          	1944         	0.2792       	1.264         	1.245        	4.579           	0.2998        	--           	0.3138       	--           	0            	1.022        	0.01401      	0.2652       	0.2792       	0.2792       	0.5324       	0.3043         	--             	--            
FirstTriesHighValue                   	1911         	0.2839       	1.263         	1.261        	4.658           	0.3033        	0.2151       	0.3183       	--           	0            	1.023        	0.01507      	0.2689       	0.2839       	0.2839       	0.5416       	0.3043         	--             	--            
SomeoneTriesHighValue                 	1922         	0.2827       	1.267         	1.259        	4.631           	0.303         	0.215        	0.3174       	--           	0            	1.022        	0.01445      	0.2682       	0.2827       	0.2827       	0.5385       	0.3043         	--             	--            
NooneTriesHighValue                   	22           	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3043         	--             	--            
InventionOccursHighValue              	1251         	0.5791       	1.339         	1.335        	5.276           	0.3207        	0.2144       	0.4877       	--           	0            	1.163        	0.167        	0.4121       	0.5791       	0.5791       	0.8273       	0.3043         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1251         	0.5791       	1.339         	1.335        	5.276           	0.3207        	0.2144       	0.4877       	--           	0            	1.163        	0.167        	0.4121       	0.5791       	0.5791       	0.8273       	0.3043         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1251         	0.5791       	1.339         	1.335        	5.276           	0.3207        	0.2144       	0.4877       	--           	0            	1.163        	0.167        	0.4121       	0.5791       	0.5791       	0.8273       	0.3043         	--             	--            
